v2_image_id,source_dataset,source_row_id,source_url,manufacturer,device_model,width,height,format,sha256,download_status,candidate_order,split,provenance_verified,local_path,notes
SMARTPHONE_123177,laionmobile/laion-mobile,123177,https://www.dolcisenzaburro.it/wp-content/uploads/2014/11/torta-fredda-alla-menta-senza-burro-Dolci-senza-burro.jpg,Apple,iPhone 5,2048,1536,JPEG,0c4c573e5692a114ad508d60308f6c70be2f1aa245f32e84045e59bfcfe40076,SUCCESS,2993,train,YES,data/v2/smartphone_real/SMARTPHONE_123177.jpg,sha_ok
SMARTPHONE_555357,laionmobile/laion-mobile,555357,https://static.wixstatic.com/media/dfc97c_6e98dc6a82854fd591fc3c996f0a4517~mv2_d_4032_3024_s_4_2.jpg,Apple,iPhone 7 Plus,4032,3024,JPEG,908fc888463e9def116a4764dc655fef8a265d110dc61f08b9a17442fae2e3db,SUCCESS,1228,train,YES,data/v2/smartphone_real/SMARTPHONE_555357.jpg,sha_ok
SMARTPHONE_999398,laionmobile/laion-mobile,999398,https://files.voenpro.ru/products/nabor-dlya-napitkov-za-razvedku-8.1600x1600.jpg,Apple,iPhone XS Max,1600,1200,JPEG,ca3ab7ceede6172a03b94c5cd2e6b6a8b71601e028f4190eb1e34bede3b5775a,SUCCESS,927,train,YES,data/v2/smartphone_real/SMARTPHONE_999398.jpg,sha_ok
SMARTPHONE_2110,laionmobile/laion-mobile,2110,"https://cdn.artcld.com/img/w_1920,c_fit/0yrco2d3j60hxcf4ul59.jpg",Apple,iPhone 8 Plus,1920,4040,JPEG,277b78197ff66c639d08ad565da7282ed1c16841f2f50d396aa6ad0685d07f4f,SUCCESS,2361,train,YES,data/v2/smartphone_real/SMARTPHONE_2110.jpg,sha_ok
SMARTPHONE_145093,laionmobile/laion-mobile,145093,https://insideflyer.de/wp-content/uploads/2018/08/Dusit-Thani-Bangkok-Club-Room-4.jpg,Apple,iPhone 8 Plus,4032,3024,JPEG,5d0f75790b3037ad08aa394d9341bd4cfa2fe3c24d3cc7f872c02a20d7596427,SUCCESS,1559,train,YES,data/v2/smartphone_real/SMARTPHONE_145093.jpg,sha_ok
SMARTPHONE_445124,laionmobile/laion-mobile,445124,https://mresell.com.au/wp-content/uploads/attachments/refurbished_ipad_7_wifi_32gb_mresell_com_au_af2de114.jpg,Apple,iPhone 6s Plus,3024,3024,JPEG,18bce8231dde51e6ee4603974f48804ba178198928f31897c3b607877daeec20,SUCCESS,3,train,YES,data/v2/smartphone_real/SMARTPHONE_445124.jpg,sha_ok
SMARTPHONE_462475,laionmobile/laion-mobile,462475,http://b1-q.mafengwo.net/s10/M00/76/A1/wKgBZ1kxDkCATwoZAA2_aR14wgw07.jpeg,Apple,iPhone 6 Plus,1536,2048,JPEG,d668fc4e980266c8344071971a32c8d76c52f655110aea6d2223bfafc3674477,SUCCESS,741,train,YES,data/v2/smartphone_real/SMARTPHONE_462475.jpg,sha_ok
SMARTPHONE_601634,laionmobile/laion-mobile,601634,http://hakataokumura.moo.jp/wp-content/uploads/B53185AD-F5CE-4715-81EB-DC063FA1F37A.jpeg,Apple,iPad Air,1936,2592,JPEG,6ff355ad1d69fd894441fa8e346ebd290ed9a121d91cf2a0b8cb7251f3661548,SUCCESS,1885,train,YES,data/v2/smartphone_real/SMARTPHONE_601634.jpg,sha_ok
SMARTPHONE_997124,laionmobile/laion-mobile,997124,https://static.wixstatic.com/media/5b2190_c3316ba303e54581bdbef026f76f26b9~mv2_d_2161_2161_s_2.jpg,Apple,iPhone 5s,2161,2161,JPEG,7b47a02b0a6916cedb4d24f62618f6b9ff4eb60faef1f048adca14b590e04d23,SUCCESS,621,train,YES,data/v2/smartphone_real/SMARTPHONE_997124.jpg,sha_ok
SMARTPHONE_166198,laionmobile/laion-mobile,166198,https://assets.villatel.com/wp-content/uploads/2021/02/18182031/easter-egg-hunt-in-orlando-fl.jpeg,Apple,iPhone 7 Plus,2048,1541,JPEG,449b03543ff93a756a66f47443d63cedbb95dd8cb52cf4f63604f91bab2afb62,SUCCESS,444,train,YES,data/v2/smartphone_real/SMARTPHONE_166198.jpg,sha_ok
SMARTPHONE_311662,laionmobile/laion-mobile,311662,https://coda-construction.com/site/wp-content/uploads/Bathroom-Remodeler-Dublin.jpg,Apple,iPhone 8 Plus,1400,1050,JPEG,785f0db4c26dca47858ca20c2b0e7b30fb25f281942b92ca5068f92a59a3c133,SUCCESS,3163,train,YES,data/v2/smartphone_real/SMARTPHONE_311662.jpg,sha_ok
SMARTPHONE_883640,laionmobile/laion-mobile,883640,https://base-ec2.akamaized.net/images/item/origin/854749752866d0fa96ca544e42a0d44b.jpg,Apple,iPhone 6s,3024,3024,JPEG,bdc76d4980f7861070481e98ec480afac2451f09da2c7f4c7840c54e02140da2,SUCCESS,1292,train,YES,data/v2/smartphone_real/SMARTPHONE_883640.jpg,sha_ok
SMARTPHONE_302762,laionmobile/laion-mobile,302762,https://images.sellbrite.com/production/26125/191935550408/5465aeb7-e0b3-56e3-80fd-ccf00bf13883.jpg,Apple,iPhone X,1600,2134,JPEG,26c3dcf00dd4a8382c3b77b164fa4a23662afb53b3b33e312fc27d8b3f254bb3,SUCCESS,1610,train,YES,data/v2/smartphone_real/SMARTPHONE_302762.jpg,sha_ok
SMARTPHONE_440845,laionmobile/laion-mobile,440845,http://mangomornings.de/wp-content/uploads/2018/11/IMG_4519-2-1440x1920.jpg,Apple,iPhone 8 Plus,1440,1920,JPEG,62229184cfb99b6e7473ea4c992edb8c031b0743a993e8678151905e74cf5524,SUCCESS,709,train,YES,data/v2/smartphone_real/SMARTPHONE_440845.jpg,sha_ok
SMARTPHONE_425014,laionmobile/laion-mobile,425014,https://hepcatshaven.files.wordpress.com/2011/07/img_0968.jpg,Apple,iPhone 4,2167,1886,JPEG,0570b024ab5c339cab041df25c2c3169383bdd29444e57f0f64431c54a0ac42b,SUCCESS,1965,train,YES,data/v2/smartphone_real/SMARTPHONE_425014.jpg,sha_ok
SMARTPHONE_655571,laionmobile/laion-mobile,655571,https://static.wixstatic.com/media/0dfc2f_63043750448c48b09997c57df4014ccb~mv2_d_4032_3024_s_4_2.jpg,Apple,iPhone 6s,4032,3024,JPEG,b4e53cff02f4e7a1aa0e6e429944115a62b5c25b822af35588b768a7888c2813,SUCCESS,1051,train,YES,data/v2/smartphone_real/SMARTPHONE_655571.jpg,sha_ok
SMARTPHONE_814713,laionmobile/laion-mobile,814713,http://www.joqr.co.jp/yumaai/yumaai_191223_3.jpg,Apple,iPhone 11 Pro,4032,3024,JPEG,451e4e3d42d3c14eadf04cfa4ae1621eaf12ffaff1d6ec42f3cd679237cfd998,SUCCESS,1337,train,YES,data/v2/smartphone_real/SMARTPHONE_814713.jpg,sha_ok
SMARTPHONE_1033655,laionmobile/laion-mobile,1033655,https://bookswithbaby.files.wordpress.com/2017/08/img_3073.jpg,Apple,iPhone SE,2846,2846,JPEG,1eac923902332b5029e1c603eaa9e2fecc355bc80042cf3a977ec31b0dcd3cf7,SUCCESS,2700,train,YES,data/v2/smartphone_real/SMARTPHONE_1033655.jpg,sha_ok
SMARTPHONE_1013870,laionmobile/laion-mobile,1013870,https://static.wixstatic.com/media/0d1b78_0394c14e132f4c10910695ddbb569822.jpg,Apple,iPhone 6,2448,3264,JPEG,cd1568c00633c74872d19753fd87caba39558920c0ee632b80939b336d112e53,SUCCESS,1561,train,YES,data/v2/smartphone_real/SMARTPHONE_1013870.jpg,sha_ok
SMARTPHONE_447797,laionmobile/laion-mobile,447797,https://cdn.photos.sparkplatform.com/svv/20200919182120664686000000-o.jpg,Apple,iPhone 8 Plus,3000,2400,JPEG,cf72f5895c8297dabf8ab4d2239da960917e5e9e651ed7fc88e7bd1b8f30f573,SUCCESS,109,train,YES,data/v2/smartphone_real/SMARTPHONE_447797.jpg,sha_ok
SMARTPHONE_71430,laionmobile/laion-mobile,71430,http://photos.mredllc.com/photos/property/877/10393877_5.jpg,Apple,iPhone X,1440,1080,JPEG,62934b72118b58ef957726423983b3f4905da38b42f8b928d74e5d7b3c6653d7,SUCCESS,1615,train,YES,data/v2/smartphone_real/SMARTPHONE_71430.jpg,sha_ok
SMARTPHONE_426046,laionmobile/laion-mobile,426046,https://www.enmodebasque.com/wp-content/uploads/2018/07/837696DB-0589-4486-8156-D23A8410B2AF.jpeg,Apple,iPhone 7 Plus,3024,4032,JPEG,330487ca58ff8abaf3e782378f04e04460a70491058e48a578a256ea106ea74c,SUCCESS,1574,train,YES,data/v2/smartphone_real/SMARTPHONE_426046.jpg,sha_ok
SMARTPHONE_626103,laionmobile/laion-mobile,626103,https://www.powered-by-mom.com/wp-content/uploads/2018/10/TV-Online.jpg,Apple,iPhone 6s Plus,1200,1600,JPEG,213e23a82f4689ceb03fe18c1536470536cb95d196cc0c67dc8820e9a4a848b9,SUCCESS,884,train,YES,data/v2/smartphone_real/SMARTPHONE_626103.jpg,sha_ok
SMARTPHONE_771500,laionmobile/laion-mobile,771500,https://alp-reshenie.ru/wp-content/uploads/2021/01/2-1-scaled.jpg,Apple,iPhone 5s,2560,1920,JPEG,064a46873da8c9e5cbbbddfd58446304e4f50f191133e8ffa931f75ee909b472,SUCCESS,2375,train,YES,data/v2/smartphone_real/SMARTPHONE_771500.jpg,sha_ok
SMARTPHONE_599100,laionmobile/laion-mobile,599100,https://static.wixstatic.com/media/64bbee_e92fe3e2b82e4a96b04b6e8886fa3ab1~mv2_d_2051_2051_s_2.jpg,Apple,iPhone 6,2051,2051,JPEG,6df508846b9a0392f5d7fcd0cb20f4427629bd0836622eb56b44187dec401018,SUCCESS,596,train,YES,data/v2/smartphone_real/SMARTPHONE_599100.jpg,sha_ok
SMARTPHONE_807203,laionmobile/laion-mobile,807203,https://www.arcaitaly.it/wp-content/uploads/2020/08/54938-1.jpg,Apple,iPhone X,1500,1500,JPEG,ca7d045bb74ab4c582387ed21c57bfb1324f8bf4f80b6d02f06b1021b4f940c0,SUCCESS,1065,train,YES,data/v2/smartphone_real/SMARTPHONE_807203.jpg,sha_ok
SMARTPHONE_983683,laionmobile/laion-mobile,983683,https://guardliner.ru/wp-content/uploads/2019/06/IMG_9123.jpg,Apple,iPhone 7 Plus,1600,1200,JPEG,32dedf9d2cf971664e3f47128816fc749023c09e4b2bc7429a20645f20199dd8,SUCCESS,2208,train,YES,data/v2/smartphone_real/SMARTPHONE_983683.jpg,sha_ok
SMARTPHONE_655412,laionmobile/laion-mobile,655412,http://www.wanderingweekenders.com/wp-content/uploads/2015/08/IMG_8248-1024x1024.jpg,Apple,iPhone 6 Plus,1024,1024,JPEG,9c4efd9af1ba61dceaeb460634e39b685d61ae52ead382eca4d593733f9bff68,SUCCESS,674,train,YES,data/v2/smartphone_real/SMARTPHONE_655412.jpg,sha_ok
SMARTPHONE_522736,laionmobile/laion-mobile,522736,https://gcottraux.files.wordpress.com/2019/03/pugcat.jpg,Apple,iPhone SE,3024,4032,JPEG,4c5937d69fd6e5cb706ab3d54f8e02416bfd9b4e44f97ef1c09eea469492cb6e,SUCCESS,2860,train,YES,data/v2/smartphone_real/SMARTPHONE_522736.jpg,sha_ok
SMARTPHONE_134520,laionmobile/laion-mobile,134520,https://images.squarespace-cdn.com/content/v1/511dac8ee4b0adc428bf564e/1404958534406-TGRKFPMNNQEBCCMYLNNA/ke17ZwdGBToddI8pDm48kPld63_RYnHMcuz04gzfy_97gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0qCSqOyuz_it4gynG9SI8gedUKb34hJpmvohlo5PcuVpERgirpQ9UdCYzdE1BqHy8g/Tahoe+12+329.JPG,Apple,iPhone 4,2500,1867,JPEG,f635c9059fdb1520b1d7210fe1db12b4f0dee68f568b7ef970b385d3919fa666,SUCCESS,863,train,YES,data/v2/smartphone_real/SMARTPHONE_134520.jpg,sha_ok
SMARTPHONE_1019,laionmobile/laion-mobile,1019,https://uploads-ssl.webflow.com/5d5d7cf9cbf45109319ebe8f/5e27f82c3cfa530ff3c57b05_4550F12C-9E55-44CB-A9BF-E994B4555173.jpeg,Apple,iPhone 11 Pro,1537,2049,JPEG,b6216199053c8c81c43d9ab6ba194da945604a2174d4ee43e03d75de3fe898a6,SUCCESS,805,train,YES,data/v2/smartphone_real/SMARTPHONE_1019.jpg,sha_ok
SMARTPHONE_80558,laionmobile/laion-mobile,80558,https://www.italien-erleben.ch/wp-content/uploads/2016/04/IMG_2072-e1462346390174.jpg,Apple,iPhone 5,1920,1440,JPEG,d1ff269c770f27cb53ab1010e53241ff9558d235ccbd62f6fabb9330018d328e,SUCCESS,2397,train,YES,data/v2/smartphone_real/SMARTPHONE_80558.jpg,sha_ok
SMARTPHONE_1026193,laionmobile/laion-mobile,1026193,https://hotel-dela-paix.com/wp-content/uploads/2020/06/DF860FC8-FFE8-45EF-BEE3-DCD2B338E503.jpeg,Apple,iPhone XS Max,1400,1400,JPEG,28766085d81e0df9ccfa1a086b163663f31c1921ca44c565f1519f214cb80ec0,SUCCESS,1661,train,YES,data/v2/smartphone_real/SMARTPHONE_1026193.jpg,sha_ok
SMARTPHONE_902812,laionmobile/laion-mobile,902812,https://static.wixstatic.com/media/2681de_c295c351bcd54e7fb99a0d4006dfa4dd~mv2.jpg,Apple,iPhone 8,9678,3764,JPEG,a4e9d49ccc0223db31b140f3ad8ee05c72523b713b3a1a88b05cde65ce22ca94,SUCCESS,1048,train,YES,data/v2/smartphone_real/SMARTPHONE_902812.jpg,sha_ok
SMARTPHONE_383331,laionmobile/laion-mobile,383331,https://www.thomasheij.nl/wp-content/uploads/2018/08/IMG_3961c-1.jpg,Apple,iPhone 6,3264,2193,JPEG,52aa8905c6adc2bd4daf21fb5a0045d8f9a9c47df099fc414e2849ede65ad9ea,SUCCESS,1531,train,YES,data/v2/smartphone_real/SMARTPHONE_383331.jpg,sha_ok
SMARTPHONE_605421,laionmobile/laion-mobile,605421,https://alte-schweizerei.de/media/de/f2/63/1599579541/552-2316-02-2112%20Allioli.jpg,Apple,iPhone 7 Plus,1200,1200,JPEG,ba4c71191f0612825e4c907d2a9dd53381c10cb9eac252af1fb6534d69962592,SUCCESS,430,train,YES,data/v2/smartphone_real/SMARTPHONE_605421.jpg,sha_ok
SMARTPHONE_582551,laionmobile/laion-mobile,582551,https://static.wixstatic.com/media/a99f0d_3575b0cb2ce745c5a0458a93bc0b8cba~mv2_d_3024_4032_s_4_2.jpeg,Apple,iPhone XS,4032,3024,JPEG,e1861e6c5f3b7670db8ff8c3ef66f3aad141d24e47248537d66900372e078c46,SUCCESS,2953,train,YES,data/v2/smartphone_real/SMARTPHONE_582551.jpg,sha_ok
SMARTPHONE_477501,laionmobile/laion-mobile,477501,https://cdn.photos.sparkplatform.com/chs/20201016001648698487000000-o.jpg,Apple,iPhone 11 Pro Max,1333,2000,JPEG,963b4d24b3367c0ddb0892662681909dce72e125980c9c69a6151032aa44c71e,SUCCESS,3137,train,YES,data/v2/smartphone_real/SMARTPHONE_477501.jpg,sha_ok
SMARTPHONE_583821,laionmobile/laion-mobile,583821,https://images.squarespace-cdn.com/content/v1/51762110e4b0e5c0dba1d3ab/1407447640537-O4MDO6WBFYCQLRN05MYX/ke17ZwdGBToddI8pDm48kPld63_RYnHMcuz04gzfy_97gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0qCSqOyuz_it4gynG9SI8gedUKb34hJpmvohlo5PcuVpERgirpQ9UdCYzdE1BqHy8g/image-asset.jpeg,Apple,iPhone 4,2500,1867,WEBP,33744ddeec37f764d3b74da59970c671b2425532e95ec0fcab575a6c1a647f53,SUCCESS,3063,train,YES,data/v2/smartphone_real/SMARTPHONE_583821.webp,sha_mismatch_vs_metadata
SMARTPHONE_624498,laionmobile/laion-mobile,624498,https://static.wixstatic.com/media/1e8433_da6b6644e9484bbd859c427f51db6656~mv2_d_1393_1374_s_2.jpg,Apple,iPhone 7,1393,1374,JPEG,8fe392a3547c65af081a050f2188fa6d41ba3bc4fb46c4f31fdfca01f63f0ab4,SUCCESS,2670,train,YES,data/v2/smartphone_real/SMARTPHONE_624498.jpg,sha_ok
SMARTPHONE_910400,laionmobile/laion-mobile,910400,https://images.squarespace-cdn.com/content/v1/55f34ce6e4b067360e9989ae/1444152450291-5G00P8YCUMR5B02LIT7B/ke17ZwdGBToddI8pDm48kOouuPCRmzCdud9lOgByk8N7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0hHMyhIh2kKzuOL3ydJCryACqlPbMiCiqRl7BxVOzFKv0F_GypTTLNm4da0xhhGDGA/pedals.jpg,Apple,iPhone 5,2500,1875,WEBP,fb01ac0f947351ad761e0474e2b27c62cc84fa6a7067daf9f7acc8b0464a90bc,SUCCESS,2797,train,YES,data/v2/smartphone_real/SMARTPHONE_910400.webp,sha_mismatch_vs_metadata
SMARTPHONE_371382,laionmobile/laion-mobile,371382,https://www.malrase.com/images/the-journey/amsterdam/drinks/door-74-gin.jpg,Apple,iPhone 5,1500,1788,JPEG,fdadf946be00a3ea1cbd7f7f4ae66b97267fee022f34b1bcfcc39f0684cc05b3,SUCCESS,406,train,YES,data/v2/smartphone_real/SMARTPHONE_371382.jpg,sha_ok
SMARTPHONE_166093,laionmobile/laion-mobile,166093,https://cdn.photos.sparkplatform.com/az/20200215223711024746000000-o.jpg,Apple,iPhone XS Max,3000,1824,JPEG,c4c9ae0c30c608846bb4a43018f3dcca7758cf4418a1de0f3133184eabacfdc6,SUCCESS,25,train,YES,data/v2/smartphone_real/SMARTPHONE_166093.jpg,sha_ok
SMARTPHONE_618336,laionmobile/laion-mobile,618336,https://kapital.uz/wp-content/uploads/2021/09/2-2-scaled.jpg,Apple,iPhone XS,2560,1920,JPEG,7beade29b44e4d7b5b9265d4960580e11e3c65cf22fba7c94db136e3cf6003d8,SUCCESS,2412,train,YES,data/v2/smartphone_real/SMARTPHONE_618336.jpg,sha_ok
SMARTPHONE_396164,laionmobile/laion-mobile,396164,http://files.websitebuilder.prositehosting.co.uk/fasthosts21213/image/n413.jpg,Apple,iPad,2592,1936,JPEG,7b44b0a4855259e7422e60ae1d18048191d420ee1825aff9e09a185248ed0d61,SUCCESS,1578,train,YES,data/v2/smartphone_real/SMARTPHONE_396164.jpg,sha_ok
SMARTPHONE_799186,laionmobile/laion-mobile,799186,https://live.staticflickr.com/65535/51433762746_4c8971574a_o.jpg,Apple,iPhone 11,4032,3024,JPEG,aa9bfa5f953da4c02282995f70178abef333ed185da1ec65774d5a02fe520042,SUCCESS,1197,train,YES,data/v2/smartphone_real/SMARTPHONE_799186.jpg,sha_ok
SMARTPHONE_129741,laionmobile/laion-mobile,129741,https://static.wixstatic.com/media/7a8a5b_61183aa40b2c4f5aa02bd6e98d590df3~mv2_d_3024_4032_s_4_2.jpg,Apple,iPhone 7 Plus,4032,3024,JPEG,de58bcaa582ee5e305c4b7e4f88b35b98dd7bcea4aa4c47e6a6c5aea4ef9af47,SUCCESS,234,train,YES,data/v2/smartphone_real/SMARTPHONE_129741.jpg,sha_ok
SMARTPHONE_115695,laionmobile/laion-mobile,115695,https://thought-leader.com/wp-content/uploads/2021/09/Me-and-Captains-on-BB-1.jpg,Apple,"iPhone9,3",1600,1200,JPEG,dea02a9ec4e6942a5eb582bd631b2abb2e8d1b5f85f887928a801f8430ab29b3,SUCCESS,2963,train,YES,data/v2/smartphone_real/SMARTPHONE_115695.jpg,sha_ok
SMARTPHONE_492902,laionmobile/laion-mobile,492902,https://lotteweetwijn.nl/wp-content/uploads/2020/12/Amarone-2-1030x1030.jpg,Apple,iPhone XS,1030,1030,JPEG,cb3bd46ea54aaa0295b28141da3caf352211c95da424b57c349a5c93fdb9b324,SUCCESS,3159,train,YES,data/v2/smartphone_real/SMARTPHONE_492902.jpg,sha_ok
SMARTPHONE_285943,laionmobile/laion-mobile,285943,http://www.egawa-pumping.com/wp-content/uploads/img_6899-1.jpg,Apple,iPhone XR,1575,2100,JPEG,f6a25cdbf9d183ecec7f040c549e6402a9282d92968097df84378cc73c5dca2f,SUCCESS,240,train,YES,data/v2/smartphone_real/SMARTPHONE_285943.jpg,sha_ok
SMARTPHONE_577630,laionmobile/laion-mobile,577630,https://www.basketofblue.com/wp-content/uploads/2020/07/IMG_0177-scaled.jpg,Apple,iPhone 11,2560,2259,JPEG,ead5869c7313719090ce8e52366dc55c11c914c653b11721c72d101277fd1bca,SUCCESS,1942,train,YES,data/v2/smartphone_real/SMARTPHONE_577630.jpg,sha_ok
SMARTPHONE_604792,laionmobile/laion-mobile,604792,https://static.wixstatic.com/media/c171a4_bbae72d4a780466fb3b1738e0d92d819~mv2_d_1772_1772_s_2.jpeg,Apple,iPhone 7 Plus,1772,1772,JPEG,91405c60388aea89ad5b6eabc130a4e7a78b2c8c88485ca38631923bb043741c,SUCCESS,349,train,YES,data/v2/smartphone_real/SMARTPHONE_604792.jpg,sha_ok
SMARTPHONE_917420,laionmobile/laion-mobile,917420,https://images.squarespace-cdn.com/content/v1/540d5988e4b06b4ddebe5e36/1555487187505-1ZCBY11DQ5T28LQWSEHI/ke17ZwdGBToddI8pDm48kHz5UZC85VucwKOgCshyOkh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z4YTzHvnKhyp6Da-NYroOW3ZGjoBKy3azqku80C789l0ro8siOxa7KOjEXaZRk24Q4lkESfJ0EkiQx-y6zHVvzV4REBTRzDa13dspwAAsMgaA/AB0B2F11-6874-4F0C-A8A4-CAE1128F7F20.JPG,Apple,iPhone X,2500,2498,WEBP,df9a87623f4a757ef6ec5be5f0a297736c94c4532f6273f5fcc5e0473947d4f9,SUCCESS,1126,train,YES,data/v2/smartphone_real/SMARTPHONE_917420.webp,sha_mismatch_vs_metadata
SMARTPHONE_859412,laionmobile/laion-mobile,859412,https://cdn-ak.f.st-hatena.com/images/fotolife/h/hamadakoichi/20140621/20140621214639.jpg,Apple,iPhone 5,2400,1800,JPEG,3ce69aa332d7805f5dcc0088c7a1b772dfd187d0945d9966771261e550fefbba,SUCCESS,288,train,YES,data/v2/smartphone_real/SMARTPHONE_859412.jpg,sha_ok
SMARTPHONE_746901,laionmobile/laion-mobile,746901,https://itipdroomblog.files.wordpress.com/2021/07/img_0475.jpeg,Apple,iPhone 11 Pro,2223,3270,JPEG,9dd32e64bb58707f9458323688ef20d27a4a36573ad45a183b0f26980260c247,SUCCESS,264,train,YES,data/v2/smartphone_real/SMARTPHONE_746901.jpg,sha_ok
SMARTPHONE_611691,laionmobile/laion-mobile,611691,https://www.vacaymood.de/wp-content/uploads/2021/03/reiseziele_costa-rica-lost-iguana-dschungel.jpg,Apple,iPhone 11 Pro Max,1058,1411,JPEG,328232c0fc0490e16f840feb3d80592eaf0af216037e2a9b40a2909d1f2f7baa,SUCCESS,2489,train,YES,data/v2/smartphone_real/SMARTPHONE_611691.jpg,sha_ok
SMARTPHONE_653578,laionmobile/laion-mobile,653578,https://bibliobookish.files.wordpress.com/2018/02/homage-to-daniel-shays.jpg,Apple,iPhone 6,2298,3170,JPEG,4f6b528e21b85c08b9811429ccb2909ab6e9e9502bea39b952afd6a11094013f,SUCCESS,1484,train,YES,data/v2/smartphone_real/SMARTPHONE_653578.jpg,sha_ok
SMARTPHONE_767619,laionmobile/laion-mobile,767619,http://cdn.photos.sparkplatform.com/lou/20190501175513767779000000-o.jpg,Apple,iPhone XS,3000,2250,JPEG,2445292d40462b3d7bc5986d53bf51fcb883f661ee55581264cc11d790ff987c,SUCCESS,566,train,YES,data/v2/smartphone_real/SMARTPHONE_767619.jpg,sha_ok
SMARTPHONE_55599,laionmobile/laion-mobile,55599,http://photos.mredllc.com/photos/property/066/10458066_13.jpg,Apple,iPhone 11,1440,1080,JPEG,18b0acec5f4717eec8242e9be6640620c336516a58c06c4a4fd4ecf456f70f73,SUCCESS,1896,train,YES,data/v2/smartphone_real/SMARTPHONE_55599.jpg,sha_ok
SMARTPHONE_359456,laionmobile/laion-mobile,359456,https://dasfliegendeklassenzimmer.org/wp-content/uploads/Wanderung-calanques-4.jpg,Apple,iPhone 5s,1200,1600,JPEG,488ee9137cd9a27ddf7c67ba9c6f30cb8ed03f345cdc6911d33d8d43b05e5904,SUCCESS,1889,train,YES,data/v2/smartphone_real/SMARTPHONE_359456.jpg,sha_ok
SMARTPHONE_426875,laionmobile/laion-mobile,426875,https://static.wixstatic.com/media/8ed1df_747de98a2e5b4da4b5ddc6c87f1c4547.jpg,Apple,iPhone 4S,6560,2362,JPEG,24a94b95529f19b54659cd08c43f4d6988be444a3d2eae37e5cbdb9956a51d82,SUCCESS,1993,train,YES,data/v2/smartphone_real/SMARTPHONE_426875.jpg,sha_ok
SMARTPHONE_389771,laionmobile/laion-mobile,389771,https://iriteser.de/wp-content/uploads/Korres-Duschgel-Basil-Lemon-und-Ginger-Lime.jpeg,Apple,iPhone 11,1200,1600,JPEG,d1b3973494a4c9d740f3cf08f56fe8ccd8d98d79e9458f4f4af12cab4c1bbb82,SUCCESS,67,train,YES,data/v2/smartphone_real/SMARTPHONE_389771.jpg,sha_ok
SMARTPHONE_451283,laionmobile/laion-mobile,451283,https://momeefriendsli.files.wordpress.com/2015/12/grinch-cookies.jpg,Apple,iPhone 5c,3264,2448,JPEG,cacab3e10fb2845b626d43d7a548b7f7d4c8b7ab6ac20a12f8dae57015a60a1e,SUCCESS,319,train,YES,data/v2/smartphone_real/SMARTPHONE_451283.jpg,sha_ok
SMARTPHONE_236090,laionmobile/laion-mobile,236090,https://sozialestadt-nauen.de/wp-content/uploads/sites/101/2019/10/190917_Ergebnisse-BBeEAusschuss-e1570617684609.jpg,Apple,iPhone SE,1920,1440,JPEG,0997add3fa621f9dc962105261f94d19663362a682d25b39d578ee5fb6b3fc70,SUCCESS,1934,train,YES,data/v2/smartphone_real/SMARTPHONE_236090.jpg,sha_ok
SMARTPHONE_815958,laionmobile/laion-mobile,815958,https://runrunes.org/wp-content/uploads/2019/10/cicpc_moto.jpg,Apple,iPhone 4,1920,1080,JPEG,e21ff965e46f5715b2fdb507ca0d078988f0aabda783b5d25f871e26fb23d124,SUCCESS,1743,train,YES,data/v2/smartphone_real/SMARTPHONE_815958.jpg,sha_ok
SMARTPHONE_709843,laionmobile/laion-mobile,709843,http://cdn.photos.sparkplatform.com/chs/20190131161453014744000000-o.jpg,Apple,iPhone 6s,3000,2250,JPEG,7b896aef655708223d0163011d65fa9f05c7edee78ddc4e53001310a2b9efb45,SUCCESS,238,train,YES,data/v2/smartphone_real/SMARTPHONE_709843.jpg,sha_ok
SMARTPHONE_505418,laionmobile/laion-mobile,505418,https://cdn.photos.sparkplatform.com/vbr/20200511122904560001000000-o.jpg,Apple,iPhone 11 Pro Max,1500,1124,JPEG,22f0518f506e8bc8343515df578f03ca2602544d0d7ddbc4f5d81266b1ff5e71,SUCCESS,991,train,YES,data/v2/smartphone_real/SMARTPHONE_505418.jpg,sha_ok
SMARTPHONE_81100,laionmobile/laion-mobile,81100,https://bt-photos.global.ssl.fastly.net/brightmls/orig_boomver_1_304576497107-1.jpg,Apple,iPhone 11,1030,1080,JPEG,4bddb32bac3fd585569a9c162e95aa75acd6574811f6b537d849ecd0842d18d8,SUCCESS,416,train,YES,data/v2/smartphone_real/SMARTPHONE_81100.jpg,sha_ok
