source_image_id,source_path,split,true_label,generator,condition,severity,output_path,width,height,mode,output_format,transform_parameters
pilot_002318,data/processed/controlled_v1/images/Real/pilot_002318.jpg,known_test,0,Real,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002318.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002318,data/processed/controlled_v1/images/Real/pilot_002318.jpg,known_test,0,Real,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002318.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002318,data/processed/controlled_v1/images/Real/pilot_002318.jpg,known_test,0,Real,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002318.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002318,data/processed/controlled_v1/images/Real/pilot_002318.jpg,known_test,0,Real,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002318.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002325,data/processed/controlled_v1/images/ADM/pilot_002325.jpg,known_test,1,ADM,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002325.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002325,data/processed/controlled_v1/images/ADM/pilot_002325.jpg,known_test,1,ADM,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002325.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002325,data/processed/controlled_v1/images/ADM/pilot_002325.jpg,known_test,1,ADM,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002325.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002325,data/processed/controlled_v1/images/ADM/pilot_002325.jpg,known_test,1,ADM,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002325.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002325,data/processed/controlled_v1/images/ADM/pilot_002325.jpg,known_test,1,ADM,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002325.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002325,data/processed/controlled_v1/images/ADM/pilot_002325.jpg,known_test,1,ADM,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002325.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002325,data/processed/controlled_v1/images/ADM/pilot_002325.jpg,known_test,1,ADM,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002325.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002325,data/processed/controlled_v1/images/ADM/pilot_002325.jpg,known_test,1,ADM,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002325.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002326,data/processed/controlled_v1/images/Real/pilot_002326.jpg,known_test,0,Real,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002326.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002326,data/processed/controlled_v1/images/Real/pilot_002326.jpg,known_test,0,Real,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002326.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002326,data/processed/controlled_v1/images/Real/pilot_002326.jpg,known_test,0,Real,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002326.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002326,data/processed/controlled_v1/images/Real/pilot_002326.jpg,known_test,0,Real,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002326.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002326,data/processed/controlled_v1/images/Real/pilot_002326.jpg,known_test,0,Real,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002326.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002326,data/processed/controlled_v1/images/Real/pilot_002326.jpg,known_test,0,Real,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002326.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002326,data/processed/controlled_v1/images/Real/pilot_002326.jpg,known_test,0,Real,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002326.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002326,data/processed/controlled_v1/images/Real/pilot_002326.jpg,known_test,0,Real,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002326.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002327,data/processed/controlled_v1/images/BigGAN/pilot_002327.jpg,known_test,1,BigGAN,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002327.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002327,data/processed/controlled_v1/images/BigGAN/pilot_002327.jpg,known_test,1,BigGAN,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002327.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002327,data/processed/controlled_v1/images/BigGAN/pilot_002327.jpg,known_test,1,BigGAN,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002327.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002327,data/processed/controlled_v1/images/BigGAN/pilot_002327.jpg,known_test,1,BigGAN,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002327.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002327,data/processed/controlled_v1/images/BigGAN/pilot_002327.jpg,known_test,1,BigGAN,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002327.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002327,data/processed/controlled_v1/images/BigGAN/pilot_002327.jpg,known_test,1,BigGAN,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002327.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002327,data/processed/controlled_v1/images/BigGAN/pilot_002327.jpg,known_test,1,BigGAN,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002327.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002327,data/processed/controlled_v1/images/BigGAN/pilot_002327.jpg,known_test,1,BigGAN,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002327.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002329,data/processed/controlled_v1/images/GLIDE/pilot_002329.jpg,known_test,1,GLIDE,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002329.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002329,data/processed/controlled_v1/images/GLIDE/pilot_002329.jpg,known_test,1,GLIDE,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002329.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002329,data/processed/controlled_v1/images/GLIDE/pilot_002329.jpg,known_test,1,GLIDE,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002329.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002329,data/processed/controlled_v1/images/GLIDE/pilot_002329.jpg,known_test,1,GLIDE,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002329.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002329,data/processed/controlled_v1/images/GLIDE/pilot_002329.jpg,known_test,1,GLIDE,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002329.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002329,data/processed/controlled_v1/images/GLIDE/pilot_002329.jpg,known_test,1,GLIDE,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002329.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002329,data/processed/controlled_v1/images/GLIDE/pilot_002329.jpg,known_test,1,GLIDE,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002329.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002329,data/processed/controlled_v1/images/GLIDE/pilot_002329.jpg,known_test,1,GLIDE,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002329.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002333,data/processed/controlled_v1/images/SD15/pilot_002333.jpg,known_test,1,SD15,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002333.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002333,data/processed/controlled_v1/images/SD15/pilot_002333.jpg,known_test,1,SD15,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002333.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002333,data/processed/controlled_v1/images/SD15/pilot_002333.jpg,known_test,1,SD15,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002333.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002333,data/processed/controlled_v1/images/SD15/pilot_002333.jpg,known_test,1,SD15,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002333.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002333,data/processed/controlled_v1/images/SD15/pilot_002333.jpg,known_test,1,SD15,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002333.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002333,data/processed/controlled_v1/images/SD15/pilot_002333.jpg,known_test,1,SD15,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002333.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002333,data/processed/controlled_v1/images/SD15/pilot_002333.jpg,known_test,1,SD15,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002333.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002333,data/processed/controlled_v1/images/SD15/pilot_002333.jpg,known_test,1,SD15,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002333.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002338,data/processed/controlled_v1/images/Real/pilot_002338.jpg,known_test,0,Real,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002338.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002338,data/processed/controlled_v1/images/Real/pilot_002338.jpg,known_test,0,Real,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002338.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002338,data/processed/controlled_v1/images/Real/pilot_002338.jpg,known_test,0,Real,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002338.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002338,data/processed/controlled_v1/images/Real/pilot_002338.jpg,known_test,0,Real,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002338.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002338,data/processed/controlled_v1/images/Real/pilot_002338.jpg,known_test,0,Real,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002338.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002338,data/processed/controlled_v1/images/Real/pilot_002338.jpg,known_test,0,Real,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002338.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002338,data/processed/controlled_v1/images/Real/pilot_002338.jpg,known_test,0,Real,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002338.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002338,data/processed/controlled_v1/images/Real/pilot_002338.jpg,known_test,0,Real,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002338.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002340,data/processed/controlled_v1/images/Real/pilot_002340.jpg,known_test,0,Real,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002340.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002340,data/processed/controlled_v1/images/Real/pilot_002340.jpg,known_test,0,Real,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002340.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002340,data/processed/controlled_v1/images/Real/pilot_002340.jpg,known_test,0,Real,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002340.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002340,data/processed/controlled_v1/images/Real/pilot_002340.jpg,known_test,0,Real,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002340.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002340,data/processed/controlled_v1/images/Real/pilot_002340.jpg,known_test,0,Real,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002340.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002340,data/processed/controlled_v1/images/Real/pilot_002340.jpg,known_test,0,Real,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002340.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002340,data/processed/controlled_v1/images/Real/pilot_002340.jpg,known_test,0,Real,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002340.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002340,data/processed/controlled_v1/images/Real/pilot_002340.jpg,known_test,0,Real,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002340.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002354,data/processed/controlled_v1/images/Real/pilot_002354.jpg,known_test,0,Real,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002354.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002354,data/processed/controlled_v1/images/Real/pilot_002354.jpg,known_test,0,Real,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002354.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002354,data/processed/controlled_v1/images/Real/pilot_002354.jpg,known_test,0,Real,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002354.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002354,data/processed/controlled_v1/images/Real/pilot_002354.jpg,known_test,0,Real,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002354.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002354,data/processed/controlled_v1/images/Real/pilot_002354.jpg,known_test,0,Real,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002354.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002354,data/processed/controlled_v1/images/Real/pilot_002354.jpg,known_test,0,Real,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002354.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002354,data/processed/controlled_v1/images/Real/pilot_002354.jpg,known_test,0,Real,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002354.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002354,data/processed/controlled_v1/images/Real/pilot_002354.jpg,known_test,0,Real,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002354.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002367,data/processed/controlled_v1/images/ADM/pilot_002367.jpg,known_test,1,ADM,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002367.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002367,data/processed/controlled_v1/images/ADM/pilot_002367.jpg,known_test,1,ADM,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002367.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002367,data/processed/controlled_v1/images/ADM/pilot_002367.jpg,known_test,1,ADM,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002367.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002367,data/processed/controlled_v1/images/ADM/pilot_002367.jpg,known_test,1,ADM,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002367.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002367,data/processed/controlled_v1/images/ADM/pilot_002367.jpg,known_test,1,ADM,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002367.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002367,data/processed/controlled_v1/images/ADM/pilot_002367.jpg,known_test,1,ADM,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002367.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002367,data/processed/controlled_v1/images/ADM/pilot_002367.jpg,known_test,1,ADM,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002367.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002367,data/processed/controlled_v1/images/ADM/pilot_002367.jpg,known_test,1,ADM,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002367.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002369,data/processed/controlled_v1/images/BigGAN/pilot_002369.jpg,known_test,1,BigGAN,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002369.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002369,data/processed/controlled_v1/images/BigGAN/pilot_002369.jpg,known_test,1,BigGAN,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002369.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002369,data/processed/controlled_v1/images/BigGAN/pilot_002369.jpg,known_test,1,BigGAN,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002369.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002369,data/processed/controlled_v1/images/BigGAN/pilot_002369.jpg,known_test,1,BigGAN,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002369.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002369,data/processed/controlled_v1/images/BigGAN/pilot_002369.jpg,known_test,1,BigGAN,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002369.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002369,data/processed/controlled_v1/images/BigGAN/pilot_002369.jpg,known_test,1,BigGAN,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002369.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002369,data/processed/controlled_v1/images/BigGAN/pilot_002369.jpg,known_test,1,BigGAN,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002369.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002369,data/processed/controlled_v1/images/BigGAN/pilot_002369.jpg,known_test,1,BigGAN,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002369.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002371,data/processed/controlled_v1/images/GLIDE/pilot_002371.jpg,known_test,1,GLIDE,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002371.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002371,data/processed/controlled_v1/images/GLIDE/pilot_002371.jpg,known_test,1,GLIDE,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002371.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002371,data/processed/controlled_v1/images/GLIDE/pilot_002371.jpg,known_test,1,GLIDE,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002371.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002371,data/processed/controlled_v1/images/GLIDE/pilot_002371.jpg,known_test,1,GLIDE,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002371.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002371,data/processed/controlled_v1/images/GLIDE/pilot_002371.jpg,known_test,1,GLIDE,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002371.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002371,data/processed/controlled_v1/images/GLIDE/pilot_002371.jpg,known_test,1,GLIDE,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002371.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002371,data/processed/controlled_v1/images/GLIDE/pilot_002371.jpg,known_test,1,GLIDE,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002371.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002371,data/processed/controlled_v1/images/GLIDE/pilot_002371.jpg,known_test,1,GLIDE,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002371.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002375,data/processed/controlled_v1/images/SD15/pilot_002375.jpg,known_test,1,SD15,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002375.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002375,data/processed/controlled_v1/images/SD15/pilot_002375.jpg,known_test,1,SD15,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002375.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002375,data/processed/controlled_v1/images/SD15/pilot_002375.jpg,known_test,1,SD15,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002375.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002375,data/processed/controlled_v1/images/SD15/pilot_002375.jpg,known_test,1,SD15,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002375.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002375,data/processed/controlled_v1/images/SD15/pilot_002375.jpg,known_test,1,SD15,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002375.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002375,data/processed/controlled_v1/images/SD15/pilot_002375.jpg,known_test,1,SD15,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002375.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
pilot_002375,data/processed/controlled_v1/images/SD15/pilot_002375.jpg,known_test,1,SD15,resize_112,strong,data/processed/robustness_v1/known_test/resize_112/pilot_002375.png,224,224,RGB,PNG,"{""downsample_to"": 112, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002375,data/processed/controlled_v1/images/SD15/pilot_002375.jpg,known_test,1,SD15,resize_160,mild,data/processed/robustness_v1/known_test/resize_160/pilot_002375.png,224,224,RGB,PNG,"{""downsample_to"": 160, ""resample"": ""LANCZOS"", ""restore_to"": 224}"
pilot_002395,data/processed/controlled_v1/images/ADM/pilot_002395.jpg,known_test,1,ADM,blur_sigma1,mild,data/processed/robustness_v1/known_test/blur_sigma1/pilot_002395.png,224,224,RGB,PNG,"{""sigma"": 1.0}"
pilot_002395,data/processed/controlled_v1/images/ADM/pilot_002395.jpg,known_test,1,ADM,blur_sigma2,strong,data/processed/robustness_v1/known_test/blur_sigma2/pilot_002395.png,224,224,RGB,PNG,"{""sigma"": 2.0}"
pilot_002395,data/processed/controlled_v1/images/ADM/pilot_002395.jpg,known_test,1,ADM,crop_75,strong,data/processed/robustness_v1/known_test/crop_75/pilot_002395.png,224,224,RGB,PNG,"{""crop_size"": 168, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.75}"
pilot_002395,data/processed/controlled_v1/images/ADM/pilot_002395.jpg,known_test,1,ADM,crop_90,mild,data/processed/robustness_v1/known_test/crop_90/pilot_002395.png,224,224,RGB,PNG,"{""crop_size"": 202, ""resample"": ""LANCZOS"", ""resize_to"": 224, ""retain_fraction"": 0.9}"
pilot_002395,data/processed/controlled_v1/images/ADM/pilot_002395.jpg,known_test,1,ADM,jpeg_q50,strong,data/processed/robustness_v1/known_test/jpeg_q50/pilot_002395.jpg,224,224,RGB,JPEG,"{""quality"": 50}"
pilot_002395,data/processed/controlled_v1/images/ADM/pilot_002395.jpg,known_test,1,ADM,jpeg_q75,mild,data/processed/robustness_v1/known_test/jpeg_q75/pilot_002395.jpg,224,224,RGB,JPEG,"{""quality"": 75}"
