image_id,path,label,generator,generator_id,original_dataset,original_split,original_filename,shard,file_size
pilot_000567,data/raw/tiny-genimage/images/Midjourney/119_midjourney_5.png,1,Midjourney,4,Tiny-GenImage,train,119_midjourney_5.png,data/train-00000-of-00014.parquet,1482665
pilot_000568,data/raw/tiny-genimage/images/Real/n01608432_42863.JPEG,0,Real,0,Tiny-GenImage,train,n01608432_42863.JPEG,data/train-00000-of-00014.parquet,44791
pilot_000569,data/raw/tiny-genimage/images/SD15/020_sdv5_00132.png,1,SD15,6,Tiny-GenImage,train,020_sdv5_00132.png,data/train-00000-of-00014.parquet,385637
pilot_000570,data/raw/tiny-genimage/images/Real/n01534433_6927.JPEG,0,Real,0,Tiny-GenImage,train,n01534433_6927.JPEG,data/train-00000-of-00014.parquet,97602
pilot_000571,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_023_vqdm_00105.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_023_vqdm_00105.png,data/train-00000-of-00014.parquet,123702
pilot_000572,data/raw/tiny-genimage/images/Real/n01630670_6093.JPEG,0,Real,0,Tiny-GenImage,train,n01630670_6093.JPEG,data/train-00000-of-00014.parquet,127808
pilot_000573,data/raw/tiny-genimage/images/Wukong/119_wukong_image87.png,1,Wukong,8,Tiny-GenImage,train,119_wukong_image87.png,data/train-00000-of-00014.parquet,484916
pilot_000574,data/raw/tiny-genimage/images/Real/n01592084_4733.JPEG,0,Real,0,Tiny-GenImage,train,n01592084_4733.JPEG,data/train-00000-of-00014.parquet,131692
pilot_000575,data/raw/tiny-genimage/images/ADM/116_adm_59.PNG,1,ADM,1,Tiny-GenImage,train,116_adm_59.PNG,data/train-00000-of-00014.parquet,180670
pilot_000576,data/raw/tiny-genimage/images/Real/n01622779_5489.JPEG,0,Real,0,Tiny-GenImage,train,n01622779_5489.JPEG,data/train-00000-of-00014.parquet,162887
pilot_000577,data/raw/tiny-genimage/images/BigGAN/022_biggan_00048.png,1,BigGAN,2,Tiny-GenImage,train,022_biggan_00048.png,data/train-00000-of-00014.parquet,17902
pilot_000578,data/raw/tiny-genimage/images/Real/n01608432_8207.JPEG,0,Real,0,Tiny-GenImage,train,n01608432_8207.JPEG,data/train-00000-of-00014.parquet,31557
pilot_000579,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_029_glide_00110.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_029_glide_00110.png,data/train-00000-of-00014.parquet,52051
pilot_000580,data/raw/tiny-genimage/images/Real/n01582220_716.JPEG,0,Real,0,Tiny-GenImage,train,n01582220_716.JPEG,data/train-00000-of-00014.parquet,107729
pilot_000581,data/raw/tiny-genimage/images/Midjourney/119_midjourney_71.png,1,Midjourney,4,Tiny-GenImage,train,119_midjourney_71.png,data/train-00000-of-00014.parquet,1530412
pilot_000582,data/raw/tiny-genimage/images/Real/n01608432_8329.JPEG,0,Real,0,Tiny-GenImage,train,n01608432_8329.JPEG,data/train-00000-of-00014.parquet,104109
pilot_000583,data/raw/tiny-genimage/images/SD15/020_sdv5_00165.png,1,SD15,6,Tiny-GenImage,train,020_sdv5_00165.png,data/train-00000-of-00014.parquet,425723
pilot_000584,data/raw/tiny-genimage/images/Real/n01558993_14609.JPEG,0,Real,0,Tiny-GenImage,train,n01558993_14609.JPEG,data/train-00000-of-00014.parquet,119402
pilot_000585,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_023_vqdm_00175.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_023_vqdm_00175.png,data/train-00000-of-00014.parquet,153268
pilot_000586,data/raw/tiny-genimage/images/Real/n01631663_7756.JPEG,0,Real,0,Tiny-GenImage,train,n01631663_7756.JPEG,data/train-00000-of-00014.parquet,271300
pilot_000587,data/raw/tiny-genimage/images/Wukong/11_wukong_image67.png,1,Wukong,8,Tiny-GenImage,train,11_wukong_image67.png,data/train-00000-of-00014.parquet,413700
pilot_000588,data/raw/tiny-genimage/images/Real/n01601694_923.JPEG,0,Real,0,Tiny-GenImage,train,n01601694_923.JPEG,data/train-00000-of-00014.parquet,153018
pilot_000589,data/raw/tiny-genimage/images/ADM/116_adm_76.PNG,1,ADM,1,Tiny-GenImage,train,116_adm_76.PNG,data/train-00000-of-00014.parquet,127812
pilot_000590,data/raw/tiny-genimage/images/Real/n01622779_7420.JPEG,0,Real,0,Tiny-GenImage,train,n01622779_7420.JPEG,data/train-00000-of-00014.parquet,200750
pilot_000591,data/raw/tiny-genimage/images/BigGAN/022_biggan_00169.png,1,BigGAN,2,Tiny-GenImage,train,022_biggan_00169.png,data/train-00000-of-00014.parquet,17490
pilot_000592,data/raw/tiny-genimage/images/Real/n01614925_10845.JPEG,0,Real,0,Tiny-GenImage,train,n01614925_10845.JPEG,data/train-00000-of-00014.parquet,68436
pilot_000593,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_030_glide_00096.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_030_glide_00096.png,data/train-00000-of-00014.parquet,104737
pilot_000594,data/raw/tiny-genimage/images/Real/n01592084_4265.JPEG,0,Real,0,Tiny-GenImage,train,n01592084_4265.JPEG,data/train-00000-of-00014.parquet,183350
pilot_000595,data/raw/tiny-genimage/images/Midjourney/11_midjourney_174.png,1,Midjourney,4,Tiny-GenImage,train,11_midjourney_174.png,data/train-00000-of-00014.parquet,702416
pilot_000596,data/raw/tiny-genimage/images/Real/n01614925_15508.JPEG,0,Real,0,Tiny-GenImage,train,n01614925_15508.JPEG,data/train-00000-of-00014.parquet,126272
pilot_000597,data/raw/tiny-genimage/images/SD15/021_sdv5_00053.png,1,SD15,6,Tiny-GenImage,train,021_sdv5_00053.png,data/train-00000-of-00014.parquet,260626
pilot_000598,data/raw/tiny-genimage/images/Real/n01558993_3566.JPEG,0,Real,0,Tiny-GenImage,train,n01558993_3566.JPEG,data/train-00000-of-00014.parquet,134877
pilot_000599,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_024_vqdm_00105.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_024_vqdm_00105.png,data/train-00000-of-00014.parquet,128864
pilot_000600,data/raw/tiny-genimage/images/Real/n01632777_14436.JPEG,0,Real,0,Tiny-GenImage,train,n01632777_14436.JPEG,data/train-00000-of-00014.parquet,11444
pilot_000601,data/raw/tiny-genimage/images/Wukong/11_wukong_image92.png,1,Wukong,8,Tiny-GenImage,train,11_wukong_image92.png,data/train-00000-of-00014.parquet,414993
pilot_000602,data/raw/tiny-genimage/images/Real/n01614925_5794.JPEG,0,Real,0,Tiny-GenImage,train,n01614925_5794.JPEG,data/train-00000-of-00014.parquet,109090
pilot_000603,data/raw/tiny-genimage/images/ADM/118_adm_137.PNG,1,ADM,1,Tiny-GenImage,train,118_adm_137.PNG,data/train-00000-of-00014.parquet,146542
pilot_000604,data/raw/tiny-genimage/images/Real/n01629819_20693.JPEG,0,Real,0,Tiny-GenImage,train,n01629819_20693.JPEG,data/train-00000-of-00014.parquet,178584
pilot_000605,data/raw/tiny-genimage/images/BigGAN/023_biggan_00031.png,1,BigGAN,2,Tiny-GenImage,train,023_biggan_00031.png,data/train-00000-of-00014.parquet,32267
pilot_000606,data/raw/tiny-genimage/images/Real/n01616318_1743.JPEG,0,Real,0,Tiny-GenImage,train,n01616318_1743.JPEG,data/train-00000-of-00014.parquet,116007
pilot_000607,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_031_glide_00095.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_031_glide_00095.png,data/train-00000-of-00014.parquet,62138
pilot_000608,data/raw/tiny-genimage/images/Real/n01601694_11099.JPEG,0,Real,0,Tiny-GenImage,train,n01601694_11099.JPEG,data/train-00000-of-00014.parquet,141599
pilot_000609,data/raw/tiny-genimage/images/Midjourney/11_midjourney_95.png,1,Midjourney,4,Tiny-GenImage,train,11_midjourney_95.png,data/train-00000-of-00014.parquet,1052512
pilot_000610,data/raw/tiny-genimage/images/Real/n01614925_1620.JPEG,0,Real,0,Tiny-GenImage,train,n01614925_1620.JPEG,data/train-00000-of-00014.parquet,107864
pilot_000611,data/raw/tiny-genimage/images/SD15/021_sdv5_00196.png,1,SD15,6,Tiny-GenImage,train,021_sdv5_00196.png,data/train-00000-of-00014.parquet,337717
pilot_000612,data/raw/tiny-genimage/images/Real/n01558993_6447.JPEG,0,Real,0,Tiny-GenImage,train,n01558993_6447.JPEG,data/train-00000-of-00014.parquet,166776
pilot_000613,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_025_vqdm_00188.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_025_vqdm_00188.png,data/train-00000-of-00014.parquet,141256
pilot_000614,data/raw/tiny-genimage/images/Real/n01632777_14542.JPEG,0,Real,0,Tiny-GenImage,train,n01632777_14542.JPEG,data/train-00000-of-00014.parquet,170800
pilot_000615,data/raw/tiny-genimage/images/Wukong/120_wukong_image138.png,1,Wukong,8,Tiny-GenImage,train,120_wukong_image138.png,data/train-00000-of-00014.parquet,390242
pilot_000616,data/raw/tiny-genimage/images/Real/n01616318_6633.JPEG,0,Real,0,Tiny-GenImage,train,n01616318_6633.JPEG,data/train-00000-of-00014.parquet,165322
pilot_000617,data/raw/tiny-genimage/images/ADM/118_adm_15.PNG,1,ADM,1,Tiny-GenImage,train,118_adm_15.PNG,data/train-00000-of-00014.parquet,148951
pilot_000618,data/raw/tiny-genimage/images/Real/n01629819_2421.JPEG,0,Real,0,Tiny-GenImage,train,n01629819_2421.JPEG,data/train-00000-of-00014.parquet,78618
pilot_000619,data/raw/tiny-genimage/images/BigGAN/023_biggan_00044.png,1,BigGAN,2,Tiny-GenImage,train,023_biggan_00044.png,data/train-00000-of-00014.parquet,30679
pilot_000620,data/raw/tiny-genimage/images/Real/n01629819_9335.JPEG,0,Real,0,Tiny-GenImage,train,n01629819_9335.JPEG,data/train-00000-of-00014.parquet,240635
pilot_000621,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_031_glide_00148.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_031_glide_00148.png,data/train-00000-of-00014.parquet,83900
pilot_000622,data/raw/tiny-genimage/images/Real/n01601694_3230.JPEG,0,Real,0,Tiny-GenImage,train,n01601694_3230.JPEG,data/train-00000-of-00014.parquet,99675
pilot_000623,data/raw/tiny-genimage/images/Midjourney/120_midjourney_142.png,1,Midjourney,4,Tiny-GenImage,train,120_midjourney_142.png,data/train-00000-of-00014.parquet,1294022
pilot_000624,data/raw/tiny-genimage/images/Real/n01614925_5630.JPEG,0,Real,0,Tiny-GenImage,train,n01614925_5630.JPEG,data/train-00000-of-00014.parquet,38745
pilot_000625,data/raw/tiny-genimage/images/SD15/022_sdv5_00043.png,1,SD15,6,Tiny-GenImage,train,022_sdv5_00043.png,data/train-00000-of-00014.parquet,594901
pilot_000626,data/raw/tiny-genimage/images/Real/n01560419_2160.JPEG,0,Real,0,Tiny-GenImage,train,n01560419_2160.JPEG,data/train-00000-of-00014.parquet,83565
pilot_000627,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_026_vqdm_00054.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_026_vqdm_00054.png,data/train-00000-of-00014.parquet,85921
pilot_000628,data/raw/tiny-genimage/images/Real/n01632777_7123.JPEG,0,Real,0,Tiny-GenImage,train,n01632777_7123.JPEG,data/train-00000-of-00014.parquet,38295
pilot_000629,data/raw/tiny-genimage/images/Wukong/120_wukong_image150.png,1,Wukong,8,Tiny-GenImage,train,120_wukong_image150.png,data/train-00000-of-00014.parquet,451699
pilot_000630,data/raw/tiny-genimage/images/Real/n01622779_16253.JPEG,0,Real,0,Tiny-GenImage,train,n01622779_16253.JPEG,data/train-00000-of-00014.parquet,115060
pilot_000631,data/raw/tiny-genimage/images/ADM/118_adm_159.PNG,1,ADM,1,Tiny-GenImage,train,118_adm_159.PNG,data/train-00000-of-00014.parquet,168461
pilot_000632,data/raw/tiny-genimage/images/Real/n01630670_5417.JPEG,0,Real,0,Tiny-GenImage,train,n01630670_5417.JPEG,data/train-00000-of-00014.parquet,198429
pilot_000633,data/raw/tiny-genimage/images/BigGAN/023_biggan_00139.png,1,BigGAN,2,Tiny-GenImage,train,023_biggan_00139.png,data/train-00000-of-00014.parquet,22949
pilot_000634,data/raw/tiny-genimage/images/Real/n01630670_1507.JPEG,0,Real,0,Tiny-GenImage,train,n01630670_1507.JPEG,data/train-00000-of-00014.parquet,18889
pilot_000635,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_032_glide_00111.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_032_glide_00111.png,data/train-00000-of-00014.parquet,105962
pilot_000636,data/raw/tiny-genimage/images/Real/n01601694_8187.JPEG,0,Real,0,Tiny-GenImage,train,n01601694_8187.JPEG,data/train-00000-of-00014.parquet,53934
pilot_000637,data/raw/tiny-genimage/images/Midjourney/120_midjourney_67.png,1,Midjourney,4,Tiny-GenImage,train,120_midjourney_67.png,data/train-00000-of-00014.parquet,1200246
pilot_000638,data/raw/tiny-genimage/images/Real/n01616318_2761.JPEG,0,Real,0,Tiny-GenImage,train,n01616318_2761.JPEG,data/train-00000-of-00014.parquet,156547
pilot_000639,data/raw/tiny-genimage/images/SD15/022_sdv5_00062.png,1,SD15,6,Tiny-GenImage,train,022_sdv5_00062.png,data/train-00000-of-00014.parquet,380487
pilot_000640,data/raw/tiny-genimage/images/Real/n01560419_4809.JPEG,0,Real,0,Tiny-GenImage,train,n01560419_4809.JPEG,data/train-00000-of-00014.parquet,118037
pilot_000641,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_027_vqdm_00048.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_027_vqdm_00048.png,data/train-00000-of-00014.parquet,133151
pilot_000642,data/raw/tiny-genimage/images/Real/n01641577_6686.JPEG,0,Real,0,Tiny-GenImage,train,n01641577_6686.JPEG,data/train-00000-of-00014.parquet,86843
pilot_000643,data/raw/tiny-genimage/images/Wukong/120_wukong_image71.png,1,Wukong,8,Tiny-GenImage,train,120_wukong_image71.png,data/train-00000-of-00014.parquet,491209
pilot_000644,data/raw/tiny-genimage/images/Real/n01622779_1712.JPEG,0,Real,0,Tiny-GenImage,train,n01622779_1712.JPEG,data/train-00000-of-00014.parquet,113333
pilot_000645,data/raw/tiny-genimage/images/ADM/118_adm_55.PNG,1,ADM,1,Tiny-GenImage,train,118_adm_55.PNG,data/train-00000-of-00014.parquet,115901
pilot_000646,data/raw/tiny-genimage/images/Real/n01632458_11589.JPEG,0,Real,0,Tiny-GenImage,train,n01632458_11589.JPEG,data/train-00000-of-00014.parquet,109255
pilot_000647,data/raw/tiny-genimage/images/BigGAN/024_biggan_00179.png,1,BigGAN,2,Tiny-GenImage,train,024_biggan_00179.png,data/train-00000-of-00014.parquet,30780
pilot_000648,data/raw/tiny-genimage/images/Real/n01630670_6420.JPEG,0,Real,0,Tiny-GenImage,train,n01630670_6420.JPEG,data/train-00000-of-00014.parquet,29914
pilot_000649,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_032_glide_00184.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_032_glide_00184.png,data/train-00000-of-00014.parquet,86438
pilot_000650,data/raw/tiny-genimage/images/Real/n01601694_8693.JPEG,0,Real,0,Tiny-GenImage,train,n01601694_8693.JPEG,data/train-00000-of-00014.parquet,97941
pilot_000651,data/raw/tiny-genimage/images/Midjourney/121_midjourney_16.png,1,Midjourney,4,Tiny-GenImage,train,121_midjourney_16.png,data/train-00000-of-00014.parquet,1503228
pilot_000652,data/raw/tiny-genimage/images/Real/n01616318_3492.JPEG,0,Real,0,Tiny-GenImage,train,n01616318_3492.JPEG,data/train-00000-of-00014.parquet,119227
pilot_000653,data/raw/tiny-genimage/images/SD15/023_sdv5_00086.png,1,SD15,6,Tiny-GenImage,train,023_sdv5_00086.png,data/train-00000-of-00014.parquet,437645
pilot_000654,data/raw/tiny-genimage/images/Real/n01580077_15075.JPEG,0,Real,0,Tiny-GenImage,train,n01580077_15075.JPEG,data/train-00000-of-00014.parquet,95709
pilot_000655,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_027_vqdm_00076.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_027_vqdm_00076.png,data/train-00000-of-00014.parquet,111169
pilot_000656,data/raw/tiny-genimage/images/Real/n01644373_10937.JPEG,0,Real,0,Tiny-GenImage,train,n01644373_10937.JPEG,data/train-00000-of-00014.parquet,332938
pilot_000657,data/raw/tiny-genimage/images/Wukong/122_wukong_image31.png,1,Wukong,8,Tiny-GenImage,train,122_wukong_image31.png,data/train-00000-of-00014.parquet,467531
pilot_000658,data/raw/tiny-genimage/images/Real/n01622779_7400.JPEG,0,Real,0,Tiny-GenImage,train,n01622779_7400.JPEG,data/train-00000-of-00014.parquet,127319
pilot_000659,data/raw/tiny-genimage/images/ADM/119_adm_14.PNG,1,ADM,1,Tiny-GenImage,train,119_adm_14.PNG,data/train-00000-of-00014.parquet,186489
pilot_000660,data/raw/tiny-genimage/images/Real/n01632458_1470.JPEG,0,Real,0,Tiny-GenImage,train,n01632458_1470.JPEG,data/train-00000-of-00014.parquet,223758
pilot_000661,data/raw/tiny-genimage/images/BigGAN/025_biggan_00051.png,1,BigGAN,2,Tiny-GenImage,train,025_biggan_00051.png,data/train-00000-of-00014.parquet,31871
pilot_000662,data/raw/tiny-genimage/images/Real/n01631663_1866.JPEG,0,Real,0,Tiny-GenImage,train,n01631663_1866.JPEG,data/train-00000-of-00014.parquet,58923
pilot_000663,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_033_glide_00063.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_033_glide_00063.png,data/train-00000-of-00014.parquet,86750
pilot_000664,data/raw/tiny-genimage/images/Real/n01614925_20269.JPEG,0,Real,0,Tiny-GenImage,train,n01614925_20269.JPEG,data/train-00000-of-00014.parquet,102081
pilot_000665,data/raw/tiny-genimage/images/Midjourney/121_midjourney_48.png,1,Midjourney,4,Tiny-GenImage,train,121_midjourney_48.png,data/train-00000-of-00014.parquet,304726
pilot_000666,data/raw/tiny-genimage/images/Real/n01616318_56.JPEG,0,Real,0,Tiny-GenImage,train,n01616318_56.JPEG,data/train-00000-of-00014.parquet,64567
pilot_000667,data/raw/tiny-genimage/images/SD15/023_sdv5_00179.png,1,SD15,6,Tiny-GenImage,train,023_sdv5_00179.png,data/train-00000-of-00014.parquet,469135
pilot_000668,data/raw/tiny-genimage/images/Real/n01580077_3485.JPEG,0,Real,0,Tiny-GenImage,train,n01580077_3485.JPEG,data/train-00000-of-00014.parquet,160541
pilot_000669,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_027_vqdm_00107.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_027_vqdm_00107.png,data/train-00000-of-00014.parquet,170981
pilot_000670,data/raw/tiny-genimage/images/Real/n01644373_11524.JPEG,0,Real,0,Tiny-GenImage,train,n01644373_11524.JPEG,data/train-00000-of-00014.parquet,114129
pilot_000671,data/raw/tiny-genimage/images/Wukong/123_wukong_image76.png,1,Wukong,8,Tiny-GenImage,train,123_wukong_image76.png,data/train-00000-of-00014.parquet,494655
pilot_000672,data/raw/tiny-genimage/images/Real/n01630670_1039.JPEG,0,Real,0,Tiny-GenImage,train,n01630670_1039.JPEG,data/train-00000-of-00014.parquet,5482
pilot_000673,data/raw/tiny-genimage/images/ADM/119_adm_180.PNG,1,ADM,1,Tiny-GenImage,train,119_adm_180.PNG,data/train-00000-of-00014.parquet,176522
pilot_000674,data/raw/tiny-genimage/images/Real/n01632458_5742.JPEG,0,Real,0,Tiny-GenImage,train,n01632458_5742.JPEG,data/train-00000-of-00014.parquet,168095
pilot_000675,data/raw/tiny-genimage/images/BigGAN/025_biggan_00186.png,1,BigGAN,2,Tiny-GenImage,train,025_biggan_00186.png,data/train-00000-of-00014.parquet,36638
pilot_000676,data/raw/tiny-genimage/images/Real/n01632458_1384.JPEG,0,Real,0,Tiny-GenImage,train,n01632458_1384.JPEG,data/train-00000-of-00014.parquet,102745
pilot_000677,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_033_glide_00064.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_033_glide_00064.png,data/train-00000-of-00014.parquet,72357
pilot_000678,data/raw/tiny-genimage/images/Real/n01614925_3556.JPEG,0,Real,0,Tiny-GenImage,train,n01614925_3556.JPEG,data/train-00000-of-00014.parquet,186271
pilot_000679,data/raw/tiny-genimage/images/Midjourney/121_midjourney_87.png,1,Midjourney,4,Tiny-GenImage,train,121_midjourney_87.png,data/train-00000-of-00014.parquet,420007
pilot_000680,data/raw/tiny-genimage/images/Real/n01622779_2338.JPEG,0,Real,0,Tiny-GenImage,train,n01622779_2338.JPEG,data/train-00000-of-00014.parquet,138483
pilot_000681,data/raw/tiny-genimage/images/SD15/024_sdv5_00124.png,1,SD15,6,Tiny-GenImage,train,024_sdv5_00124.png,data/train-00000-of-00014.parquet,478204
pilot_000682,data/raw/tiny-genimage/images/Real/n01580077_6208.JPEG,0,Real,0,Tiny-GenImage,train,n01580077_6208.JPEG,data/train-00000-of-00014.parquet,197573
pilot_000683,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_027_vqdm_00126.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_027_vqdm_00126.png,data/train-00000-of-00014.parquet,150532
pilot_000684,data/raw/tiny-genimage/images/Real/n01644373_13466.JPEG,0,Real,0,Tiny-GenImage,train,n01644373_13466.JPEG,data/train-00000-of-00014.parquet,50352
pilot_000685,data/raw/tiny-genimage/images/Wukong/124_wukong_image51.png,1,Wukong,8,Tiny-GenImage,train,124_wukong_image51.png,data/train-00000-of-00014.parquet,481885
pilot_000686,data/raw/tiny-genimage/images/Real/n01630670_2632.JPEG,0,Real,0,Tiny-GenImage,train,n01630670_2632.JPEG,data/train-00000-of-00014.parquet,122442
pilot_000687,data/raw/tiny-genimage/images/ADM/119_adm_21.PNG,1,ADM,1,Tiny-GenImage,train,119_adm_21.PNG,data/train-00000-of-00014.parquet,122009
pilot_000688,data/raw/tiny-genimage/images/Real/n01632777_23600.JPEG,0,Real,0,Tiny-GenImage,train,n01632777_23600.JPEG,data/train-00000-of-00014.parquet,103155
pilot_000689,data/raw/tiny-genimage/images/BigGAN/026_biggan_00018.png,1,BigGAN,2,Tiny-GenImage,train,026_biggan_00018.png,data/train-00000-of-00014.parquet,39639
pilot_000690,data/raw/tiny-genimage/images/Real/n01632458_3384.JPEG,0,Real,0,Tiny-GenImage,train,n01632458_3384.JPEG,data/train-00000-of-00014.parquet,103373
pilot_000691,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_033_glide_00153.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_033_glide_00153.png,data/train-00000-of-00014.parquet,63236
pilot_000692,data/raw/tiny-genimage/images/Real/n01614925_43728.JPEG,0,Real,0,Tiny-GenImage,train,n01614925_43728.JPEG,data/train-00000-of-00014.parquet,59002
pilot_000693,data/raw/tiny-genimage/images/Midjourney/121_midjourney_91.png,1,Midjourney,4,Tiny-GenImage,train,121_midjourney_91.png,data/train-00000-of-00014.parquet,1112861
pilot_000694,data/raw/tiny-genimage/images/Real/n01622779_5655.JPEG,0,Real,0,Tiny-GenImage,train,n01622779_5655.JPEG,data/train-00000-of-00014.parquet,143538
pilot_000695,data/raw/tiny-genimage/images/SD15/024_sdv5_00132.png,1,SD15,6,Tiny-GenImage,train,024_sdv5_00132.png,data/train-00000-of-00014.parquet,458336
pilot_000696,data/raw/tiny-genimage/images/Real/n01582220_154.JPEG,0,Real,0,Tiny-GenImage,train,n01582220_154.JPEG,data/train-00000-of-00014.parquet,253628
pilot_000697,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_028_vqdm_00043.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_028_vqdm_00043.png,data/train-00000-of-00014.parquet,103895
pilot_000698,data/raw/tiny-genimage/images/Real/n01644373_6816.JPEG,0,Real,0,Tiny-GenImage,train,n01644373_6816.JPEG,data/train-00000-of-00014.parquet,106519
pilot_000699,data/raw/tiny-genimage/images/Wukong/125_wukong_image162.png,1,Wukong,8,Tiny-GenImage,train,125_wukong_image162.png,data/train-00000-of-00014.parquet,436177
pilot_000700,data/raw/tiny-genimage/images/Real/n01631663_1287.JPEG,0,Real,0,Tiny-GenImage,train,n01631663_1287.JPEG,data/train-00000-of-00014.parquet,193597
pilot_000701,data/raw/tiny-genimage/images/ADM/119_adm_5.PNG,1,ADM,1,Tiny-GenImage,train,119_adm_5.PNG,data/train-00000-of-00014.parquet,133807
pilot_000702,data/raw/tiny-genimage/images/Real/n01632777_3283.JPEG,0,Real,0,Tiny-GenImage,train,n01632777_3283.JPEG,data/train-00000-of-00014.parquet,64214
pilot_000703,data/raw/tiny-genimage/images/BigGAN/026_biggan_00070.png,1,BigGAN,2,Tiny-GenImage,train,026_biggan_00070.png,data/train-00000-of-00014.parquet,30242
pilot_000704,data/raw/tiny-genimage/images/Real/n01632777_903.JPEG,0,Real,0,Tiny-GenImage,train,n01632777_903.JPEG,data/train-00000-of-00014.parquet,122549
pilot_000705,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_034_glide_00072.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_034_glide_00072.png,data/train-00000-of-00014.parquet,76873
pilot_000706,data/raw/tiny-genimage/images/Real/n01616318_1175.JPEG,0,Real,0,Tiny-GenImage,train,n01616318_1175.JPEG,data/train-00000-of-00014.parquet,157826
pilot_000707,data/raw/tiny-genimage/images/Midjourney/122_midjourney_126.png,1,Midjourney,4,Tiny-GenImage,train,122_midjourney_126.png,data/train-00000-of-00014.parquet,848289
pilot_000708,data/raw/tiny-genimage/images/Real/n01629819_12441.JPEG,0,Real,0,Tiny-GenImage,train,n01629819_12441.JPEG,data/train-00000-of-00014.parquet,118987
pilot_000709,data/raw/tiny-genimage/images/SD15/025_sdv5_00064.png,1,SD15,6,Tiny-GenImage,train,025_sdv5_00064.png,data/train-00000-of-00014.parquet,426075
pilot_000710,data/raw/tiny-genimage/images/Real/n01592084_6276.JPEG,0,Real,0,Tiny-GenImage,train,n01592084_6276.JPEG,data/train-00000-of-00014.parquet,247236
pilot_000711,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_028_vqdm_00058.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_028_vqdm_00058.png,data/train-00000-of-00014.parquet,157062
pilot_000712,data/raw/tiny-genimage/images/Real/n01664065_1194.JPEG,0,Real,0,Tiny-GenImage,train,n01664065_1194.JPEG,data/train-00000-of-00014.parquet,56057
pilot_000713,data/raw/tiny-genimage/images/Wukong/125_wukong_image197.png,1,Wukong,8,Tiny-GenImage,train,125_wukong_image197.png,data/train-00000-of-00014.parquet,458547
pilot_000714,data/raw/tiny-genimage/images/Real/n01631663_3686.JPEG,0,Real,0,Tiny-GenImage,train,n01631663_3686.JPEG,data/train-00000-of-00014.parquet,219809
pilot_000715,data/raw/tiny-genimage/images/ADM/119_adm_9.PNG,1,ADM,1,Tiny-GenImage,train,119_adm_9.PNG,data/train-00000-of-00014.parquet,100594
pilot_000716,data/raw/tiny-genimage/images/Real/n01632777_4828.JPEG,0,Real,0,Tiny-GenImage,train,n01632777_4828.JPEG,data/train-00000-of-00014.parquet,111662
