image_id,path,label,generator,generator_id,original_dataset,original_split,original_filename,shard,file_size,exists,readable,format,format_magic,width,height,aspect_ratio,image_mode,channels,file_size_bytes,exact_sha256,issue
pilot_000365,data/raw/tiny-genimage/images/ADM/110_adm_66.PNG,1,ADM,1,Tiny-GenImage,train,110_adm_66.PNG,data/train-00000-of-00014.parquet,133903,True,True,PNG,PNG,256,256,1.0,RGBA,4,133903,cb3ece47092fb8ce0efe81519ce80dce9dcdaa69339474ba7fdbd3e6a84d85e2,unexpected_mode:RGBA
pilot_000366,data/raw/tiny-genimage/images/Real/n01560419_6340.JPEG,0,Real,0,Tiny-GenImage,train,n01560419_6340.JPEG,data/train-00000-of-00014.parquet,194567,True,True,JPEG,JPEG,755,575,1.313043,RGB,3,194567,8597c19ca4055ee97bb6dd934271b6a4b8fe5a72f36e29f3e75c3fbbf9029ac4,
pilot_000367,data/raw/tiny-genimage/images/BigGAN/012_biggan_00139.png,1,BigGAN,2,Tiny-GenImage,train,012_biggan_00139.png,data/train-00000-of-00014.parquet,33228,True,True,PNG,PNG,128,128,1.0,RGB,3,33228,34f4451f61ac78248590ac4ab7ec55ea49aa5ded672b1840de825b9855b2483d,
pilot_000368,data/raw/tiny-genimage/images/Real/n01537544_1792.JPEG,0,Real,0,Tiny-GenImage,train,n01537544_1792.JPEG,data/train-00000-of-00014.parquet,132319,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,132319,922bddac94fd47b16c9c6d337cfa9008cbff43b4129525abf4510160a42e37ca,
pilot_000369,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_020_glide_00057.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_020_glide_00057.png,data/train-00000-of-00014.parquet,56358,True,True,PNG,PNG,256,256,1.0,RGB,3,56358,8c002549cef01aa4fabe4650c5635208f0f90d341cd618b75001c2384b9e20a0,
pilot_000370,data/raw/tiny-genimage/images/Real/n01532829_1189.JPEG,0,Real,0,Tiny-GenImage,train,n01532829_1189.JPEG,data/train-00000-of-00014.parquet,157319,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,157319,7a52413a424690cf38cb7371f3db34e3075ba34ce3497237d4ccb1b6cadbefe4,
pilot_000371,data/raw/tiny-genimage/images/Midjourney/114_midjourney_32.png,1,Midjourney,4,Tiny-GenImage,train,114_midjourney_32.png,data/train-00000-of-00014.parquet,1590597,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1590597,b5a453f60811d3fcfd10d18c7ed5b35bc2cb00ad3e2d9ee1b575fd142cfa03af,
pilot_000372,data/raw/tiny-genimage/images/Real/n01531178_3446.JPEG,0,Real,0,Tiny-GenImage,train,n01531178_3446.JPEG,data/train-00000-of-00014.parquet,136518,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,136518,eac42fdf5d7c997211540b8136b7328dea1286ce3a7e7c0bd3261d450202e4ab,
pilot_000373,data/raw/tiny-genimage/images/SD15/014_sdv5_00186.png,1,SD15,6,Tiny-GenImage,train,014_sdv5_00186.png,data/train-00000-of-00014.parquet,453169,True,True,PNG,PNG,512,512,1.0,RGB,3,453169,ce3238cac6224dd6d83e0b4b454ee3d7c4ffcae52a062da8fa1826cec92070c4,
pilot_000374,data/raw/tiny-genimage/images/Real/n01514668_21181.JPEG,0,Real,0,Tiny-GenImage,train,n01514668_21181.JPEG,data/train-00000-of-00014.parquet,179589,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,179589,f7c41c7f9987e95237e693118ae640e6d8afcd66c00663e407fde6e215b4c503,
pilot_000375,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_015_vqdm_00183.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_015_vqdm_00183.png,data/train-00000-of-00014.parquet,110201,True,True,PNG,PNG,256,256,1.0,RGB,3,110201,cf9cc4b79e9ed7ff803a6a1c8f1563ecbacfba6291568bd0d041dcdb5bbfc088,
pilot_000376,data/raw/tiny-genimage/images/Real/n01582220_4147.JPEG,0,Real,0,Tiny-GenImage,train,n01582220_4147.JPEG,data/train-00000-of-00014.parquet,202399,True,True,JPEG,JPEG,500,377,1.32626,RGB,3,202399,641926f56db2e9af98f67354108b7f2cad825951a283d4c25b1c95d3ac320e80,
pilot_000377,data/raw/tiny-genimage/images/Wukong/114_wukong_image147.png,1,Wukong,8,Tiny-GenImage,train,114_wukong_image147.png,data/train-00000-of-00014.parquet,445335,True,True,PNG,PNG,512,512,1.0,RGB,3,445335,102688b9e8f940b62680943855d852b9d19d6a7701f8bfe7c531aba2c261c2fb,
pilot_000378,data/raw/tiny-genimage/images/Real/n01537544_4560.JPEG,0,Real,0,Tiny-GenImage,train,n01537544_4560.JPEG,data/train-00000-of-00014.parquet,258981,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,258981,2fec1a12fadf78aef8246b4679ccba67d21f8847ceddafd6d33826704b596859,
pilot_000379,data/raw/tiny-genimage/images/ADM/111_adm_126.PNG,1,ADM,1,Tiny-GenImage,train,111_adm_126.PNG,data/train-00000-of-00014.parquet,56686,True,True,PNG,PNG,256,256,1.0,RGBA,4,56686,aee6b38616aafd68577a45367a6ea1c3f6de52eb4ba68ffea515625ccd8a5a4c,unexpected_mode:RGBA
pilot_000380,data/raw/tiny-genimage/images/Real/n01580077_11533.JPEG,0,Real,0,Tiny-GenImage,train,n01580077_11533.JPEG,data/train-00000-of-00014.parquet,95907,True,True,JPEG,JPEG,500,334,1.497006,RGB,3,95907,229cd42156e2a49febc7936270cfec4c146d57767c83a496a9e127cc3c03d372,
pilot_000381,data/raw/tiny-genimage/images/BigGAN/014_biggan_00055.png,1,BigGAN,2,Tiny-GenImage,train,014_biggan_00055.png,data/train-00000-of-00014.parquet,21915,True,True,PNG,PNG,128,128,1.0,RGB,3,21915,05fbcd842aac51af90dfa480ee9881d41d08c8b8599320a4c9bb883489b0a3e6,
pilot_000382,data/raw/tiny-genimage/images/Real/n01537544_3528.JPEG,0,Real,0,Tiny-GenImage,train,n01537544_3528.JPEG,data/train-00000-of-00014.parquet,139696,True,True,JPEG,JPEG,367,500,0.734,RGB,3,139696,f0e6469c8da28e97b36068478a49d1614929141eeb13af5b5b7811e8490e1c4e,
pilot_000383,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_021_glide_00102.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_021_glide_00102.png,data/train-00000-of-00014.parquet,41490,True,True,PNG,PNG,256,256,1.0,RGB,3,41490,b5651dd80175d927439a754abe18de9dbc2251ac88b81224c6bf5e6ff383e291,
pilot_000384,data/raw/tiny-genimage/images/Real/n01532829_2326.JPEG,0,Real,0,Tiny-GenImage,train,n01532829_2326.JPEG,data/train-00000-of-00014.parquet,134568,True,True,JPEG,JPEG,500,470,1.06383,RGB,3,134568,ccbfb4f5ed9892f04d97bab8ab923318dbb1344ae554e21b1f64a9e17205ca2b,
pilot_000385,data/raw/tiny-genimage/images/Midjourney/115_midjourney_167.png,1,Midjourney,4,Tiny-GenImage,train,115_midjourney_167.png,data/train-00000-of-00014.parquet,1190968,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1190968,800b45fcbc7bf75e0673588c58fc5bb49c920008d3213ca1d8055be43c6ab6b9,
pilot_000386,data/raw/tiny-genimage/images/Real/n01531178_7416.JPEG,0,Real,0,Tiny-GenImage,train,n01531178_7416.JPEG,data/train-00000-of-00014.parquet,102764,True,True,JPEG,JPEG,400,500,0.8,RGB,3,102764,8389f65cbf07aa6859376e3cf5e1602ca6398c4d6ab66121b57c42edaacd72fe,
pilot_000387,data/raw/tiny-genimage/images/SD15/015_sdv5_00064.png,1,SD15,6,Tiny-GenImage,train,015_sdv5_00064.png,data/train-00000-of-00014.parquet,380674,True,True,PNG,PNG,512,512,1.0,RGB,3,380674,1569742bae3dcc609ab69d8900918b7ad24d480a661021c90b65b9d0860bf6c5,
pilot_000388,data/raw/tiny-genimage/images/Real/n01514668_23101.JPEG,0,Real,0,Tiny-GenImage,train,n01514668_23101.JPEG,data/train-00000-of-00014.parquet,120430,True,True,JPEG,JPEG,500,343,1.457726,RGB,3,120430,0892ed87f8cf7e43c49411f1544b07ccaab9cdb89d20e95c7abd550731bfe5d0,
pilot_000389,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_015_vqdm_00198.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_015_vqdm_00198.png,data/train-00000-of-00014.parquet,99775,True,True,PNG,PNG,256,256,1.0,RGB,3,99775,1d90892f4d33e2f389c66f4c23b93d29ca843181d5ac0df1883a046fb6b7cf22,
pilot_000390,data/raw/tiny-genimage/images/Real/n01592084_321.JPEG,0,Real,0,Tiny-GenImage,train,n01592084_321.JPEG,data/train-00000-of-00014.parquet,106869,True,True,JPEG,JPEG,500,376,1.329787,RGB,3,106869,bc734044325dee411521c8df1c58efa55933e4ccc8dadb3ecd14333f5db0fb34,
pilot_000391,data/raw/tiny-genimage/images/Wukong/114_wukong_image51.png,1,Wukong,8,Tiny-GenImage,train,114_wukong_image51.png,data/train-00000-of-00014.parquet,566336,True,True,PNG,PNG,512,512,1.0,RGB,3,566336,8204ca85c4f82c15193072370a97b6071f83f5a2718bdd9be3e00fe02efad2c2,
pilot_000392,data/raw/tiny-genimage/images/Real/n01558993_13178.JPEG,0,Real,0,Tiny-GenImage,train,n01558993_13178.JPEG,data/train-00000-of-00014.parquet,97911,True,True,JPEG,JPEG,500,333,1.501502,RGB,3,97911,9c7f5cd40a959fce2e67f3f7e87f3a33f36b8962e785cd703df83acf020aed8e,
pilot_000393,data/raw/tiny-genimage/images/ADM/112_adm_111.PNG,1,ADM,1,Tiny-GenImage,train,112_adm_111.PNG,data/train-00000-of-00014.parquet,82115,True,True,PNG,PNG,256,256,1.0,RGBA,4,82115,76619ae020f290041fe40a383ed62de91b61c5f7af17eb7a76dab19d05ba15b7,unexpected_mode:RGBA
pilot_000394,data/raw/tiny-genimage/images/Real/n01580077_979.JPEG,0,Real,0,Tiny-GenImage,train,n01580077_979.JPEG,data/train-00000-of-00014.parquet,123103,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,123103,060837484f7ce70be08ed36a6397fbdff424d265db2842a4b30c7577b2585ea5,
pilot_000395,data/raw/tiny-genimage/images/BigGAN/014_biggan_00056.png,1,BigGAN,2,Tiny-GenImage,train,014_biggan_00056.png,data/train-00000-of-00014.parquet,29707,True,True,PNG,PNG,128,128,1.0,RGB,3,29707,ca5b482a382b568e3619e1a51d1e2725b2c5aef8d6e07d2012d013323924945a,
pilot_000396,data/raw/tiny-genimage/images/Real/n01537544_4232.JPEG,0,Real,0,Tiny-GenImage,train,n01537544_4232.JPEG,data/train-00000-of-00014.parquet,118592,True,True,JPEG,JPEG,500,331,1.510574,RGB,3,118592,2aa72405a846fcccf5fb2f72f9eba4e5cd2c9dc1f0bc0a00db23a2547232b373,
pilot_000397,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_022_glide_00054.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_022_glide_00054.png,data/train-00000-of-00014.parquet,98556,True,True,PNG,PNG,256,256,1.0,RGB,3,98556,e50afa7febe297c0d6f73be557bec2e1ac2f0ca3d6b09b38daa98c7ee099bd34,
pilot_000398,data/raw/tiny-genimage/images/Real/n01534433_12691.JPEG,0,Real,0,Tiny-GenImage,train,n01534433_12691.JPEG,data/train-00000-of-00014.parquet,124836,True,True,JPEG,JPEG,500,384,1.302083,RGB,3,124836,7e64912e55230b49384bff6f420d90a2b51bda1e11b4c91d2bd2154aa392d5a0,
pilot_000399,data/raw/tiny-genimage/images/Midjourney/115_midjourney_57.png,1,Midjourney,4,Tiny-GenImage,train,115_midjourney_57.png,data/train-00000-of-00014.parquet,1303435,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1303435,a19bb9e9973b9a6fdf28d8a990ec52c5bd0397b748fe0586cf2c106ae2f06790,
pilot_000400,data/raw/tiny-genimage/images/Real/n01532829_3654.JPEG,0,Real,0,Tiny-GenImage,train,n01532829_3654.JPEG,data/train-00000-of-00014.parquet,188671,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,188671,778573ba96bf149a9c4899dfdab544aa51f27b39d9009263a95a6322b0bdf0bc,
pilot_000401,data/raw/tiny-genimage/images/SD15/016_sdv5_00001.png,1,SD15,6,Tiny-GenImage,train,016_sdv5_00001.png,data/train-00000-of-00014.parquet,366392,True,True,PNG,PNG,512,512,1.0,RGB,3,366392,25b6bf8db120b28024db5f859fd9f524efcaad5e198a7e4726fe59551f1e991d,
pilot_000402,data/raw/tiny-genimage/images/Real/n01514859_25956.JPEG,0,Real,0,Tiny-GenImage,train,n01514859_25956.JPEG,data/train-00000-of-00014.parquet,133410,True,True,JPEG,JPEG,500,333,1.501502,RGB,3,133410,1cef21fd74d16d6c29fa27d19bbb78b00a723941204b8ffb5e5664edb3159b23,
pilot_000403,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_017_vqdm_00001.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_017_vqdm_00001.png,data/train-00000-of-00014.parquet,82856,True,True,PNG,PNG,256,256,1.0,RGB,3,82856,346f671d41591dcf11d963c2b6a49f2c0bf764bf6f3d88953d92cef0042c97e7,
pilot_000404,data/raw/tiny-genimage/images/Real/n01601694_5291.JPEG,0,Real,0,Tiny-GenImage,train,n01601694_5291.JPEG,data/train-00000-of-00014.parquet,211742,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,211742,5703e9258c24d01ca5ceb838818575309208a17dff08b62b160e206cbbaeaec2,
pilot_000405,data/raw/tiny-genimage/images/Wukong/115_wukong_image153.png,1,Wukong,8,Tiny-GenImage,train,115_wukong_image153.png,data/train-00000-of-00014.parquet,540119,True,True,PNG,PNG,512,512,1.0,RGB,3,540119,220d27225ffa9aafc423a7879b91d70bc29d36dd0bbb4074bf1ed3b968416c71,
pilot_000406,data/raw/tiny-genimage/images/Real/n01558993_16519.JPEG,0,Real,0,Tiny-GenImage,train,n01558993_16519.JPEG,data/train-00000-of-00014.parquet,115922,True,True,JPEG,JPEG,500,332,1.506024,RGB,3,115922,fdd10a9b4c6c8beddf25aba05ad1e3bc0de059ebb62e1b0636fa6a0868a313b5,
pilot_000407,data/raw/tiny-genimage/images/ADM/112_adm_152.PNG,1,ADM,1,Tiny-GenImage,train,112_adm_152.PNG,data/train-00000-of-00014.parquet,120504,True,True,PNG,PNG,256,256,1.0,RGBA,4,120504,1d20e8b5f9a7b6520aad3b2d96480470159c98a97e69bb839b7c46372e2da969,unexpected_mode:RGBA
pilot_000408,data/raw/tiny-genimage/images/Real/n01582220_12852.JPEG,0,Real,0,Tiny-GenImage,train,n01582220_12852.JPEG,data/train-00000-of-00014.parquet,189883,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,189883,0b3a1305f05644f98eb0a37b7d07006bab1125667810074be7ff664c7efbd565,
pilot_000409,data/raw/tiny-genimage/images/BigGAN/014_biggan_00062.png,1,BigGAN,2,Tiny-GenImage,train,014_biggan_00062.png,data/train-00000-of-00014.parquet,31118,True,True,PNG,PNG,128,128,1.0,RGB,3,31118,8007ea93c733ec349af17a60bd1e24ea74c654e48ce187a8cd5db08e0ca497b1,
pilot_000410,data/raw/tiny-genimage/images/Real/n01558993_3.JPEG,0,Real,0,Tiny-GenImage,train,n01558993_3.JPEG,data/train-00000-of-00014.parquet,220138,True,True,JPEG,JPEG,500,362,1.381215,RGB,3,220138,12834947eaf0769b1a79ab731a9540c539f5b5c2f4ae0f33c88f36bf89d81cd6,
pilot_000411,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_022_glide_00122.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_022_glide_00122.png,data/train-00000-of-00014.parquet,67641,True,True,PNG,PNG,256,256,1.0,RGB,3,67641,a4094fa53ed71693eec6719106bfe88a7d828bb0730c8d890345a9ae921e16a7,
pilot_000412,data/raw/tiny-genimage/images/Real/n01534433_22089.JPEG,0,Real,0,Tiny-GenImage,train,n01534433_22089.JPEG,data/train-00000-of-00014.parquet,109904,True,True,JPEG,JPEG,500,386,1.295337,RGB,3,109904,b96a748c606daa4707f0bcd3ad3bbb9927431f5c32f6778494d89f5c8b024aa5,
pilot_000413,data/raw/tiny-genimage/images/Midjourney/116_midjourney_110.png,1,Midjourney,4,Tiny-GenImage,train,116_midjourney_110.png,data/train-00000-of-00014.parquet,1330402,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1330402,2fe55184468983055ac0374f725f86c7c2cf72d085e0e1b5330ee89d79550d35,
pilot_000414,data/raw/tiny-genimage/images/Real/n01534433_15384.JPEG,0,Real,0,Tiny-GenImage,train,n01534433_15384.JPEG,data/train-00000-of-00014.parquet,134769,True,True,JPEG,JPEG,500,407,1.228501,RGB,3,134769,f0674d703731dfb460a08ac8b36f306b7787e8e2e773ad542395c80710577775,
pilot_000415,data/raw/tiny-genimage/images/SD15/016_sdv5_00091.png,1,SD15,6,Tiny-GenImage,train,016_sdv5_00091.png,data/train-00000-of-00014.parquet,302546,True,True,PNG,PNG,512,512,1.0,RGB,3,302546,9d85c61897b9b39c79b7fc1f4f34bc7699a732282b1b6fdc37305fd45b1258c8,
pilot_000416,data/raw/tiny-genimage/images/Real/n01530575_3078.JPEG,0,Real,0,Tiny-GenImage,train,n01530575_3078.JPEG,data/train-00000-of-00014.parquet,97827,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,97827,adb597c33aaff6677b5dd9ffd00e9855a56e4eb8411d1efe628a13d2fd7fadbb,
pilot_000417,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_018_vqdm_00061.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_018_vqdm_00061.png,data/train-00000-of-00014.parquet,88041,True,True,PNG,PNG,256,256,1.0,RGB,3,88041,957c5420bdf7de512791a84475d377f5693d5d230684caa4f1b13d8c8e5bf772,
pilot_000418,data/raw/tiny-genimage/images/Real/n01608432_11681.JPEG,0,Real,0,Tiny-GenImage,train,n01608432_11681.JPEG,data/train-00000-of-00014.parquet,123786,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,123786,8b78a6c4e80af293997488d501409b35209e3d834fec7dc41b536c378a164176,
pilot_000419,data/raw/tiny-genimage/images/Wukong/115_wukong_image22.png,1,Wukong,8,Tiny-GenImage,train,115_wukong_image22.png,data/train-00000-of-00014.parquet,561600,True,True,PNG,PNG,512,512,1.0,RGB,3,561600,c6961689d6205faf64034e6ffd079767c3e3c194d617cc08679fc45dd48130c0,
pilot_000420,data/raw/tiny-genimage/images/Real/n01560419_20342.JPEG,0,Real,0,Tiny-GenImage,train,n01560419_20342.JPEG,data/train-00000-of-00014.parquet,123482,True,True,JPEG,JPEG,350,500,0.7,RGB,3,123482,7634e52edc832fa537e2ccdd16d03b235a1ba1fbe80bf8ab6b46eaf556ebddf9,
pilot_000421,data/raw/tiny-genimage/images/ADM/112_adm_157.PNG,1,ADM,1,Tiny-GenImage,train,112_adm_157.PNG,data/train-00000-of-00014.parquet,106304,True,True,PNG,PNG,256,256,1.0,RGBA,4,106304,030f94b5e9a8f53b6587e5a9d6589d30391819bfb62006c4c333ef6c8d1370ba,unexpected_mode:RGBA
pilot_000422,data/raw/tiny-genimage/images/Real/n01582220_501.JPEG,0,Real,0,Tiny-GenImage,train,n01582220_501.JPEG,data/train-00000-of-00014.parquet,117615,True,True,JPEG,JPEG,337,500,0.674,RGB,3,117615,a9997d9903dcffcc2125bc85ab2de0d2bf4b7ba6ee641453dca5536026086aa0,
pilot_000423,data/raw/tiny-genimage/images/BigGAN/017_biggan_00002.png,1,BigGAN,2,Tiny-GenImage,train,017_biggan_00002.png,data/train-00000-of-00014.parquet,40784,True,True,PNG,PNG,128,128,1.0,RGB,3,40784,7a575ea39e077e67cbe7f5cedf5ee9935d72aa2ccdafcc8bea6167c44a05d895,
pilot_000424,data/raw/tiny-genimage/images/Real/n01560419_15733.JPEG,0,Real,0,Tiny-GenImage,train,n01560419_15733.JPEG,data/train-00000-of-00014.parquet,107231,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,107231,0b1cf6deedf9b28e3cb3fd43f3d538e2b56a1da97e02ee99a29be50ae4a6a067,
pilot_000425,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_025_glide_00093.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_025_glide_00093.png,data/train-00000-of-00014.parquet,96364,True,True,PNG,PNG,256,256,1.0,RGB,3,96364,278bdad758d42822ee67ff3d9603b56906556056b48b984ced127947d0903614,
pilot_000426,data/raw/tiny-genimage/images/Real/n01537544_11597.JPEG,0,Real,0,Tiny-GenImage,train,n01537544_11597.JPEG,data/train-00000-of-00014.parquet,132210,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,132210,35363ca734ba7e91428b7ba3d24d05f38e8b47565c78ae4b3501b86db15476df,
pilot_000427,data/raw/tiny-genimage/images/Midjourney/116_midjourney_171.png,1,Midjourney,4,Tiny-GenImage,train,116_midjourney_171.png,data/train-00000-of-00014.parquet,1007859,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1007859,2cde4fa70ca7fd4ffdd311c8cd68894a6c0c6caa5e9deaa17b0bc3ebe60dc325,
pilot_000428,data/raw/tiny-genimage/images/Real/n01537544_22235.JPEG,0,Real,0,Tiny-GenImage,train,n01537544_22235.JPEG,data/train-00000-of-00014.parquet,138258,True,True,JPEG,JPEG,400,500,0.8,RGB,3,138258,d29d2711c2e53122472200b9035b6b648be62e8fe965550a0708f4658af17fb0,
pilot_000429,data/raw/tiny-genimage/images/SD15/016_sdv5_00121.png,1,SD15,6,Tiny-GenImage,train,016_sdv5_00121.png,data/train-00000-of-00014.parquet,385062,True,True,PNG,PNG,512,512,1.0,RGB,3,385062,209daaad60519fadd6bf7a41b989220e78ad594cc664e334cd5ef138ce6e0a6d,
pilot_000430,data/raw/tiny-genimage/images/Real/n01531178_13704.JPEG,0,Real,0,Tiny-GenImage,train,n01531178_13704.JPEG,data/train-00000-of-00014.parquet,62958,True,True,JPEG,JPEG,334,500,0.668,RGB,3,62958,f4492f20deef54c1e89d333122b38c4b361462e292c9615a0243ad1aa9846d9d,
pilot_000431,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_019_vqdm_00055.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_019_vqdm_00055.png,data/train-00000-of-00014.parquet,113714,True,True,PNG,PNG,256,256,1.0,RGB,3,113714,8a9587075b329c9c4b86de4e5276e2a234420bf190b4b8b2baab669e9b52e043,
pilot_000432,data/raw/tiny-genimage/images/Real/n01608432_16535.JPEG,0,Real,0,Tiny-GenImage,train,n01608432_16535.JPEG,data/train-00000-of-00014.parquet,90229,True,True,JPEG,JPEG,333,500,0.666,RGB,3,90229,09b1a0de340ee1ef5910d84ed74152334e0d586436cf7dffa7d8b6bcbfcbbcc2,
pilot_000433,data/raw/tiny-genimage/images/Wukong/116_wukong_image123.png,1,Wukong,8,Tiny-GenImage,train,116_wukong_image123.png,data/train-00000-of-00014.parquet,568359,True,True,PNG,PNG,512,512,1.0,RGB,3,568359,6ad8b27bd55eccc4a9aee9d681b61d558aaf3e680826e1e3a0858f7d80b31be4,
pilot_000434,data/raw/tiny-genimage/images/Real/n01560419_373.JPEG,0,Real,0,Tiny-GenImage,train,n01560419_373.JPEG,data/train-00000-of-00014.parquet,77288,True,True,JPEG,JPEG,500,333,1.501502,RGB,3,77288,706881a83b027b9b54d149cfe8c4c861ec2c3c9e9f30d5a946bac912e2ed71fe,
pilot_000435,data/raw/tiny-genimage/images/ADM/113_adm_100.PNG,1,ADM,1,Tiny-GenImage,train,113_adm_100.PNG,data/train-00000-of-00014.parquet,78457,True,True,PNG,PNG,256,256,1.0,RGBA,4,78457,b5c7e4a68853fe3f1a470e92de372eae94ba347f62647a17a67c8b47eb8120d9,unexpected_mode:RGBA
pilot_000436,data/raw/tiny-genimage/images/Real/n01592084_5700.JPEG,0,Real,0,Tiny-GenImage,train,n01592084_5700.JPEG,data/train-00000-of-00014.parquet,171804,True,True,JPEG,JPEG,500,375,1.333333,RGB,3,171804,b0f6fcd29b667b3dad7f302f32d9db9ca79339b5e466da470e762a22f7d2068e,
pilot_000437,data/raw/tiny-genimage/images/BigGAN/017_biggan_00069.png,1,BigGAN,2,Tiny-GenImage,train,017_biggan_00069.png,data/train-00000-of-00014.parquet,38775,True,True,PNG,PNG,128,128,1.0,RGB,3,38775,c6685323be572ebf47e00ef03da84db7055178da4bacd3198613dbe28a756d27,
pilot_000438,data/raw/tiny-genimage/images/Real/n01592084_4808.JPEG,0,Real,0,Tiny-GenImage,train,n01592084_4808.JPEG,data/train-00000-of-00014.parquet,89208,True,True,JPEG,JPEG,500,333,1.501502,RGB,3,89208,b8ecfe8b9f2c5c5c4142262145f62659f4352fa2fe011cc200e7d180e0eff00f,
pilot_000439,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_025_glide_00103.png,1,GLIDE,3,Tiny-GenImage,train,GLIDE_1000_200_00_025_glide_00103.png,data/train-00000-of-00014.parquet,95060,True,True,PNG,PNG,256,256,1.0,RGB,3,95060,bedaae1be016cca4576587f87b13223b767cf01cf7a30f6d7712184096158322,
pilot_000440,data/raw/tiny-genimage/images/Real/n01537544_2055.JPEG,0,Real,0,Tiny-GenImage,train,n01537544_2055.JPEG,data/train-00000-of-00014.parquet,135297,True,True,JPEG,JPEG,359,500,0.718,RGB,3,135297,dc12fd32390620c5d8fb3d6019ac6ac5d953ace4cad381fa3fc1ea8087a9992f,
pilot_000441,data/raw/tiny-genimage/images/Midjourney/116_midjourney_43.png,1,Midjourney,4,Tiny-GenImage,train,116_midjourney_43.png,data/train-00000-of-00014.parquet,1012469,True,True,PNG,PNG,1024,1024,1.0,RGB,3,1012469,e39bc05a182055ed6b70bfc3496d67df070f20e94573e54c5e6fdd0d849cd7b7,
pilot_000442,data/raw/tiny-genimage/images/Real/n01537544_23799.JPEG,0,Real,0,Tiny-GenImage,train,n01537544_23799.JPEG,data/train-00000-of-00014.parquet,133584,True,True,JPEG,JPEG,357,500,0.714,RGB,3,133584,cf3380ef7ed175f9839448feab8f7197e1d966853ff4ad7ca5ff7d87bf56fad1,
pilot_000443,data/raw/tiny-genimage/images/SD15/016_sdv5_00162.png,1,SD15,6,Tiny-GenImage,train,016_sdv5_00162.png,data/train-00000-of-00014.parquet,503034,True,True,PNG,PNG,512,512,1.0,RGB,3,503034,0f5456110f051ad409853a0043851072d2d9f80d85bd89be1751567634d6f14e,
pilot_000444,data/raw/tiny-genimage/images/Real/n01531178_26526.JPEG,0,Real,0,Tiny-GenImage,train,n01531178_26526.JPEG,data/train-00000-of-00014.parquet,71345,True,True,JPEG,JPEG,500,333,1.501502,RGB,3,71345,090f9aae22532ade36cf7ddb66abe98ed1bc2b34d2b9f0b33668fd04eb6d9fbc,
pilot_000445,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_019_vqdm_00183.png,1,VQDM,7,Tiny-GenImage,train,VQDM_1000_200_00_019_vqdm_00183.png,data/train-00000-of-00014.parquet,98783,True,True,PNG,PNG,256,256,1.0,RGB,3,98783,5ec7364eef8656da85a4b31bccd289a9fee96c127b7c7ed1cbe52b7685e34d06,
pilot_000446,data/raw/tiny-genimage/images/Real/n01614925_42476.JPEG,0,Real,0,Tiny-GenImage,train,n01614925_42476.JPEG,data/train-00000-of-00014.parquet,132101,True,True,JPEG,JPEG,500,334,1.497006,RGB,3,132101,290096766c72e851874f3913a3550446f0b6a27dc9bc909191e5684afae79c35,
