image_id,path,label,generator,original_filename,exact_sha256,phash,dhash,filename_imagenet_synset,filename_leading_index,filename_parse_note
pilot_000698,data/raw/tiny-genimage/images/Real/n01644373_6816.JPEG,0,Real,n01644373_6816.JPEG,865d1b962097f33457dc4add026bb00544584ff6319cc7397f285645f9968158,9c877038783ce5e3,3cfcfc78787cbc1c,n01644373,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000699,data/raw/tiny-genimage/images/Wukong/125_wukong_image162.png,1,Wukong,125_wukong_image162.png,6ce69eb6627914d631771c49d289bd448efe67bc706880eef866fa574dc82aed,aa35d1c9c6043fd3,961c1fa7cf33aa29,,125,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000700,data/raw/tiny-genimage/images/Real/n01631663_1287.JPEG,0,Real,n01631663_1287.JPEG,5e35dc2f669cc98772f00d41291224374c388a0ae27db915cb3a2b1be2924a06,baa371aff4919051,1f0d9c2d2d291818,n01631663,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000701,data/raw/tiny-genimage/images/ADM/119_adm_5.PNG,1,ADM,119_adm_5.PNG,5fcaed55709a44ceca7d50f6997d05bd8a10028a9bdc73f7a89c86251332625d,c99c272e8b6c2ce3,67589233683597ca,,119,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000702,data/raw/tiny-genimage/images/Real/n01632777_3283.JPEG,0,Real,n01632777_3283.JPEG,8b5abd6eb06b7a2445c87ae4bb1e9b826dc0b59a28b438a9e33e971cca75ad3c,ad886725361adba5,56b2f199be934b0e,n01632777,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000703,data/raw/tiny-genimage/images/BigGAN/026_biggan_00070.png,1,BigGAN,026_biggan_00070.png,0597a554649a1ebeeb3b3ac86367d1058491d5e843b7dd85259a975e959cdaa7,8e49c13e4998b76d,f0e0f9f12f2fb2dc,,26,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000704,data/raw/tiny-genimage/images/Real/n01632777_903.JPEG,0,Real,n01632777_903.JPEG,abe694c2266ec4b1db73ace8990107572f742cc6a2fb00f4ffced1e77629dbd4,8d4f6266cec93c91,654e7a72f626cefc,n01632777,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000705,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_034_glide_00072.png,1,GLIDE,GLIDE_1000_200_00_034_glide_00072.png,9488ac7f7c24d723d6cbf8b2515278e62f8979d939f27245f0ba43b9752f9651,af34d033c20bb5cb,8d163323272f6b4b,,34,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000706,data/raw/tiny-genimage/images/Real/n01616318_1175.JPEG,0,Real,n01616318_1175.JPEG,1562116b25422a81fa837c64c6619d580cebb5e054f08405428d47de85537f21,e41945721cc3f9b6,f8f6c2a52505c5c6,n01616318,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000707,data/raw/tiny-genimage/images/Midjourney/122_midjourney_126.png,1,Midjourney,122_midjourney_126.png,a8dc95a7d755b7c0d348dbc196793e06dbc46b784e4bd071fa84fc0b5beb5138,ccdc5332346996e5,e8c4d496a4a992c4,,122,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000708,data/raw/tiny-genimage/images/Real/n01629819_12441.JPEG,0,Real,n01629819_12441.JPEG,eb2d1bc4a3d0f25d79894acd77601a1e01e45ebc0b358896c9daed28c9677562,fd03e05e90c3c1fc,ec2b431934150796,n01629819,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000709,data/raw/tiny-genimage/images/SD15/025_sdv5_00064.png,1,SD15,025_sdv5_00064.png,85f3a3fa1dd380515b0d32d69ded3313cfa2410d4f70e9c87704c638a814eb30,82afe41b9fcd6121,64e9cf707988898a,,25,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000710,data/raw/tiny-genimage/images/Real/n01592084_6276.JPEG,0,Real,n01592084_6276.JPEG,3bc13b9c4ce7b5d46c1b2f6e305b7f591da0a8c5ca20b7e26d063bca8e1a393b,c71853f409bee878,d1f29777d7244c4a,n01592084,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000711,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_028_vqdm_00058.png,1,VQDM,VQDM_1000_200_00_028_vqdm_00058.png,b4eaa82bccbdea47503fd2bcc3184323773d5998d94374933e27f47845bf4fec,f76bc03864410bfe,070c41c62ed81484,,28,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000712,data/raw/tiny-genimage/images/Real/n01664065_1194.JPEG,0,Real,n01664065_1194.JPEG,c54a08d4a3d8d2d8030e0c9228c408c27a6f3624e7a77c918d74bab9e54f39be,c72f30cf1966c638,e8f0e0e0f0e0e0f0,n01664065,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000713,data/raw/tiny-genimage/images/Wukong/125_wukong_image197.png,1,Wukong,125_wukong_image197.png,54761c5c885dbfb032031ac2bb5bb921c94267d3bd811b4fb0fbcf9bd988bb99,b583796cc7a488d6,465afcce28b72e3a,,125,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000714,data/raw/tiny-genimage/images/Real/n01631663_3686.JPEG,0,Real,n01631663_3686.JPEG,4c0d34581b0926fcd3387cad55f1c2ac5d88a68e825d321b19041fac1bccefbf,8a4b6a6ba17aa6a6,ab99fd38dee5b9ec,n01631663,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000715,data/raw/tiny-genimage/images/ADM/119_adm_9.PNG,1,ADM,119_adm_9.PNG,6b4c3ea3a256942315b417990fb7a6445f25f9f28200b4949265551350d256b1,9ba4651bc827d659,e0e0a0aef0690bd2,,119,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000716,data/raw/tiny-genimage/images/Real/n01632777_4828.JPEG,0,Real,n01632777_4828.JPEG,10e0f1532440d8df617a5ae599be183e7bb6518eff7485f8239fbd81d0599f16,cf7a3099478642bd,8b0347e772f1f2ec,n01632777,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000717,data/raw/tiny-genimage/images/BigGAN/026_biggan_00175.png,1,BigGAN,026_biggan_00175.png,d6bf57b79bf51addd96297fcab23d4d0f07400f0994277f85e9df13e59369995,cdd9c27b168d6162,2ab396721f1266ec,,26,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000718,data/raw/tiny-genimage/images/Real/n01641577_16703.JPEG,0,Real,n01641577_16703.JPEG,5f94d4e816288ac04bed8970466cf1b5070dbf49dea53b1c297fc512ca9084d6,d14a56ca70b9e939,21e0939ad8c22a0c,n01641577,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000719,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_034_glide_00171.png,1,GLIDE,GLIDE_1000_200_00_034_glide_00171.png,aaf0ad9570cefca7cc6f359a646282cc82f2ee31e98bfc2b540ef07917793de2,fa35c44a1f7c2994,b0cc1f3f7989e8f4,,34,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000720,data/raw/tiny-genimage/images/Real/n01616318_13428.JPEG,0,Real,n01616318_13428.JPEG,f21da3c9b967a9d133ed006cb45ec5e0137f0f55b282f93375ebe6c66b372091,a42b0e1f23945beb,2fc7c6c65b34a4a5,n01616318,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000721,data/raw/tiny-genimage/images/Midjourney/122_midjourney_40.png,1,Midjourney,122_midjourney_40.png,ec03723104a9e09aed3247fa4203a4823291c55031fdfab8368cc67c9f671084,b7c4991be033d233,d6e686070f2b5a18,,122,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000722,data/raw/tiny-genimage/images/Real/n01629819_22550.JPEG,0,Real,n01629819_22550.JPEG,32909437bd3c43f0d9e0416938d9ed5726f7cfa0c0293e9a8eef8a4567f8cc17,cf97b42423c08bf3,6e64606049e316a2,n01629819,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000723,data/raw/tiny-genimage/images/SD15/025_sdv5_00075.png,1,SD15,025_sdv5_00075.png,1b443ed7ea67a82c0edfc856a7b01e22b136b1f45cd65475daafdea8d294b05d,939959a28d956adc,5c58bcde4c4d9c1c,,25,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000724,data/raw/tiny-genimage/images/Real/n01592084_6697.JPEG,0,Real,n01592084_6697.JPEG,2d13709a2bc3a83cccc911582b1f1962228cace616b03f585ca3dbc634fa5c5f,f87886c3cba126ce,50b0bc13111c1b69,n01592084,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000725,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_028_vqdm_00189.png,1,VQDM,VQDM_1000_200_00_028_vqdm_00189.png,1b18f46c929838e0d3f763225b9c5d7e24582b4d4bb09c68a8e1d8630c02e0e5,95eed67109914c3b,502477da5af8def8,,28,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000726,data/raw/tiny-genimage/images/Real/n01664065_2913.JPEG,0,Real,n01664065_2913.JPEG,a8d6760a543854a0d70541a28b4ec24b9600296b49314748393bddf53cd682d3,d4893790d986679b,e0f0c0f0b084ec24,n01664065,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000727,data/raw/tiny-genimage/images/Wukong/125_wukong_image44.png,1,Wukong,125_wukong_image44.png,5baf55fb139942f8310030abdd214094e0976f8c67c220e55ced466b0f515d3b,b339c2443c99e337,9ddd1b1b16cef44d,,125,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000728,data/raw/tiny-genimage/images/Real/n01631663_5620.JPEG,0,Real,n01631663_5620.JPEG,190563b5e3a09bfe698f66f1e5f6ddfe0171b2e4bf5697d86b0b7b5981537146,fd0f2a3061b71ed0,9623704e9e3a0e07,n01631663,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000729,data/raw/tiny-genimage/images/ADM/11_adm_53.PNG,1,ADM,11_adm_53.PNG,3e57b8f1259282b3fe6abe144d033503a33a96d9e96bcfb8363db8f0d4f16942,e64718144f877d5a,e687c7c7c5a6ac97,,11,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000730,data/raw/tiny-genimage/images/Real/n01641577_1185.JPEG,0,Real,n01641577_1185.JPEG,bc2eea8b03be056e13f33179c46feaa37ecd188e624e84f6b95185dd04c44f9c,b1862b0cb37cbfc0,bfe7ce5c8a32b24a,n01641577,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000731,data/raw/tiny-genimage/images/BigGAN/027_biggan_00017.png,1,BigGAN,027_biggan_00017.png,61128fb418a91fb501f1cd2cc40b0a7fbfa56c2ff4ff129f7284c43aec7bf2a2,851b646579ca1e73,b2eee8b15247c7a6,,27,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000732,data/raw/tiny-genimage/images/Real/n01644373_2998.JPEG,0,Real,n01644373_2998.JPEG,9811d5e7e90e3a92a2a66de9bd5b71eda5f7e338de95938ee3a52260091442f8,c23d39c3879cb166,91813064c0c9e0c4,n01644373,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000733,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_035_glide_00124.png,1,GLIDE,GLIDE_1000_200_00_035_glide_00124.png,7076ed51b252fae030c90b18846d432d8847aa94266455bcf11d19a88167e259,cb3d954b4e3c29d0,74701e33c1d3ac69,,35,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000734,data/raw/tiny-genimage/images/Real/n01622779_2196.JPEG,0,Real,n01622779_2196.JPEG,7190ea62ca6c801b8b03862c83b72a7f967871c536f0db6e3e9f4c729bebf3c1,a9a9465ee0166b75,f9d2d29516692c84,n01622779,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000735,data/raw/tiny-genimage/images/Midjourney/122_midjourney_57.png,1,Midjourney,122_midjourney_57.png,2789173d8a7a6b01dd42a49f3b6739e3727fa424ab14b09f391a9b2b4129c18b,fec10f1cf302671a,c0220d1c18223529,,122,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000736,data/raw/tiny-genimage/images/Real/n01629819_26021.JPEG,0,Real,n01629819_26021.JPEG,d4e86db852ba8039f4c0a09cc31245e58f67c4abd789cde43be8f4483ebe1833,b98cc0fb1f8c9d05,e999b6775a1bd797,n01629819,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000737,data/raw/tiny-genimage/images/SD15/025_sdv5_00114.png,1,SD15,025_sdv5_00114.png,128c257f43ff2b126aea872a13c17ce3dfee58ffa071902389783396617943f4,a783d864b39d4c53,28cd605bcf26245d,,25,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000738,data/raw/tiny-genimage/images/Real/n01592084_8355.JPEG,0,Real,n01592084_8355.JPEG,eae240d3486c436ff5c53d925485e1237c232cbde20c29d721e8d376e1941abe,e382c8f072978f59,cdd5496d19a6d213,n01592084,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000739,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_029_vqdm_00044.png,1,VQDM,VQDM_1000_200_00_029_vqdm_00044.png,b99205a20e5fd4d16e6e098c73aff58e1538325fefa87029ac5f27f1c1c23e71,96852d7a4bc47a1b,e6eee4c4082d549c,,29,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000740,data/raw/tiny-genimage/images/Real/n01664065_6929.JPEG,0,Real,n01664065_6929.JPEG,62a9dc16e03cfa40166fc62045006d28abfa358460367ec2687e80c14e0d12cd,99677096652972cb,60e9cbf270f0b09a,n01664065,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000741,data/raw/tiny-genimage/images/Wukong/126_wukong_image8.png,1,Wukong,126_wukong_image8.png,0698f307298e62c7366fd23e327c61f7b69a699ee454b258f7d4367fa7c0ca20,a3cdbc03ce31469d,93a533cb69cd9b32,,126,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000742,data/raw/tiny-genimage/images/Real/n01631663_902.JPEG,0,Real,n01631663_902.JPEG,0ab2b5bc905ba381095539dc2f86cf1edbabc9b90f0b9e7c08bda67438ce506d,d799c2389f649e42,7868c476780e8e60,n01631663,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000743,data/raw/tiny-genimage/images/ADM/11_adm_55.PNG,1,ADM,11_adm_55.PNG,13b53f26311d35bbd7566e5abef05e7b5cd965690ad33acd120652cdf38785d9,99b644e1d6934b65,dc3bbf984bdbdae6,,11,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000744,data/raw/tiny-genimage/images/Real/n01644373_24.JPEG,0,Real,n01644373_24.JPEG,dd5df8eee4685d9106a67e2d6e5cb3f5c3f4956ca9bba2b50edd8db91dffd790,e749c82cc4f433ea,e77318ce0f0f26ed,n01644373,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000745,data/raw/tiny-genimage/images/BigGAN/027_biggan_00032.png,1,BigGAN,027_biggan_00032.png,f60b7d404770b61fd76aaf8e1ce20aad8881df0029dd1d634194b2312396b8dc,8fcd6109c263fc1e,c2f334cc643357c4,,27,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000746,data/raw/tiny-genimage/images/Real/n01644373_3608.JPEG,0,Real,n01644373_3608.JPEG,9c6891c9ba5742af91790108bd6008a14e3620e7c1f7ab86a3169e1d611a26cd,94cae130697cadda,90c86830383cbc0e,n01644373,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000747,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_035_glide_00128.png,1,GLIDE,GLIDE_1000_200_00_035_glide_00128.png,316a25bba8fc57d90bb935a6a656ba76d1288713866a491a0ecd39547784fddd,e983cf1e38689726,40d2c6930f1b23d2,,35,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000748,data/raw/tiny-genimage/images/Real/n01622779_6113.JPEG,0,Real,n01622779_6113.JPEG,c345c126290e65b40346946940e0a64309d5d101a06e711f35a0a29b061b4caf,afe0c68e0c982eed,c74f9f9b2b2f2f66,n01622779,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000749,data/raw/tiny-genimage/images/Midjourney/123_midjourney_155.png,1,Midjourney,123_midjourney_155.png,258dd8a039bf21f8300fcdab4de3428ceaf1f97fd31a388fb74eaf7152258632,d927cdd1845a91cd,722319cda21831a2,,123,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000750,data/raw/tiny-genimage/images/Real/n01630670_1390.JPEG,0,Real,n01630670_1390.JPEG,b9ebb0162d49dd529f4b6e7c21c7c62ddaad7eb0d8d411177a05b451e9c2240f,c0d17a9ec7b04f31,e08890c2e2689cc3,n01630670,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000751,data/raw/tiny-genimage/images/SD15/025_sdv5_00154.png,1,SD15,025_sdv5_00154.png,098c133f935a22b26b791487f705c4da28ad02c10f5623eee1b17ef18c14ba0d,aaa4375939ce91a3,be87e3339151650f,,25,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000752,data/raw/tiny-genimage/images/Real/n01601694_2529.JPEG,0,Real,n01601694_2529.JPEG,4e1eae6d2d066a25192996fe0f8af3470872a926fd5f66be480677b3f459e5e1,93c51e753289dc33,d8d5d0d00c14193d,n01601694,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000753,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_029_vqdm_00177.png,1,VQDM,VQDM_1000_200_00_029_vqdm_00177.png,4947e1330a854bfa4b2b7bab0480665f32d6bfbc174f284634c7a885ebec7f5e,c5761931c61e39e3,288080e4cc1af2f0,,29,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000754,data/raw/tiny-genimage/images/Real/n01665541_18298.JPEG,0,Real,n01665541_18298.JPEG,8a8e84df9b2d1c076d6640276d6cacbb443b7fc4f74ad1a6aafa67470c9aa44b,914e1c31cf3cc37a,e0ecd8f0dc9c9cb8,n01665541,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000755,data/raw/tiny-genimage/images/Wukong/128_wukong_image108.png,1,Wukong,128_wukong_image108.png,340e5f43e17b78220e70e655a54637f5dc7ac6906cab0fb5d81e81c834b1590c,bc47c1db331ec0d8,9886971d1e92b69f,,128,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000756,data/raw/tiny-genimage/images/Real/n01632458_1615.JPEG,0,Real,n01632458_1615.JPEG,1dd88acb40c94fca8baf786593693e8fc2fad34a0779ad560910588fde4dae64,903d6bf336cdc124,0bb7f23c8c88e0e2,n01632458,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000757,data/raw/tiny-genimage/images/ADM/11_adm_68.PNG,1,ADM,11_adm_68.PNG,022f55c919ffc9447c4771106bf0a7bec8afb35bd7d4732ac28b0abc5efc7949,beb8996c2653c94c,242c320c26737966,,11,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000758,data/raw/tiny-genimage/images/Real/n01644373_6766.JPEG,0,Real,n01644373_6766.JPEG,cc512de13d77be731855309d5064a53d86f4e0ab284bb980ac6de0ae6d1ac07d,b69c8e2765619996,2a34bb961d4b4c8c,n01644373,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000759,data/raw/tiny-genimage/images/BigGAN/028_biggan_00111.png,1,BigGAN,028_biggan_00111.png,328203f6e7ffd0d41c87d4d3901fb2a73237bac1adb21c898a5a55b70cbd1613,de7160608797da5a,cd933864e1a926d1,,28,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000760,data/raw/tiny-genimage/images/Real/n01644373_5244.JPEG,0,Real,n01644373_5244.JPEG,fc3ae4558dc3b762da376572d2948daa6374f363c82740dbf138a17ea2aec184,d87876b4529863cd,84001298b8faf4d4,n01644373,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000761,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_035_glide_00132.png,1,GLIDE,GLIDE_1000_200_00_035_glide_00132.png,cb280be5e81b55540dbd0a6f3180ed8da7ca00ebd71e96c23badc3c160410f40,bdc0c33f3cc0330f,8633c996360be1c8,,35,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000762,data/raw/tiny-genimage/images/Real/n01629819_5927.JPEG,0,Real,n01629819_5927.JPEG,2cd525728d065d4a9a12d726b8ffc4c1b607646628fb63516f2f8ac96351b376,e00ffc03f01ee7e0,068207258eca2495,n01629819,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000763,data/raw/tiny-genimage/images/Midjourney/123_midjourney_48.png,1,Midjourney,123_midjourney_48.png,d431d6761d874c3ffd723e6cdbb40ff60893c27429b9a4fac5d4fc82955532b1,e4d993266d61465b,e2c9e18327c68c70,,123,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000764,data/raw/tiny-genimage/images/Real/n01630670_2534.JPEG,0,Real,n01630670_2534.JPEG,1e428308977ff0924d5331da3c936eae5a4126df66cae94f205d5adf98ca4d8c,cde24993694d3a63,938655230f387273,n01630670,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000765,data/raw/tiny-genimage/images/SD15/027_sdv5_00120.png,1,SD15,027_sdv5_00120.png,9a323f4af8c5325a47bfd59b28d966e84d7a22864c0b1980b6ecc75d9331fe08,c94ba9d2b7345c8c,6bd3f30260208626,,27,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000766,data/raw/tiny-genimage/images/Real/n01614925_14091.JPEG,0,Real,n01614925_14091.JPEG,e5ad7ebd38645dc5f31fe7be64786648f969bfd56db54c408d481470f325339a,9adb642493cbd91c,6d35717979716565,n01614925,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000767,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_030_vqdm_00005.png,1,VQDM,VQDM_1000_200_00_030_vqdm_00005.png,78fdc015d186fc966648c8c9582253f64b6256529f2adcb46f50bbcd71b68ead,ed926e954c628d66,f470e8e0d4928ba3,,30,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000768,data/raw/tiny-genimage/images/Real/n01665541_8466.JPEG,0,Real,n01665541_8466.JPEG,dc6243e50dfc3ca2668f716a2bf45cc045f2984a53f6c26b504f005a8cd5e4bd,e33dda3230c6c719,381ce28e8ee8c8e0,n01665541,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000769,data/raw/tiny-genimage/images/Wukong/128_wukong_image123.png,1,Wukong,128_wukong_image123.png,bdb84f35294bdbb1468168f14beae5926713e13b5b3ca2b331d5f4448d3f4366,ce4631f1c9e73238,6827676370be18b0,,128,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000770,data/raw/tiny-genimage/images/Real/n01632458_7633.JPEG,0,Real,n01632458_7633.JPEG,cd89b6431fd9c1ee7878950dc4d05a07b60e17660db821e9f4e5445bb04697e5,d041f8c8f8f36b98,9196c4e8b06d349c,n01632458,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000771,data/raw/tiny-genimage/images/ADM/11_adm_72.PNG,1,ADM,11_adm_72.PNG,d28487dfe5ac5594b0836caabe4ba6b5bb148b28502151ef9d29c4321b725f3b,f4d59d6a86954aa1,e0f08c8cc7031e30,,11,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000772,data/raw/tiny-genimage/images/Real/n01644373_7988.JPEG,0,Real,n01644373_7988.JPEG,02665e33c0a36bcdd90aef57991598327b6d06473b49739771a9141cf2f27b52,b9c0d02fce0f30be,a31b1f7f379f1b1e,n01644373,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000773,data/raw/tiny-genimage/images/BigGAN/029_biggan_00144.png,1,BigGAN,029_biggan_00144.png,72e90e55f44059b9718959098f5fcbcf8d1040bdd0d076bb359db24e8e375a43,d7623e0ca1f65c0d,2d4f00c8d370667c,,29,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000774,data/raw/tiny-genimage/images/Real/n01644900_14487.JPEG,0,Real,n01644900_14487.JPEG,ba8c3fac0503abb53e9b021b9da1fc0bfa643e1818bb6fb89017502744b9d237,cd9662ba56c53670,4444c4e230393323,n01644900,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000775,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_035_glide_00162.png,1,GLIDE,GLIDE_1000_200_00_035_glide_00162.png,22de2fa498a56e1f695f874ea57b69de6c99e2ec5d073f2dd68bb6bc1dca92f7,b946e06dd26e0fe0,031e5c789852179d,,35,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000776,data/raw/tiny-genimage/images/Real/n01630670_1609.JPEG,0,Real,n01630670_1609.JPEG,3576dddf2e7f22d96841ca431438d5c0754bd36e723810a55268cf4dcd373c14,ef1090eab796a493,9d13ec634b47410a,n01630670,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000777,data/raw/tiny-genimage/images/Midjourney/124_midjourney_117.png,1,Midjourney,124_midjourney_117.png,9941f4c8a4fdc0b6fbc634cf6faf77e9eabd0cd262af0a42c3d2158d7d58df04,c17cd26c5aa34af4,311e83ca26e3c4cc,,124,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000778,data/raw/tiny-genimage/images/Real/n01630670_3365.JPEG,0,Real,n01630670_3365.JPEG,10616c69dfbe09ecb9ad5777b5cc351f35b09bc60dd0e16cc02cc4633e8dba11,b33994ca61b5d2d8,9e591d8ed14deeec,n01630670,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000779,data/raw/tiny-genimage/images/SD15/027_sdv5_00140.png,1,SD15,027_sdv5_00140.png,216d89d1dbc73fa5392b7d679096e5a031ccdd73c57bb19c829a047ee55c1c5f,b7c4b07645c0733d,862d4a6a484d369a,,27,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000780,data/raw/tiny-genimage/images/Real/n01614925_2515.JPEG,0,Real,n01614925_2515.JPEG,aaa20563342849d80414595b295dd3125b0fc1ebe6156fede9db3d48e8104e89,b41b8f86c96cccb2,785c2e9e9c44ced6,n01614925,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000781,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_031_vqdm_00076.png,1,VQDM,VQDM_1000_200_00_031_vqdm_00076.png,68d4d6876788f56ad6e59d53074d973b05a8a13255ec9f4431a2f87fe75c9ce8,da702f255c8f83c3,200c9938947e6d75,,31,"Integer token parsed from GLIDE/VQDM filename pattern; uncertain class index, not an official source ID."
pilot_000782,data/raw/tiny-genimage/images/Real/n01667114_1763.JPEG,0,Real,n01667114_1763.JPEG,6ac2c08f7fe9f95620aad49ca6af5a2808f5731ff3f79fece62ae51930f86dab,cf8938198d49339f,f3e041c06031310c,n01667114,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_000783,data/raw/tiny-genimage/images/Wukong/128_wukong_image87.png,1,Wukong,128_wukong_image87.png,0d2b80cc9394f674deb007ccae585ea28033e0c1d9980848df72995a9fe3da9f,e1edce9131664e19,0c11678e995d160c,,128,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_000784,data/raw/tiny-genimage/images/Real/n01632777_1860.JPEG,0,Real,n01632777_1860.JPEG,766073d195cbfb0ea471dcb36c7831d7e3efe22defa9c5ac7e13f855f781afb4,e78539f903af600d,4a54646d240322e2,n01632777,,ImageNet-style synset parsed from original filename; not an official dataset field.
