source_image_id,source_path,split,label,true_label,generator,condition,severity,output_path,output_format,width,height,display_canvas_size,display_image_size,jpeg_quality,jpeg_subsampling,canvas_rgb,final_resize_method
pilot_000432,data/processed/controlled_v1/images/Real/pilot_000432.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000432.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000433,data/processed/controlled_v1/images/Wukong/pilot_000433.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000433.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000434,data/processed/controlled_v1/images/Real/pilot_000434.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000434.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000438,data/processed/controlled_v1/images/Real/pilot_000438.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000438.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000441,data/processed/controlled_v1/images/Midjourney/pilot_000441.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000441.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000445,data/processed/controlled_v1/images/VQDM/pilot_000445.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000445.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000446,data/processed/controlled_v1/images/Real/pilot_000446.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000446.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000447,data/processed/controlled_v1/images/Wukong/pilot_000447.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000447.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000450,data/processed/controlled_v1/images/Real/pilot_000450.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000450.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000455,data/processed/controlled_v1/images/Midjourney/pilot_000455.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000455.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000458,data/processed/controlled_v1/images/Real/pilot_000458.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000458.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000459,data/processed/controlled_v1/images/VQDM/pilot_000459.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000459.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000460,data/processed/controlled_v1/images/Real/pilot_000460.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000460.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000461,data/processed/controlled_v1/images/Wukong/pilot_000461.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000461.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000468,data/processed/controlled_v1/images/Real/pilot_000468.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000468.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000469,data/processed/controlled_v1/images/Midjourney/pilot_000469.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000469.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000470,data/processed/controlled_v1/images/Real/pilot_000470.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000470.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000473,data/processed/controlled_v1/images/VQDM/pilot_000473.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000473.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000475,data/processed/controlled_v1/images/Wukong/pilot_000475.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000475.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000482,data/processed/controlled_v1/images/Real/pilot_000482.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000482.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000483,data/processed/controlled_v1/images/Midjourney/pilot_000483.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000483.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000487,data/processed/controlled_v1/images/VQDM/pilot_000487.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000487.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000489,data/processed/controlled_v1/images/Wukong/pilot_000489.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000489.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000490,data/processed/controlled_v1/images/Real/pilot_000490.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000490.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000492,data/processed/controlled_v1/images/Real/pilot_000492.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000492.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000497,data/processed/controlled_v1/images/Midjourney/pilot_000497.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000497.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000498,data/processed/controlled_v1/images/Real/pilot_000498.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000498.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000501,data/processed/controlled_v1/images/VQDM/pilot_000501.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000501.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000503,data/processed/controlled_v1/images/Wukong/pilot_000503.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000503.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000504,data/processed/controlled_v1/images/Real/pilot_000504.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000504.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000506,data/processed/controlled_v1/images/Real/pilot_000506.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000506.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000510,data/processed/controlled_v1/images/Real/pilot_000510.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000510.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000511,data/processed/controlled_v1/images/Midjourney/pilot_000511.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000511.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000514,data/processed/controlled_v1/images/Real/pilot_000514.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000514.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000515,data/processed/controlled_v1/images/VQDM/pilot_000515.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000515.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000517,data/processed/controlled_v1/images/Wukong/pilot_000517.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000517.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000524,data/processed/controlled_v1/images/Real/pilot_000524.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000524.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000525,data/processed/controlled_v1/images/Midjourney/pilot_000525.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000525.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000526,data/processed/controlled_v1/images/Real/pilot_000526.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000526.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000528,data/processed/controlled_v1/images/Real/pilot_000528.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000528.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000529,data/processed/controlled_v1/images/VQDM/pilot_000529.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000529.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000531,data/processed/controlled_v1/images/Wukong/pilot_000531.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000531.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000534,data/processed/controlled_v1/images/Real/pilot_000534.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000534.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000536,data/processed/controlled_v1/images/Real/pilot_000536.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000536.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000538,data/processed/controlled_v1/images/Real/pilot_000538.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000538.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000539,data/processed/controlled_v1/images/Midjourney/pilot_000539.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000539.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000543,data/processed/controlled_v1/images/VQDM/pilot_000543.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000543.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000545,data/processed/controlled_v1/images/Wukong/pilot_000545.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000545.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000552,data/processed/controlled_v1/images/Real/pilot_000552.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000552.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000553,data/processed/controlled_v1/images/Midjourney/pilot_000553.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000553.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000556,data/processed/controlled_v1/images/Real/pilot_000556.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000556.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000557,data/processed/controlled_v1/images/VQDM/pilot_000557.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000557.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000558,data/processed/controlled_v1/images/Real/pilot_000558.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000558.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000559,data/processed/controlled_v1/images/Wukong/pilot_000559.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000559.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000566,data/processed/controlled_v1/images/Real/pilot_000566.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000566.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000567,data/processed/controlled_v1/images/Midjourney/pilot_000567.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000567.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000568,data/processed/controlled_v1/images/Real/pilot_000568.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000568.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000571,data/processed/controlled_v1/images/VQDM/pilot_000571.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000571.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000573,data/processed/controlled_v1/images/Wukong/pilot_000573.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000573.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000576,data/processed/controlled_v1/images/Real/pilot_000576.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000576.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000581,data/processed/controlled_v1/images/Midjourney/pilot_000581.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000581.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000585,data/processed/controlled_v1/images/VQDM/pilot_000585.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000585.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000586,data/processed/controlled_v1/images/Real/pilot_000586.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000586.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000587,data/processed/controlled_v1/images/Wukong/pilot_000587.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000587.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000590,data/processed/controlled_v1/images/Real/pilot_000590.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000590.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000595,data/processed/controlled_v1/images/Midjourney/pilot_000595.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000595.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000599,data/processed/controlled_v1/images/VQDM/pilot_000599.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000599.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000601,data/processed/controlled_v1/images/Wukong/pilot_000601.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000601.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000602,data/processed/controlled_v1/images/Real/pilot_000602.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000602.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000608,data/processed/controlled_v1/images/Real/pilot_000608.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000608.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000609,data/processed/controlled_v1/images/Midjourney/pilot_000609.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000609.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000613,data/processed/controlled_v1/images/VQDM/pilot_000613.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000613.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000615,data/processed/controlled_v1/images/Wukong/pilot_000615.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000615.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000623,data/processed/controlled_v1/images/Midjourney/pilot_000623.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000623.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000626,data/processed/controlled_v1/images/Real/pilot_000626.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000626.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000627,data/processed/controlled_v1/images/VQDM/pilot_000627.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000627.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000629,data/processed/controlled_v1/images/Wukong/pilot_000629.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000629.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000630,data/processed/controlled_v1/images/Real/pilot_000630.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000630.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000634,data/processed/controlled_v1/images/Real/pilot_000634.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000634.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000637,data/processed/controlled_v1/images/Midjourney/pilot_000637.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000637.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000640,data/processed/controlled_v1/images/Real/pilot_000640.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000640.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000641,data/processed/controlled_v1/images/VQDM/pilot_000641.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000641.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000643,data/processed/controlled_v1/images/Wukong/pilot_000643.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000643.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000651,data/processed/controlled_v1/images/Midjourney/pilot_000651.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000651.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000655,data/processed/controlled_v1/images/VQDM/pilot_000655.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000655.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000657,data/processed/controlled_v1/images/Wukong/pilot_000657.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000657.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000660,data/processed/controlled_v1/images/Real/pilot_000660.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000660.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000665,data/processed/controlled_v1/images/Midjourney/pilot_000665.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000665.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000669,data/processed/controlled_v1/images/VQDM/pilot_000669.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000669.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000670,data/processed/controlled_v1/images/Real/pilot_000670.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000670.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000671,data/processed/controlled_v1/images/Wukong/pilot_000671.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000671.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000674,data/processed/controlled_v1/images/Real/pilot_000674.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000674.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000676,data/processed/controlled_v1/images/Real/pilot_000676.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000676.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000679,data/processed/controlled_v1/images/Midjourney/pilot_000679.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000679.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000680,data/processed/controlled_v1/images/Real/pilot_000680.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000680.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000683,data/processed/controlled_v1/images/VQDM/pilot_000683.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000683.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000685,data/processed/controlled_v1/images/Wukong/pilot_000685.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000685.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000686,data/processed/controlled_v1/images/Real/pilot_000686.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000686.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000690,data/processed/controlled_v1/images/Real/pilot_000690.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000690.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000693,data/processed/controlled_v1/images/Midjourney/pilot_000693.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000693.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000694,data/processed/controlled_v1/images/Real/pilot_000694.jpg,unseen_test,0,0,Real,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000694.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000697,data/processed/controlled_v1/images/VQDM/pilot_000697.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000697.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000699,data/processed/controlled_v1/images/Wukong/pilot_000699.jpg,unseen_test,1,1,Wukong,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000699.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000707,data/processed/controlled_v1/images/Midjourney/pilot_000707.jpg,unseen_test,1,1,Midjourney,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000707.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
pilot_000711,data/processed/controlled_v1/images/VQDM/pilot_000711.jpg,unseen_test,1,1,VQDM,screenshot_mild,mild,data/processed/screenshot_v1/unseen_test/screenshot_mild/pilot_000711.png,PNG,224,224,512,448,85,0,"[32, 32, 32]",LANCZOS
