image_id,binary_label,source_dataset,real_domain,generator_id,prompt_group,embedding_row,fold_1_role,fold_2_role,fold_3_role,fold_4_role,path
QWEN_0415_Seedream_40,1,Qwen,,qwen::Seedream-4.0,qwen_prompt::415,3236,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.0/000415_f7729775.jpg
QWEN_0415_Seedream_45,1,Qwen,,qwen::Seedream-4.5,qwen_prompt::415,3237,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.5/000415_d59de348.jpg
QWEN_0415_Seedream_50,1,Qwen,,qwen::Seedream-5.0,qwen_prompt::415,3238,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Seedream-5.0/000415_f11feaba.jpg
QWEN_0415_gpt_image_2,1,Qwen,,qwen::gpt-image-2,qwen_prompt::415,3239,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/gpt-image-2/000415_bb3839ae.png
QWEN_0415_kling_v2_1,1,Qwen,,qwen::kling_v2_1,qwen_prompt::415,3240,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/kling_v2_1/000415_3a92c27b.jpg
QWEN_0415_nano_banana_20,1,Qwen,,qwen::nano-banana-2.0,qwen_prompt::415,3241,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-2.0/000415_dbd6a735.jpg
QWEN_0415_nano_banana_pro,1,Qwen,,qwen::nano-banana-pro,qwen_prompt::415,3242,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-pro/000415_764d43e9.png
QWEN_0420_FLUX2_max,1,Qwen,,qwen::FLUX.2_max,qwen_prompt::420,3243,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2_max/000420_df306d0e.jpg
QWEN_0420_FLUX2_pro,1,Qwen,,qwen::FLUX.2-pro,qwen_prompt::420,3244,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2-pro/000420_e4d2fcf2.png
QWEN_0420_GLM_Image,1,Qwen,,qwen::GLM-Image,qwen_prompt::420,3245,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GLM-Image/000420_b15a5f6d.jpg
QWEN_0420_GPT_Image_1,1,Qwen,,qwen::GPT-Image-1,qwen_prompt::420,3246,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1/000420_f0b4db64.png
QWEN_0420_GPT_Image_15,1,Qwen,,qwen::GPT-Image-1.5,qwen_prompt::420,3247,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1.5/000420_6a9d22bc.png
QWEN_0420_HunyuanImage_30,1,Qwen,,qwen::HunyuanImage-3.0,qwen_prompt::420,3248,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/HunyuanImage-3.0/000420_de35b976.png
QWEN_0420_Imagen_40,1,Qwen,,qwen::Imagen-4.0,qwen_prompt::420,3249,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0/000420_3375deeb.png
QWEN_0420_Imagen_40_Ultra,1,Qwen,,qwen::Imagen-4.0-Ultra,qwen_prompt::420,3250,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000420_f2eda896.png
QWEN_0420_Qwen_Image,1,Qwen,,qwen::Qwen-Image,qwen_prompt::420,3251,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image/000420_475d1615.jpg
QWEN_0420_Qwen_Image_20_pro,1,Qwen,,qwen::Qwen-Image-2.0-pro,qwen_prompt::420,3252,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000420_a8f5f82f.png
QWEN_0420_Qwen_Image_2512,1,Qwen,,qwen::Qwen-Image-2512,qwen_prompt::420,3253,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Qwen-Image-2512/000420_d894c8e1.jpg
QWEN_0420_Seedream_40,1,Qwen,,qwen::Seedream-4.0,qwen_prompt::420,3254,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.0/000420_adf0ebe3.jpg
QWEN_0420_Seedream_45,1,Qwen,,qwen::Seedream-4.5,qwen_prompt::420,3255,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.5/000420_61c658c8.jpg
QWEN_0420_Seedream_50,1,Qwen,,qwen::Seedream-5.0,qwen_prompt::420,3256,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Seedream-5.0/000420_b81c795d.jpg
QWEN_0420_gpt_image_2,1,Qwen,,qwen::gpt-image-2,qwen_prompt::420,3257,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/gpt-image-2/000420_e7b826e7.png
QWEN_0420_kling_v2_1,1,Qwen,,qwen::kling_v2_1,qwen_prompt::420,3258,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/kling_v2_1/000420_0ea77fd9.jpg
QWEN_0420_nano_banana_20,1,Qwen,,qwen::nano-banana-2.0,qwen_prompt::420,3259,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-2.0/000420_8326fe4c.jpg
QWEN_0420_nano_banana_pro,1,Qwen,,qwen::nano-banana-pro,qwen_prompt::420,3260,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-pro/000420_d31607e8.png
QWEN_0423_FLUX2_max,1,Qwen,,qwen::FLUX.2_max,qwen_prompt::423,3261,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2_max/000423_f96d958b.jpg
QWEN_0423_FLUX2_pro,1,Qwen,,qwen::FLUX.2-pro,qwen_prompt::423,3262,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2-pro/000423_9894bf62.png
QWEN_0423_GLM_Image,1,Qwen,,qwen::GLM-Image,qwen_prompt::423,3263,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GLM-Image/000423_82c40c0d.jpg
QWEN_0423_GPT_Image_1,1,Qwen,,qwen::GPT-Image-1,qwen_prompt::423,3264,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1/000423_d73e87b2.png
QWEN_0423_GPT_Image_15,1,Qwen,,qwen::GPT-Image-1.5,qwen_prompt::423,3265,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1.5/000423_feefe5e9.png
QWEN_0423_HunyuanImage_30,1,Qwen,,qwen::HunyuanImage-3.0,qwen_prompt::423,3266,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/HunyuanImage-3.0/000423_941819d6.png
QWEN_0423_Imagen_40,1,Qwen,,qwen::Imagen-4.0,qwen_prompt::423,3267,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0/000423_6118b4d3.png
QWEN_0423_Imagen_40_Ultra,1,Qwen,,qwen::Imagen-4.0-Ultra,qwen_prompt::423,3268,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000423_f8aad11d.png
QWEN_0423_Qwen_Image,1,Qwen,,qwen::Qwen-Image,qwen_prompt::423,3269,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image/000423_6b77cf8a.jpg
QWEN_0423_Qwen_Image_20_pro,1,Qwen,,qwen::Qwen-Image-2.0-pro,qwen_prompt::423,3270,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000423_66e9796a.png
QWEN_0423_Qwen_Image_2512,1,Qwen,,qwen::Qwen-Image-2512,qwen_prompt::423,3271,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Qwen-Image-2512/000423_1c23cafc.jpg
QWEN_0423_Seedream_40,1,Qwen,,qwen::Seedream-4.0,qwen_prompt::423,3272,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.0/000423_a37f3a3c.jpg
QWEN_0423_Seedream_45,1,Qwen,,qwen::Seedream-4.5,qwen_prompt::423,3273,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.5/000423_401b9c76.jpg
QWEN_0423_Seedream_50,1,Qwen,,qwen::Seedream-5.0,qwen_prompt::423,3274,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Seedream-5.0/000423_2a2f3d15.jpg
QWEN_0423_gpt_image_2,1,Qwen,,qwen::gpt-image-2,qwen_prompt::423,3275,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/gpt-image-2/000423_e1a01aef.png
QWEN_0423_kling_v2_1,1,Qwen,,qwen::kling_v2_1,qwen_prompt::423,3276,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/kling_v2_1/000423_fc2ff1e0.jpg
QWEN_0423_nano_banana_20,1,Qwen,,qwen::nano-banana-2.0,qwen_prompt::423,3277,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-2.0/000423_747753e3.jpg
QWEN_0423_nano_banana_pro,1,Qwen,,qwen::nano-banana-pro,qwen_prompt::423,3278,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-pro/000423_2ff28a1c.png
QWEN_0430_FLUX2_max,1,Qwen,,qwen::FLUX.2_max,qwen_prompt::430,3279,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2_max/000430_8dc9214f.jpg
QWEN_0430_FLUX2_pro,1,Qwen,,qwen::FLUX.2-pro,qwen_prompt::430,3280,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2-pro/000430_262155d5.png
QWEN_0430_GLM_Image,1,Qwen,,qwen::GLM-Image,qwen_prompt::430,3281,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GLM-Image/000430_20c617e9.jpg
QWEN_0430_GPT_Image_1,1,Qwen,,qwen::GPT-Image-1,qwen_prompt::430,3282,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1/000430_4c7647fb.png
QWEN_0430_GPT_Image_15,1,Qwen,,qwen::GPT-Image-1.5,qwen_prompt::430,3283,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1.5/000430_5b88e52e.png
QWEN_0430_HunyuanImage_30,1,Qwen,,qwen::HunyuanImage-3.0,qwen_prompt::430,3284,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/HunyuanImage-3.0/000430_01743d95.png
QWEN_0430_Imagen_40,1,Qwen,,qwen::Imagen-4.0,qwen_prompt::430,3285,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0/000430_04e1a7ae.png
QWEN_0430_Imagen_40_Ultra,1,Qwen,,qwen::Imagen-4.0-Ultra,qwen_prompt::430,3286,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000430_f9265ddb.png
QWEN_0430_Qwen_Image,1,Qwen,,qwen::Qwen-Image,qwen_prompt::430,3287,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image/000430_944c7382.jpg
QWEN_0430_Qwen_Image_20_pro,1,Qwen,,qwen::Qwen-Image-2.0-pro,qwen_prompt::430,3288,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000430_71d3b21d.png
QWEN_0430_Qwen_Image_2512,1,Qwen,,qwen::Qwen-Image-2512,qwen_prompt::430,3289,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Qwen-Image-2512/000430_8e937b22.jpg
QWEN_0430_Seedream_40,1,Qwen,,qwen::Seedream-4.0,qwen_prompt::430,3290,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.0/000430_b51b0010.jpg
QWEN_0430_Seedream_45,1,Qwen,,qwen::Seedream-4.5,qwen_prompt::430,3291,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.5/000430_fce48548.jpg
QWEN_0430_Seedream_50,1,Qwen,,qwen::Seedream-5.0,qwen_prompt::430,3292,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Seedream-5.0/000430_32cab7a2.jpg
QWEN_0430_gpt_image_2,1,Qwen,,qwen::gpt-image-2,qwen_prompt::430,3293,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/gpt-image-2/000430_6f98493f.png
QWEN_0430_kling_v2_1,1,Qwen,,qwen::kling_v2_1,qwen_prompt::430,3294,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/kling_v2_1/000430_22a8986f.jpg
QWEN_0430_nano_banana_20,1,Qwen,,qwen::nano-banana-2.0,qwen_prompt::430,3295,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-2.0/000430_fc71e40f.jpg
QWEN_0430_nano_banana_pro,1,Qwen,,qwen::nano-banana-pro,qwen_prompt::430,3296,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-pro/000430_d16ec5b4.png
QWEN_0432_FLUX2_max,1,Qwen,,qwen::FLUX.2_max,qwen_prompt::432,3297,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2_max/000432_d8e48a76.jpg
QWEN_0432_FLUX2_pro,1,Qwen,,qwen::FLUX.2-pro,qwen_prompt::432,3298,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2-pro/000432_22f9a577.png
QWEN_0432_GLM_Image,1,Qwen,,qwen::GLM-Image,qwen_prompt::432,3299,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GLM-Image/000432_40194605.jpg
QWEN_0432_GPT_Image_1,1,Qwen,,qwen::GPT-Image-1,qwen_prompt::432,3300,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1/000432_5acfe5fe.png
QWEN_0432_GPT_Image_15,1,Qwen,,qwen::GPT-Image-1.5,qwen_prompt::432,3301,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1.5/000432_fe9200c9.png
QWEN_0432_HunyuanImage_30,1,Qwen,,qwen::HunyuanImage-3.0,qwen_prompt::432,3302,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/HunyuanImage-3.0/000432_222234cd.png
QWEN_0432_Imagen_40,1,Qwen,,qwen::Imagen-4.0,qwen_prompt::432,3303,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0/000432_792eb703.png
QWEN_0432_Imagen_40_Ultra,1,Qwen,,qwen::Imagen-4.0-Ultra,qwen_prompt::432,3304,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000432_2f5aed36.png
QWEN_0432_Qwen_Image,1,Qwen,,qwen::Qwen-Image,qwen_prompt::432,3305,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image/000432_2af970f7.jpg
QWEN_0432_Qwen_Image_20_pro,1,Qwen,,qwen::Qwen-Image-2.0-pro,qwen_prompt::432,3306,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000432_3682c07b.png
QWEN_0432_Qwen_Image_2512,1,Qwen,,qwen::Qwen-Image-2512,qwen_prompt::432,3307,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Qwen-Image-2512/000432_ac65b54c.jpg
QWEN_0432_Seedream_40,1,Qwen,,qwen::Seedream-4.0,qwen_prompt::432,3308,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.0/000432_0357153f.jpg
QWEN_0432_Seedream_45,1,Qwen,,qwen::Seedream-4.5,qwen_prompt::432,3309,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.5/000432_9b83a64d.jpg
QWEN_0432_Seedream_50,1,Qwen,,qwen::Seedream-5.0,qwen_prompt::432,3310,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Seedream-5.0/000432_86361ef7.jpg
QWEN_0432_gpt_image_2,1,Qwen,,qwen::gpt-image-2,qwen_prompt::432,3311,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/gpt-image-2/000432_21da97fc.png
QWEN_0432_kling_v2_1,1,Qwen,,qwen::kling_v2_1,qwen_prompt::432,3312,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/kling_v2_1/000432_bdd828e2.jpg
QWEN_0432_nano_banana_20,1,Qwen,,qwen::nano-banana-2.0,qwen_prompt::432,3313,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-2.0/000432_e4e2d942.jpg
QWEN_0432_nano_banana_pro,1,Qwen,,qwen::nano-banana-pro,qwen_prompt::432,3314,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-pro/000432_31342795.png
QWEN_0446_FLUX2_max,1,Qwen,,qwen::FLUX.2_max,qwen_prompt::446,3315,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2_max/000446_a1d1fd7e.jpg
QWEN_0446_FLUX2_pro,1,Qwen,,qwen::FLUX.2-pro,qwen_prompt::446,3316,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/FLUX.2-pro/000446_57d20593.png
QWEN_0446_GLM_Image,1,Qwen,,qwen::GLM-Image,qwen_prompt::446,3317,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GLM-Image/000446_28e33b33.jpg
QWEN_0446_GPT_Image_1,1,Qwen,,qwen::GPT-Image-1,qwen_prompt::446,3318,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1/000446_9ff58295.png
QWEN_0446_GPT_Image_15,1,Qwen,,qwen::GPT-Image-1.5,qwen_prompt::446,3319,HOLDOUT_VALIDATION,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/GPT-Image-1.5/000446_be78d6c0.png
QWEN_0446_HunyuanImage_30,1,Qwen,,qwen::HunyuanImage-3.0,qwen_prompt::446,3320,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/HunyuanImage-3.0/000446_dcf83e67.png
QWEN_0446_Imagen_40,1,Qwen,,qwen::Imagen-4.0,qwen_prompt::446,3321,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0/000446_a8ee2e9f.png
QWEN_0446_Imagen_40_Ultra,1,Qwen,,qwen::Imagen-4.0-Ultra,qwen_prompt::446,3322,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000446_675a83dd.png
QWEN_0446_Qwen_Image,1,Qwen,,qwen::Qwen-Image,qwen_prompt::446,3323,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image/000446_25a4295d.jpg
QWEN_0446_Qwen_Image_20_pro,1,Qwen,,qwen::Qwen-Image-2.0-pro,qwen_prompt::446,3324,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000446_fd749421.png
QWEN_0446_Qwen_Image_2512,1,Qwen,,qwen::Qwen-Image-2512,qwen_prompt::446,3325,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Qwen-Image-2512/000446_9ea11c49.jpg
QWEN_0446_Seedream_40,1,Qwen,,qwen::Seedream-4.0,qwen_prompt::446,3326,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.0/000446_f162dc03.jpg
QWEN_0446_Seedream_45,1,Qwen,,qwen::Seedream-4.5,qwen_prompt::446,3327,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,data/external_v2/public/qwen/images/Seedream-4.5/000446_70f259f7.jpg
QWEN_0446_Seedream_50,1,Qwen,,qwen::Seedream-5.0,qwen_prompt::446,3328,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,HOLDOUT_VALIDATION,data/external_v2/public/qwen/images/Seedream-5.0/000446_8dd5abf2.jpg
QWEN_0446_gpt_image_2,1,Qwen,,qwen::gpt-image-2,qwen_prompt::446,3329,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/gpt-image-2/000446_5aaa0e9c.png
QWEN_0446_kling_v2_1,1,Qwen,,qwen::kling_v2_1,qwen_prompt::446,3330,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/kling_v2_1/000446_c490ea58.jpg
QWEN_0446_nano_banana_20,1,Qwen,,qwen::nano-banana-2.0,qwen_prompt::446,3331,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-2.0/000446_a152209f.jpg
QWEN_0446_nano_banana_pro,1,Qwen,,qwen::nano-banana-pro,qwen_prompt::446,3332,PROMPT_BLOCKED,HOLDOUT_VALIDATION,PROMPT_BLOCKED,PROMPT_BLOCKED,data/external_v2/public/qwen/images/nano-banana-pro/000446_4390460e.png
