image_id,raw_path,processed_path,label,generator,original_filename,original_format,original_width,original_height,original_aspect_ratio,original_mode,processed_format,processed_width,processed_height,processed_mode,processing_version,raw_sha256,processed_sha256,processing_failed,failure_reason
pilot_000811,data/raw/tiny-genimage/images/Wukong/12_wukong_image155.png,data/processed/controlled_v1/images/Wukong/pilot_000811.jpg,1,Wukong,12_wukong_image155.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,720ab688c25116f5daa7bbd47b0e4e7c44b5dbe4952cea1c7900cc03d6777b23,9c475df932d9840660eb6ffaff3e557bb7f7bf8e145cd73a770ef192443dea27,False,
pilot_000812,data/raw/tiny-genimage/images/Real/n01632777_6838.JPEG,data/processed/controlled_v1/images/Real/pilot_000812.jpg,0,Real,n01632777_6838.JPEG,JPEG,425,305,1.393443,RGB,JPEG,224,224,RGB,controlled_v1,62c21b7557df6e3ccc97ee264fe6f5f8b4ea36ebbff9d5480f955cc783daa420,cd8b025ccf5afad5286d8b932bb6eae23d7a30dec17575904384514f9b92007d,False,
pilot_000813,data/raw/tiny-genimage/images/ADM/122_adm_152.PNG,data/processed/controlled_v1/images/ADM/pilot_000813.jpg,1,ADM,122_adm_152.PNG,PNG,256,256,1.0,RGBA,JPEG,224,224,RGB,controlled_v1,d0dde20e4113a54bccf562dcc7f92d90e61d5d3fc0177e69db088ae5916f1ee6,75a1c08d54e42e84fad7d3e8558fdccbf1b9a0bc2d1cec5d69d16630b51165a8,False,
pilot_000814,data/raw/tiny-genimage/images/Real/n01644900_19.JPEG,data/processed/controlled_v1/images/Real/pilot_000814.jpg,0,Real,n01644900_19.JPEG,JPEG,478,285,1.677193,RGB,JPEG,224,224,RGB,controlled_v1,714f2b577c9eebdd4a3364c560f303bea790e7bf8be82207b37e00e633ba86b7,a49552bb8966a62b5d37a06a897511ca5ea1482ccae858fa63227f5c38e8c333,False,
pilot_000815,data/raw/tiny-genimage/images/BigGAN/030_biggan_00178.png,data/processed/controlled_v1/images/BigGAN/pilot_000815.jpg,1,BigGAN,030_biggan_00178.png,PNG,128,128,1.0,RGB,JPEG,224,224,RGB,controlled_v1,3e51c2c141e256b1e4a177669626c43394e9128851112b21812bb50ae595dba3,10e54da6267c1b82fed9c8530fa9e66b3e7e1f0f5c206f277934667ea0157ca4,False,
pilot_000816,data/raw/tiny-genimage/images/Real/n01664065_14459.JPEG,data/processed/controlled_v1/images/Real/pilot_000816.jpg,0,Real,n01664065_14459.JPEG,JPEG,375,250,1.5,RGB,JPEG,224,224,RGB,controlled_v1,33ad84adf9ef605707b8ecf9b10c477ad8ec2bd161f1ea33b2d0aee93130e2fc,801ed4d83ae08ba7f94555a799f8f5bc5113097addbe257f37fa9a6591b8ebf5,False,
pilot_000817,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_038_glide_00050.png,data/processed/controlled_v1/images/GLIDE/pilot_000817.jpg,1,GLIDE,GLIDE_1000_200_00_038_glide_00050.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,3b31283b4713d9b6ac92931e8394d0b2766ac0ba7c10b76ef5a9d8d441df8e9f,200f04124a4a7eb55da11fbe32e2fb187d1fad6d65b1b3eb730f16d01385e423,False,
pilot_000818,data/raw/tiny-genimage/images/Real/n01632458_219.JPEG,data/processed/controlled_v1/images/Real/pilot_000818.jpg,0,Real,n01632458_219.JPEG,JPEG,640,425,1.505882,RGB,JPEG,224,224,RGB,controlled_v1,89bcb7be3f6426ac24c2620658643b0f79b58256ef8728a94b1c2f2e7d9f19fb,14c42b514e1e809a08a5affd5fceb8c0299825c0bf271e526acfda7a30deee6e,False,
pilot_000819,data/raw/tiny-genimage/images/Midjourney/126_midjourney_33.png,data/processed/controlled_v1/images/Midjourney/pilot_000819.jpg,1,Midjourney,126_midjourney_33.png,PNG,1024,1024,1.0,RGB,JPEG,224,224,RGB,controlled_v1,b2924ab7810afb61124b676523d0f5741b89a8c2f1631ad2fb35178dcf46ff31,fb628d7d1581156244428c310460d429edb0b127b3182c607aad42bd410bf8cc,False,
pilot_000820,data/raw/tiny-genimage/images/Real/n01631663_17208.JPEG,data/processed/controlled_v1/images/Real/pilot_000820.jpg,0,Real,n01631663_17208.JPEG,JPEG,500,333,1.501502,RGB,JPEG,224,224,RGB,controlled_v1,0edc827f47af237a3f240d56bf8dfe2947eb71afc1fc2418edb1a27cd4a30ce9,56488a8e4bc6770b0492006b9c198974525406d49e6d8396c8ecd18f77c004f6,False,
pilot_000821,data/raw/tiny-genimage/images/SD15/029_sdv5_00061.png,data/processed/controlled_v1/images/SD15/pilot_000821.jpg,1,SD15,029_sdv5_00061.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,c6a5168931ed1a1f9c5ffcbbf776b3dc87dd04b7ea40d10a31892015e5a44128,670bb3c24f9c9a75cd5bd2293059aca27fb97d4ab6f430cd885194a914477ee4,False,
pilot_000822,data/raw/tiny-genimage/images/Real/n01616318_8726.JPEG,data/processed/controlled_v1/images/Real/pilot_000822.jpg,0,Real,n01616318_8726.JPEG,JPEG,500,394,1.269036,RGB,JPEG,224,224,RGB,controlled_v1,a97a52949fca46daf9b664c0756cca88014074a7ccddc94f02220d2d506f48f3,ae63f8f162b4294840f48c77aad4f0edff6b29408d0800d67a62821101fca3bb,False,
pilot_000823,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_032_vqdm_00060.png,data/processed/controlled_v1/images/VQDM/pilot_000823.jpg,1,VQDM,VQDM_1000_200_00_032_vqdm_00060.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,6f160fb2d55e66dfbce4199011edb49522e771ee61cecd3c28f99a743e14a2c8,b0fde5d7d5034706089494300f05e0bdd26d990618bf87c4659b90beb2b9739f,False,
pilot_000824,data/raw/tiny-genimage/images/Real/n01669191_13630.JPEG,data/processed/controlled_v1/images/Real/pilot_000824.jpg,0,Real,n01669191_13630.JPEG,JPEG,640,480,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,9a45b19fa55189da7793a9a1cacd03f251d5018b469e84a802486601b4838302,f3106e6e541060eafcbcee94ef2e6c4d6417ee056338ffe451beba6cafd49be5,False,
pilot_000825,data/raw/tiny-genimage/images/Wukong/12_wukong_image73.png,data/processed/controlled_v1/images/Wukong/pilot_000825.jpg,1,Wukong,12_wukong_image73.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,e20fd8165608f86bf01c015e8dc653a0f547953f06338b9c440b3221920e1fab,aba909f04c55ece521371cb1f3c99ffec57ac872ca2685373b6ac03f97ef49ef,False,
pilot_000826,data/raw/tiny-genimage/images/Real/n01644373_10586.JPEG,data/processed/controlled_v1/images/Real/pilot_000826.jpg,0,Real,n01644373_10586.JPEG,JPEG,500,361,1.385042,RGB,JPEG,224,224,RGB,controlled_v1,719d86103814cc8a364228d1a844edf1ecc1e42df092d5edd993724f49e7fce3,685e054d4afbdcf5892733cdcc07d341e0030bf578d381855d9eebb225d47b17,False,
pilot_000827,data/raw/tiny-genimage/images/ADM/124_adm_186.PNG,data/processed/controlled_v1/images/ADM/pilot_000827.jpg,1,ADM,124_adm_186.PNG,PNG,256,256,1.0,RGBA,JPEG,224,224,RGB,controlled_v1,8188ccc251f438c8dff81bef209748f3250d66c39e4e05e47a9c711c070c85b9,9c3d36407b11a881e83ffa833461ab059aa5b54d83717d9f38d615c4157d1f5b,False,
pilot_000828,data/raw/tiny-genimage/images/Real/n01644900_6826.JPEG,data/processed/controlled_v1/images/Real/pilot_000828.jpg,0,Real,n01644900_6826.JPEG,JPEG,480,640,0.75,RGB,JPEG,224,224,RGB,controlled_v1,2c6ac97f02310266a4db85c4c1176449b030171e5f2853fbea911915c7753a8b,70994cfc924d01fd10c2daec30a13f664f2b7777008580f13d5dd2b87c005785,False,
pilot_000829,data/raw/tiny-genimage/images/BigGAN/031_biggan_00049.png,data/processed/controlled_v1/images/BigGAN/pilot_000829.jpg,1,BigGAN,031_biggan_00049.png,PNG,128,128,1.0,RGB,JPEG,224,224,RGB,controlled_v1,d71ac339caf5e3b04e361acef3aba89a81d443b0af21ebf0491274331c1519d2,8811faeffe5ee14e71e1295aa2aef69d85998b6b10a145f0bf2e6190a5058f0f,False,
pilot_000830,data/raw/tiny-genimage/images/Real/n01664065_15532.JPEG,data/processed/controlled_v1/images/Real/pilot_000830.jpg,0,Real,n01664065_15532.JPEG,JPEG,500,374,1.336898,RGB,JPEG,224,224,RGB,controlled_v1,7be1f56bf82f12e85d5e49cc8feae3274e34eebe73af611da5975870de1e129d,10f472f27eaf983d78cd417218d54d02c766777ece47c53c319a255f10e0c1b0,False,
pilot_000831,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_039_glide_00002.png,data/processed/controlled_v1/images/GLIDE/pilot_000831.jpg,1,GLIDE,GLIDE_1000_200_00_039_glide_00002.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,b56b23844b9154f45891333d0744382dac89264c1e3645b7333ba856d0d156ca,3a4335de28643da68d793796cab27c7ce67dafa58d452cadf5c6e685ecf631d7,False,
pilot_000832,data/raw/tiny-genimage/images/Real/n01632777_18723.JPEG,data/processed/controlled_v1/images/Real/pilot_000832.jpg,0,Real,n01632777_18723.JPEG,JPEG,586,381,1.538058,RGB,JPEG,224,224,RGB,controlled_v1,f45329af88d914c7915d8ba1ac586886a5b59e1f335aaab13599b3970c9dfd8a,9177a8eb03114fa9c1b73bf3845cfa8d47cc32267b115c721891cd470f9be7e5,False,
pilot_000833,data/raw/tiny-genimage/images/Midjourney/126_midjourney_39.png,data/processed/controlled_v1/images/Midjourney/pilot_000833.jpg,1,Midjourney,126_midjourney_39.png,PNG,1024,1024,1.0,RGB,JPEG,224,224,RGB,controlled_v1,36377bf3889115e2494ed8931af515bb2f27db3f7ad0f6fc7b6c537695e45cd4,8c66afe237498cc4bb061d66ea27576b143a98f8e7ab435195f1d61fae5a5d74,False,
pilot_000834,data/raw/tiny-genimage/images/Real/n01631663_7605.JPEG,data/processed/controlled_v1/images/Real/pilot_000834.jpg,0,Real,n01631663_7605.JPEG,JPEG,500,333,1.501502,RGB,JPEG,224,224,RGB,controlled_v1,e0e9c9eb4b73989d5ae54c3c4f49057649e9640a53ad77affb47b11500d456f8,3b2f38a337f25ed1d98007459f25425ad8181f5895be8e1168a750d3265d2215,False,
pilot_000835,data/raw/tiny-genimage/images/SD15/029_sdv5_00107.png,data/processed/controlled_v1/images/SD15/pilot_000835.jpg,1,SD15,029_sdv5_00107.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,95266e1809910479a40387a87e06e6be1ddf90d54eb075b6e6407da2c452f959,ddad4c6ff5a793c7ae05d76f95304b6441aa3009d19ba7c4ce8ea7d13bec34c8,False,
pilot_000836,data/raw/tiny-genimage/images/Real/n01622779_1196.JPEG,data/processed/controlled_v1/images/Real/pilot_000836.jpg,0,Real,n01622779_1196.JPEG,JPEG,500,333,1.501502,RGB,JPEG,224,224,RGB,controlled_v1,8abf4f0de4d9ca980eb2a017fe1859a15450ac7769200ed05814288b58503bbf,2dd31368d25933300f5b98aa534fa753892f611f6a8bac163715be886f0017e2,False,
pilot_000837,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_032_vqdm_00124.png,data/processed/controlled_v1/images/VQDM/pilot_000837.jpg,1,VQDM,VQDM_1000_200_00_032_vqdm_00124.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,d2cbe979fadf45056d024e0cf20de7c4f15b7887d2405a0318efe65e8766e687,486c68fa42b4ce561e59140ded7e2ad2e990c23ddb9b03604eab5cc9fccda73f,False,
pilot_000838,data/raw/tiny-genimage/images/Real/n01669191_2117.JPEG,data/processed/controlled_v1/images/Real/pilot_000838.jpg,0,Real,n01669191_2117.JPEG,JPEG,800,602,1.328904,RGB,JPEG,224,224,RGB,controlled_v1,d73c994a148159eec0a46251ef8b47a9537271129c0725f6ea8015d9a581aea8,aaaf489e04de84012a9faeceb5af4be10b9ff368efa5a1976b80b32e5888fab9,False,
pilot_000839,data/raw/tiny-genimage/images/Wukong/130_wukong_image29.png,data/processed/controlled_v1/images/Wukong/pilot_000839.jpg,1,Wukong,130_wukong_image29.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,965c1d7ee84d2f83f150f29dddec46cdeb9f55e70b5e0da76526eabfb2a69c51,6b84b5071dc37e65dad46db34797b6731a2859dd354269ea588a6ef61d1216af,False,
pilot_000840,data/raw/tiny-genimage/images/Real/n01644373_3619.JPEG,data/processed/controlled_v1/images/Real/pilot_000840.jpg,0,Real,n01644373_3619.JPEG,JPEG,500,375,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,ca3a34491edddb537e92d4b62a8c931078c973b333f1d0ff4b5fdc0717f47797,562189e5573dc648cb7b9c5ef964778efbbf19be217749651c9002d834942c44,False,
pilot_000841,data/raw/tiny-genimage/images/ADM/124_adm_61.PNG,data/processed/controlled_v1/images/ADM/pilot_000841.jpg,1,ADM,124_adm_61.PNG,PNG,256,256,1.0,RGBA,JPEG,224,224,RGB,controlled_v1,ff956d857773c0a2618d7490aa098b0ec39afc7da85fb35852b720607519f846,6e21dd06161a3ec43acd888810115c5d1ffe7747c53448c4d50f3a91eb1ae3a0,False,
pilot_000842,data/raw/tiny-genimage/images/Real/n01644900_8695.JPEG,data/processed/controlled_v1/images/Real/pilot_000842.jpg,0,Real,n01644900_8695.JPEG,JPEG,600,423,1.41844,RGB,JPEG,224,224,RGB,controlled_v1,f85f00b805bf8c7f07e0db58b9d00b85268bb05fb90c3bfa19c42463d1020450,76cb91f71b972b233231c0018c717147cba3516009f537c3ac626e7fec8edefb,False,
pilot_000843,data/raw/tiny-genimage/images/BigGAN/031_biggan_00070.png,data/processed/controlled_v1/images/BigGAN/pilot_000843.jpg,1,BigGAN,031_biggan_00070.png,PNG,128,128,1.0,RGB,JPEG,224,224,RGB,controlled_v1,56af36c66132e3d9b23b52d195b29d1b4652cf255fc024a7ef74fb34e21c9e46,5fd39a9de1dd8b3dc2db21c3f95b7ce8634b8d93e551a04e0b3ce58017bd1093,False,
pilot_000844,data/raw/tiny-genimage/images/Real/n01664065_21235.JPEG,data/processed/controlled_v1/images/Real/pilot_000844.jpg,0,Real,n01664065_21235.JPEG,JPEG,500,375,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,2514abd9f8bcda5b7c7f2fa25156b4a941a6556a878a53a7825066b8f9eaa959,d1e67f16c66e96bdd8b16c66a84dfc57a7ce6996c3f324129123f19be15ce7d5,False,
pilot_000845,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_039_glide_00070.png,data/processed/controlled_v1/images/GLIDE/pilot_000845.jpg,1,GLIDE,GLIDE_1000_200_00_039_glide_00070.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,9f8d5dc428689dcd86ca5e20bf2b593b2c5fce5cec9d27785c3e0bd62dc0da37,7c90a10e56256b4d3cf98499252595acd69a3e1dc46bfb5657c5def3e42b8a25,False,
pilot_000846,data/raw/tiny-genimage/images/Real/n01641577_256.JPEG,data/processed/controlled_v1/images/Real/pilot_000846.jpg,0,Real,n01641577_256.JPEG,JPEG,446,379,1.176781,RGB,JPEG,224,224,RGB,controlled_v1,3878df73a7480fcf7076e39d8a418f7774676d539475417f828657109b39e622,7864515c6cb3c7d7428847127cf21d4211b4b9b7dd339a378996fb4e9cd5b0e9,False,
pilot_000847,data/raw/tiny-genimage/images/Midjourney/128_midjourney_63.png,data/processed/controlled_v1/images/Midjourney/pilot_000847.jpg,1,Midjourney,128_midjourney_63.png,PNG,1024,1024,1.0,RGB,JPEG,224,224,RGB,controlled_v1,b249bd6d5196d142332d952e1aa3d523df4a6a4c4a64f59094a9dea0ad49b53a,f7ff8a4266c0871a64109d2c5bbe0c86fe96988dfab5d467fef79614c6f509c7,False,
pilot_000848,data/raw/tiny-genimage/images/Real/n01632458_10922.JPEG,data/processed/controlled_v1/images/Real/pilot_000848.jpg,0,Real,n01632458_10922.JPEG,JPEG,500,332,1.506024,RGB,JPEG,224,224,RGB,controlled_v1,ba4af340c325b2b1e8ec35c5509f2c1fb6a3a786efcceb8400f93dd4e6fbba8d,fcf35bb2873c6aa6ea1c1453c2b6aa5ce3fcaa6128b93c11891e4a07b1531ac6,False,
pilot_000849,data/raw/tiny-genimage/images/SD15/030_sdv5_00030.png,data/processed/controlled_v1/images/SD15/pilot_000849.jpg,1,SD15,030_sdv5_00030.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,dbfe36be1a1953bf2ab339b5ef5b212779641aa67442413157769606c299d162,f22f76e0cedf93e49343f830162a3fe6d292c9be7f2cda261f1541a81a94d13c,False,
pilot_000850,data/raw/tiny-genimage/images/Real/n01622779_3499.JPEG,data/processed/controlled_v1/images/Real/pilot_000850.jpg,0,Real,n01622779_3499.JPEG,JPEG,479,500,0.958,RGB,JPEG,224,224,RGB,controlled_v1,2bc1f0bccd9b3ccf6c6ecc9e1d76c2867dc480265bcdd351927f3a060dd0a7fc,2f16b81c5dd7a9eb4e0875bdbf6353a4adda7ca93237afdb545f04e153ced734,False,
pilot_000851,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_033_vqdm_00001.png,data/processed/controlled_v1/images/VQDM/pilot_000851.jpg,1,VQDM,VQDM_1000_200_00_033_vqdm_00001.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,fe4e8b7955b1d0b1158e558ba3da6ebf9db35adf26e9230699ea0dd113042112,05f247985954b242ebd4b12344ae97ac7dd887aee4ea48a29dde1515d46fe6b7,False,
pilot_000852,data/raw/tiny-genimage/images/Real/n01675722_4023.JPEG,data/processed/controlled_v1/images/Real/pilot_000852.jpg,0,Real,n01675722_4023.JPEG,JPEG,500,375,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,44c7fec19ba91ab41f0e3fc53170c74cd5c65940c73848e9dea6a8f1833041b3,fa7c7896d90ce2e2393c2f982fd010ca899caaaf55452ea7867491ce6bfa0439,False,
pilot_000853,data/raw/tiny-genimage/images/Wukong/130_wukong_image34.png,data/processed/controlled_v1/images/Wukong/pilot_000853.jpg,1,Wukong,130_wukong_image34.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,15ea39303fc33beb2d23f69434fd72d936b994b19053c9f4fd7bc2d0879d0004,c1b25c9262312ad6278deb017b6bde147bf16656f6f059496dda83ad31f0e3bf,False,
pilot_000854,data/raw/tiny-genimage/images/Real/n01644373_6933.JPEG,data/processed/controlled_v1/images/Real/pilot_000854.jpg,0,Real,n01644373_6933.JPEG,JPEG,1680,1050,1.6,RGB,JPEG,224,224,RGB,controlled_v1,dfe5d741fa1d9ca88ba64718ba9a803ca40a9cfd8fa4c0cc917bc16288d50e6f,db0e72c219d7bb361ab85a047ba8fe6a5df724d053dff4075b33a520b7466ec1,False,
pilot_000855,data/raw/tiny-genimage/images/ADM/125_adm_122.PNG,data/processed/controlled_v1/images/ADM/pilot_000855.jpg,1,ADM,125_adm_122.PNG,PNG,256,256,1.0,RGBA,JPEG,224,224,RGB,controlled_v1,b4a201d81f30965606af7a1790c0571699c823852b05d7758a8fefc439929c0c,b3a99b883c18286acde718e8cfa2635358cef88d4ae571c7621521609eb19f81,False,
pilot_000856,data/raw/tiny-genimage/images/Real/n01664065_20571.JPEG,data/processed/controlled_v1/images/Real/pilot_000856.jpg,0,Real,n01664065_20571.JPEG,JPEG,500,327,1.529052,RGB,JPEG,224,224,RGB,controlled_v1,839350e80d1c5333ed72ce340bf20da0fc6f25d054e657683c60717a0acae829,a88abbdae5fdbc237c58da137363e9273d7c7fd8531ef50d13133c82fdf24a02,False,
pilot_000857,data/raw/tiny-genimage/images/BigGAN/031_biggan_00145.png,data/processed/controlled_v1/images/BigGAN/pilot_000857.jpg,1,BigGAN,031_biggan_00145.png,PNG,128,128,1.0,RGB,JPEG,224,224,RGB,controlled_v1,bee52ebfa738888da8e916cee4398e502aecb34684f8a2f2580d2e654f370cd6,eee6237e95a5f71a3702d48c067774bc87f2e84bb22c7c4c86a9e67f9ab6861a,False,
pilot_000858,data/raw/tiny-genimage/images/Real/n01664065_360.JPEG,data/processed/controlled_v1/images/Real/pilot_000858.jpg,0,Real,n01664065_360.JPEG,JPEG,450,357,1.260504,RGB,JPEG,224,224,RGB,controlled_v1,286f20b2003810d3b9f054e937f2d7f1d67367048834791e76dad78230cd4be0,4e9f5af61b6c6557dd9876d68be4582dde9f55a255f61933ecf370ed3c55e7a7,False,
pilot_000859,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_040_glide_00193.png,data/processed/controlled_v1/images/GLIDE/pilot_000859.jpg,1,GLIDE,GLIDE_1000_200_00_040_glide_00193.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,887726ea618234075d855381ff02205636f7c22293dde66cfdf02a3a692a3a8f,6b544d8f3ba24be9a2f99a2feb52ae0b22b4a944e60c9c299332c5e6e99c9844,False,
pilot_000860,data/raw/tiny-genimage/images/Real/n01644373_1501.JPEG,data/processed/controlled_v1/images/Real/pilot_000860.jpg,0,Real,n01644373_1501.JPEG,JPEG,600,400,1.5,RGB,JPEG,224,224,RGB,controlled_v1,8d39858bbc6d6da00ba9919421edcfc8651c9370f8ae0f8ed8a80525030664c2,bbd87da248480ebe38a3d4430488b710611bd1e7aed93381e90a5563fd14acf2,False,
pilot_000861,data/raw/tiny-genimage/images/Midjourney/128_midjourney_71.png,data/processed/controlled_v1/images/Midjourney/pilot_000861.jpg,1,Midjourney,128_midjourney_71.png,PNG,1024,1024,1.0,RGB,JPEG,224,224,RGB,controlled_v1,4765b1eabf6369484b1272e9e13e6c961485cc088e404122c21f39674e43b882,bc272ce4ff3dd763fbfe4cdaa1ffb8ba244f24695ca5dd1e72b93958c43f5fb5,False,
pilot_000862,data/raw/tiny-genimage/images/Real/n01632458_3135.JPEG,data/processed/controlled_v1/images/Real/pilot_000862.jpg,0,Real,n01632458_3135.JPEG,JPEG,292,436,0.669725,RGB,JPEG,224,224,RGB,controlled_v1,1ab9df68c4eae1455252babf32fa2524a36b7bee2935069d5d51d42d8f5f31bc,370940405ef941d2671842a26c18d37dba69f349a2dc9c229a512e4b94c9df1b,False,
pilot_000863,data/raw/tiny-genimage/images/SD15/030_sdv5_00091.png,data/processed/controlled_v1/images/SD15/pilot_000863.jpg,1,SD15,030_sdv5_00091.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,7afa8877799cf7c8dd68f7eb17a60e53f509ebe05ded992ace4fa56f9560e312,953ec4ef290e181fad724b3a6e81ee6c373533b2c9912ff7371a623214f81e7b,False,
pilot_000864,data/raw/tiny-genimage/images/Real/n01629819_1005.JPEG,data/processed/controlled_v1/images/Real/pilot_000864.jpg,0,Real,n01629819_1005.JPEG,JPEG,500,333,1.501502,RGB,JPEG,224,224,RGB,controlled_v1,964cbcf6e2b5f531e58246f682788362adc8705bb48a85c98e01fd87ed3a231b,911d5f0ce47e9065985a61a203134fe44794103b65cc4438a38c4f774f6e0cae,False,
pilot_000865,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_00_033_vqdm_00091.png,data/processed/controlled_v1/images/VQDM/pilot_000865.jpg,1,VQDM,VQDM_1000_200_00_033_vqdm_00091.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,246e75901986b80c63d00631f66b5ec679be5d0b86cc3ee7110741513ea0cf53,8291fdd87ae29432cf1a04459f2f502dd9692596f5e5c93204532a227eb87af5,False,
pilot_000866,data/raw/tiny-genimage/images/Real/n01675722_6708.JPEG,data/processed/controlled_v1/images/Real/pilot_000866.jpg,0,Real,n01675722_6708.JPEG,JPEG,500,228,2.192982,RGB,JPEG,224,224,RGB,controlled_v1,ab3954c985be8ed161622db00ad20263fe3c193bf1c1f65df8bf0eb8260e6aa1,a3f45896bbaa41e83daec2a2399418da24473d66c8f3d15a257015f826a3562b,False,
pilot_000867,data/raw/tiny-genimage/images/Wukong/130_wukong_image44.png,data/processed/controlled_v1/images/Wukong/pilot_000867.jpg,1,Wukong,130_wukong_image44.png,PNG,512,512,1.0,RGB,JPEG,224,224,RGB,controlled_v1,5234e0b2493c830447c494a11d469a4fb7906f293a7f0e012602e16ab746828b,413281fd5620bf1f83e000eec73790208ee00b2cfb6764d8bb4261f11190589a,False,
pilot_000868,data/raw/tiny-genimage/images/Real/n01644373_8327.JPEG,data/processed/controlled_v1/images/Real/pilot_000868.jpg,0,Real,n01644373_8327.JPEG,JPEG,500,375,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,8f6396e236247a7f5afdd737c20f7ac8ac921c7e66e7185932e497ce6a6eb575,a918538871e922a6a9551505fe3bcc57987f122c8a090375b855bff5f1878a5e,False,
pilot_000869,data/raw/tiny-genimage/images/ADM/125_adm_155.PNG,data/processed/controlled_v1/images/ADM/pilot_000869.jpg,1,ADM,125_adm_155.PNG,PNG,256,256,1.0,RGBA,JPEG,224,224,RGB,controlled_v1,cf6c9d863de9e4f7923f647a4b68456b4b153a5e4b14c43ba5675b5aa2b8cf39,bc93919ef92d8e21f6bf9c75fbf261a88d1942d56e6ea0818cabf6d6d9093759,False,
pilot_000870,data/raw/tiny-genimage/images/Real/n01664065_28239.JPEG,data/processed/controlled_v1/images/Real/pilot_000870.jpg,0,Real,n01664065_28239.JPEG,JPEG,500,375,1.333333,RGB,JPEG,224,224,RGB,controlled_v1,b8bf7ba39d45df71b046e610abb003db971cccc6069dd87db1f72cd5ec47e956,61b0f81d9ed9ab99516fcbbe5e098e50fb26d315cfc1f62d6ac1c1706edc91f5,False,
pilot_000871,data/raw/tiny-genimage/images/BigGAN/031_biggan_00167.png,data/processed/controlled_v1/images/BigGAN/pilot_000871.jpg,1,BigGAN,031_biggan_00167.png,PNG,128,128,1.0,RGB,JPEG,224,224,RGB,controlled_v1,96b05bcf059abacc748759b618b0c78264af369da434bc5b43c33b9155e33bd5,cbe9badbcd738a4704c54a9dda1b563072d567b587524175b92ffccd10dc0dfa,False,
pilot_000872,data/raw/tiny-genimage/images/Real/n01665541_13178.JPEG,data/processed/controlled_v1/images/Real/pilot_000872.jpg,0,Real,n01665541_13178.JPEG,JPEG,500,386,1.295337,RGB,JPEG,224,224,RGB,controlled_v1,bf7fa4bc222b1b110b1f85d8423730f530c85742bd4bc6db220d4a22c9243b01,3c4d1a9b27b69e6f0c0a7e090d669334d64c43cf06c9624a4660c0c8884266b4,False,
pilot_000873,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_00_040_glide_00196.png,data/processed/controlled_v1/images/GLIDE/pilot_000873.jpg,1,GLIDE,GLIDE_1000_200_00_040_glide_00196.png,PNG,256,256,1.0,RGB,JPEG,224,224,RGB,controlled_v1,5a86b1e082c7a91f46600edff634c1b9ca2b48222365014a94837c199e5ba10c,f97be92cc975cd8dfd0f401a31273a54f4c153701842b4071d0764958d50a8af,False,
pilot_000874,data/raw/tiny-genimage/images/Real/n01644900_12202.JPEG,data/processed/controlled_v1/images/Real/pilot_000874.jpg,0,Real,n01644900_12202.JPEG,JPEG,640,427,1.498829,RGB,JPEG,224,224,RGB,controlled_v1,4588eb909644678ff9b6b34cdb1b31fd82a6533bb678a38caf482bd752d6b1fa,701f7022191afaf4b1eb07dad06ac4cb372c110f01ad52b08d8c9ec521a7f35e,False,
