image_id,binary_label,source_dataset,generator,canonical_generator_id,prompt_group,real_domain,path,sha256,fold_1_role,fold_2_role,fold_3_role,fold_4_role
pilot_003424,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978287_2986.JPEG,c99dc12bf07bcffa22bdfdd6f82c28ac41c61c19f27cc1d466d29423c922dda9,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION
pilot_003425,1,Tiny-GenImage,SD15,tiny::SD15,,,data/raw/tiny-genimage/images/SD15/115_sdv5_00119.png,632d087c47b04f100ba95667f83fe1f0e99a52748a5af6c0218f639d56705ec6,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003426,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01910747_1658.JPEG,864efe1728a4f5e5a87442c895bb9a5a8c9cf1ea92138d8d221a5c244c321820,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003427,1,Tiny-GenImage,VQDM,tiny::VQDM,,,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_133_vqdm_00052.png,82bdd78d0b98c7f179e3d8ab52c16896ec6a27348346c7d48b83d0e2462de607,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003428,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01950731_16140.JPEG,71c05d341cfc31d08022e993f16f66da40aef8fbcd71ebb4dd91550fe757f35a,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT
pilot_003429,1,Tiny-GenImage,Wukong,tiny::Wukong,,,data/raw/tiny-genimage/images/Wukong/205_wukong_image20.png,4e193d12206f9d68d6e79061f36681f6abb97e0d774f37315982d083ae5cbe09,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003430,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01968897_4088.JPEG,c92d4dc148c04b5896bfb1cb4e413349812c523790d285363592d38888178e87,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003431,1,Tiny-GenImage,ADM,tiny::ADM,,,data/raw/tiny-genimage/images/ADM/214_adm_166.PNG,9031497d041de8809d3f5c004c8bc1a4fc18f487baf7e719df46e158bdff3974,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003432,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01930112_1037.JPEG,b7e0a5ab9cef818b96706084d1f69d057a07bf8c1ab0cca481af35335fb820f3,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003433,1,Tiny-GenImage,BigGAN,tiny::BigGAN,,,data/raw/tiny-genimage/images/BigGAN/131_biggan_00013.png,ceaaf60745c974e96c118b52139723ac915b887b1354095b948da0a4477788c0,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003434,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n02012849_1236.JPEG,1b285dd9441bbd8968b9ffcfa0c285142b006e2782956cbcee698be90afdfb82,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003435,1,Tiny-GenImage,GLIDE,tiny::GLIDE,,,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_128_glide_00010.png,e8edd28fb4e3cd4e4462272c60144ebff3b2df1d586db1b9a23566df3d101ccb,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003436,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01986214_15026.JPEG,1aca7f42f4b77a4dd1d686dd50b850fd15ce997438ecd61922859f4e17da066e,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003437,1,Tiny-GenImage,Midjourney,tiny::Midjourney,,,data/raw/tiny-genimage/images/Midjourney/200_midjourney_183.png,35e57000905b95877a0514d05cbc4c99e0175b544c279d13255e96500b735759,TRAIN,TRAIN,TRAIN,HOLDOUT_VALIDATION
pilot_003438,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978455_7325.JPEG,495684b1adf69cc8074f1710aad80253a9d3642ab487d26ea7374d55ffcbc352,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION
pilot_003439,1,Tiny-GenImage,SD15,tiny::SD15,,,data/raw/tiny-genimage/images/SD15/116_sdv5_00111.png,1e4d0ed41c6fd83a669ce28dbbe052898792d907c883223c2c0e9cc8e378d20a,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003440,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01914609_5453.JPEG,7b26cd6e8abf74c93dac0ee8fee32ffbf4c29a071e950dbef6e52cd43b0b1446,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003441,1,Tiny-GenImage,VQDM,tiny::VQDM,,,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_133_vqdm_00054.png,424e5b7a862b28eea4c67683f6ab45b131d5d641d8c71c5cb73ac0129ed6d1f3,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003442,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01950731_2995.JPEG,167a78c5b2b34517b0e199631b2847c4a79e9ba461f269662e2cdf529a156128,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003443,1,Tiny-GenImage,Wukong,tiny::Wukong,,,data/raw/tiny-genimage/images/Wukong/206_wukong_image165.png,881443755e0627a79fb00718323f0756ab46b17ccc954b4526241a4a0c46973f,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003444,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978287_3701.JPEG,db40cb14b32d2006262b7db974d5c172f90499ae171b13d6f2171ae6b66079c9,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION
pilot_003445,1,Tiny-GenImage,ADM,tiny::ADM,,,data/raw/tiny-genimage/images/ADM/214_adm_6.PNG,90238c9d31ed713be78f2326c7cd0f5faad39cfed7b4cb86015aedcae63df5ee,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003446,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01930112_15210.JPEG,06ddc1ad9a4ebd974937c4e272c2dc93e1a3a8aeff22336643f61611fcba8f87,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION
pilot_003447,1,Tiny-GenImage,BigGAN,tiny::BigGAN,,,data/raw/tiny-genimage/images/BigGAN/131_biggan_00037.png,da30d7cb1b8f2b6c84c82ba5397de8b3d563dc194fea380715948b454fb1d660,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003448,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n02012849_14046.JPEG,06e6f239aa9bd927b1857e1d06333e898da5ec2faf70fc5e6f24508744fa4a1b,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003449,1,Tiny-GenImage,GLIDE,tiny::GLIDE,,,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_128_glide_00057.png,5ea757d53ba2b6247bddbc5caf40543763689bbfbcaad97e4e26d57ca9fd5fb1,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003450,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01986214_9348.JPEG,918c53f42e2dfa2bfbcd7a73007b556daac464356d876ff9c180357235b63e80,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003451,1,Tiny-GenImage,Midjourney,tiny::Midjourney,,,data/raw/tiny-genimage/images/Midjourney/201_midjourney_133.png,f1e1cfd054e272bfd7b7394666b0b6dde7aceb81edcce1826d9b1f0fbdeb066b,TRAIN,TRAIN,TRAIN,HOLDOUT_VALIDATION
pilot_003452,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978455_905.JPEG,63532b1544f52a3fe01f99303dd9be370c9b026ea9e60667bc7b4dcfd16d4265,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003453,1,Tiny-GenImage,SD15,tiny::SD15,,,data/raw/tiny-genimage/images/SD15/116_sdv5_00182.png,fda62a30f1afa6ee3bfcf6de79d0d4bca9e4985cb700edbb648da6904e613baa,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003454,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01914609_8999.JPEG,d6016876ad8a1d8cfcec645106ab5f5a623d7bc21e99395110381bc9f97a1c33,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003455,1,Tiny-GenImage,VQDM,tiny::VQDM,,,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_133_vqdm_00190.png,0bccee62745b8a6319f6cb098bdf1fbca89cac6e847ebef3f2977d16774dd616,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003456,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01955084_17233.JPEG,071808ad87b310db4cae7a5c486586e1b4d58eebde900be33e65acec795794d6,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003457,1,Tiny-GenImage,Wukong,tiny::Wukong,,,data/raw/tiny-genimage/images/Wukong/207_wukong_image117.png,e461720d7612aa36d05221e6af48fd9956a41046b175a1468523239621a257dc,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003458,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978287_5812.JPEG,75da77908f96cb08c0ea6298f3c958a550ec05043e441fc343e6dfb6fe301367,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003459,1,Tiny-GenImage,ADM,tiny::ADM,,,data/raw/tiny-genimage/images/ADM/215_adm_159.PNG,ffa5b5ff1c8574abc093c8be53a33496e70ba01957ad76284b894d1f4661e3db,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003460,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01943899_12473.JPEG,6fa05e109d7f48e6e664c6adf35f99ab11dbad27c544ea437254a519db9fc639,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003461,1,Tiny-GenImage,BigGAN,tiny::BigGAN,,,data/raw/tiny-genimage/images/BigGAN/131_biggan_00050.png,d342c3f9185840d4482e399033652ac3f505efb7976f3752a172a22341ee73fd,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003462,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n02012849_5062.JPEG,d59e27fb3b325b7030bff24e0cad7ccd8b176bc652763cf1b8d1129402a88df8,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003463,1,Tiny-GenImage,GLIDE,tiny::GLIDE,,,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_128_glide_00101.png,50e16621890de2b59c750f64aff1a1723910cb4140857ca6c11353155e560abf,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003464,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01990800_10980.JPEG,bca69f88d52b22e97a36a2a5f0bb49a1993d12025ba92f2e900a1a1d765ce815,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION
pilot_003465,1,Tiny-GenImage,Midjourney,tiny::Midjourney,,,data/raw/tiny-genimage/images/Midjourney/201_midjourney_137.png,e7b0f010f3cd28d60d4cdc1dedbd59359d1b5c54fb25a82504594510d922462f,TRAIN,TRAIN,TRAIN,HOLDOUT_VALIDATION
pilot_003466,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978455_9795.JPEG,f4017d5efdab9e981a5afb85d3c0913db2734a122d57dc4574df1e9e2fb3004d,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION
pilot_003467,1,Tiny-GenImage,SD15,tiny::SD15,,,data/raw/tiny-genimage/images/SD15/118_sdv5_00179.png,479e2713496a556f04113b9a8c3ec31769c4e31179e7f74423e94ea45a95378b,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003468,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01917289_101.JPEG,417cb217be00466e140eb44f0b8b034aa0f68e0e4b021e71c3407745e7e56aeb,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003469,1,Tiny-GenImage,VQDM,tiny::VQDM,,,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_134_vqdm_00098.png,7c019030f7a84df11da8b8846681a03aba04aaf7e4bcc35ead73d63e93ea4553,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003470,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01968897_1918.JPEG,3cd9be9fcaeb6415eeb87f605ba5d56e1f9fd09b38c4619bf45729720b308b30,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003471,1,Tiny-GenImage,Wukong,tiny::Wukong,,,data/raw/tiny-genimage/images/Wukong/207_wukong_image19.png,f2f995bd11ef59e341335d06085d8b17e20fb7b888b9b412011ad9984ac9e49b,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003472,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978455_1214.JPEG,4821fe88bcbca6ba55f690230bb3309c4457c523c0a37ff5b6da27a106a38a25,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT
pilot_003473,1,Tiny-GenImage,ADM,tiny::ADM,,,data/raw/tiny-genimage/images/ADM/215_adm_83.PNG,a6b92af611e79610e9a8312a3bafb038245aae00a02af5f5c50e6133df29bd84,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003474,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01944390_2297.JPEG,fae9056abf4f236155140fbe75b1cc21f5b1fa7d0b5cd71ed75e734ae8ad70e3,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003475,1,Tiny-GenImage,BigGAN,tiny::BigGAN,,,data/raw/tiny-genimage/images/BigGAN/131_biggan_00186.png,2e43d79e5fcb814fed02ba8d49bec7c359682282dcb5ba7e74ab604c6fd003f0,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003476,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n02012849_6083.JPEG,fae460a3b24fdecf87bff758fff24a268792fed47e38f565c210ef2d023f6a7d,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003477,1,Tiny-GenImage,GLIDE,tiny::GLIDE,,,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_128_glide_00106.png,161d615441173e6b3b384278f701190d07d89555fb9d3513a0447d6846160672,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003478,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01990800_12884.JPEG,d359a4c5b058170eaf9e7f4129ed52e6563f1648fc7977d0a0b93417e74966bf,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION
pilot_003479,1,Tiny-GenImage,Midjourney,tiny::Midjourney,,,data/raw/tiny-genimage/images/Midjourney/201_midjourney_175.png,8ed80991cc41fed6a06c798269619a7960370180bc154162772ecaad374bddc1,TRAIN,TRAIN,TRAIN,HOLDOUT_VALIDATION
pilot_003480,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01980166_2159.JPEG,08f0ec662c0b2097b48c34647c8d4fe5bbb9f3e54c7b0c6181ce9f9923f43864,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003481,1,Tiny-GenImage,SD15,tiny::SD15,,,data/raw/tiny-genimage/images/SD15/119_sdv5_00033.png,13471fae4bbff4810a7bde0d53abfaaa546765ac754bc5a554f69c7057763271,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003482,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01917289_3263.JPEG,c37335a7a79dd058bb2e0d180ffe32574d3381d7630f5eb7bfcfcd6760282f42,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003483,1,Tiny-GenImage,VQDM,tiny::VQDM,,,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_134_vqdm_00181.png,cece2e2423f403d01b3eb0adc74094bc9f966347b5b13f8baf18bba9f054bd2d,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003484,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01968897_19919.JPEG,b5df3a9a30741822a21825c3d6e6386644407ba4cb3f26f55ef158ce3bb5697f,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003485,1,Tiny-GenImage,Wukong,tiny::Wukong,,,data/raw/tiny-genimage/images/Wukong/208_wukong_image110.png,fd5f8ca1147b3abf5ba3fe0185f1c6162ac2abbecb5237bd3af6334197ff6a6f,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003486,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978455_1580.JPEG,0f44fe56273f4273ec8722b95286a7d6534a5cf13482e30cf340400afdcfd1d9,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003487,1,Tiny-GenImage,ADM,tiny::ADM,,,data/raw/tiny-genimage/images/ADM/215_adm_93.PNG,6f4af3ad379fe355f3b5d710aacdee3355ae5fdc975aa8e8867aaf142f22c0f6,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003488,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01944390_2911.JPEG,7afd1efa7c39c41e80558c5e69085979a23620d6dccbe528168a0ecf2e6210b9,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003489,1,Tiny-GenImage,BigGAN,tiny::BigGAN,,,data/raw/tiny-genimage/images/BigGAN/132_biggan_00091.png,932cb1c1e1c74f5408e7b6d515cb752bc24537cdf2836bf1e8fd5d5503fb00c9,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003490,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n02012849_6679.JPEG,8b90a2c396fa4b657609782254dedfea3f1216c5240c7c66bcafac3b2ad38738,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003491,1,Tiny-GenImage,GLIDE,tiny::GLIDE,,,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_129_glide_00048.png,cb23fd6fffbcbe59c238db6654cc4fd1beeb0920c29a0412d77a6c38827cf1b8,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003492,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01990800_892.JPEG,f26a23baa1cb6bc6284cecb566017e700cdc170d3286c4e6cbb5861b1081a0e8,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003493,1,Tiny-GenImage,Midjourney,tiny::Midjourney,,,data/raw/tiny-genimage/images/Midjourney/202_midjourney_105.png,2bee511bc98d93b06e8918f412510d6395f74cde1405b856161b09177c302872,TRAIN,TRAIN,TRAIN,HOLDOUT_VALIDATION
pilot_003494,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01980166_2254.JPEG,4e952a39d70d19dd1802af7f6d3ba35a1ecb77fa1742c747a8d7b41fe82e5af0,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003495,1,Tiny-GenImage,SD15,tiny::SD15,,,data/raw/tiny-genimage/images/SD15/119_sdv5_00075.png,17e06f3ba683b03b76b70f49cbcb0cdc3ce6efd301b08a3499ea31a659fb1e90,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003496,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01917289_5031.JPEG,3a33236323e9c13f6fe285d3338a7600f743f74b8d83fa56f1c290c4d24794ac,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003497,1,Tiny-GenImage,VQDM,tiny::VQDM,,,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_135_vqdm_00095.png,0d72f720d4e32568551cea1de73133157da7c8fd099ab753b60c5f90eae9bb0f,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003498,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01968897_20370.JPEG,16b43e6156516734fc1e1dbab9e6c202faf9f001407b747698ab1f831ef04fad,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003499,1,Tiny-GenImage,Wukong,tiny::Wukong,,,data/raw/tiny-genimage/images/Wukong/208_wukong_image192.png,fc76c2c80598de79950406e1a0b4e98a96b2227ef0dabacbf14e85469d64bd46,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003500,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978455_3394.JPEG,ddc40b87493351d707758228e4615e8a467856f5e8a0ebb5da6fc1929a393394,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003501,1,Tiny-GenImage,ADM,tiny::ADM,,,data/raw/tiny-genimage/images/ADM/216_adm_179.PNG,a39dbfe58b65abbda3a7c7eefed3b24643e3dbf6e8c40128d65c8880bf41e9c8,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003502,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01944390_4816.JPEG,cc0f5e06d5356ba9c7d2828ecbf7757c139ec75091b1111912d50f6966dea085,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003503,1,Tiny-GenImage,BigGAN,tiny::BigGAN,,,data/raw/tiny-genimage/images/BigGAN/134_biggan_00061.png,4986c1cbeb13c736ac83b80addc870a3a8b3e005d41a8f8d58f17c2fb3357611,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003504,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n02012849_8908.JPEG,db4ade11116354cdf5cd44e756daef02b2fbbda0c02c8e799ee7544f5c6e30c4,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003505,1,Tiny-GenImage,GLIDE,tiny::GLIDE,,,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_129_glide_00165.png,098ed4f012472ee1ddbb1a754a0d0ec80ca57bc74abb6d61a3048336295eda1e,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003506,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n02002556_1190.JPEG,1fc26b379c5ff6352c169f10edcffef45696e3a92960c7d81d5ecd73840725cf,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003507,1,Tiny-GenImage,Midjourney,tiny::Midjourney,,,data/raw/tiny-genimage/images/Midjourney/203_midjourney_137.png,2f929bd0811438671e65e788e0ed16c25d0d8fe054b13b5e65c981a08cda898b,TRAIN,TRAIN,TRAIN,HOLDOUT_VALIDATION
pilot_003508,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01980166_4386.JPEG,a0d12feee4bfa83298080106b7abb553d41cbe2773579e2b1201666624f6065f,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION
pilot_003509,1,Tiny-GenImage,SD15,tiny::SD15,,,data/raw/tiny-genimage/images/SD15/119_sdv5_00098.png,da12e7aa6e668194fe8e44874471bef88e49bfc04ffc46b9ff0a051b80d80a85,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003510,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01924916_12166.JPEG,51d8a98950f7a30b0f53e41a431c69bbb5f35854d745d61c4f7cdaa955342b69,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003511,1,Tiny-GenImage,VQDM,tiny::VQDM,,,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_135_vqdm_00107.png,3b59ffdb9879288bf45efc722216d2632f67d0628817608f990e988fbd51830b,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003512,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01968897_8554.JPEG,f3a019b2b6782a1cead327310b01021e79e14de3f5004f5b2c5ce885a77aa286,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003513,1,Tiny-GenImage,Wukong,tiny::Wukong,,,data/raw/tiny-genimage/images/Wukong/208_wukong_image57.png,b806d4965d8c3e0bc3087f4af1828ce2ce9913df6f20780ab8e09bf32b9769ca,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
pilot_003514,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01978455_4439.JPEG,4115f4406422656605c868307b898cc1f834214fcf3dd26993bf12d3c85b71b0,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION,REAL_VALIDATION
pilot_003515,1,Tiny-GenImage,ADM,tiny::ADM,,,data/raw/tiny-genimage/images/ADM/217_adm_168.PNG,c10f107e2f0b2ce1b52c58424002ce979ad6031d3cba5264cb74836275837eb4,HOLDOUT_VALIDATION,TRAIN,TRAIN,TRAIN
pilot_003516,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n01944390_5744.JPEG,47e1d48bcd07b164242e8d6dfe8c3639a73feff1dadbb4fde43d0ed5aca070b2,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003517,1,Tiny-GenImage,BigGAN,tiny::BigGAN,,,data/raw/tiny-genimage/images/BigGAN/134_biggan_00110.png,463e73dd1c6c5c7f954f5c7c8f3e461bbbd174448acac298f77750a8ca5ceda0,TRAIN,HOLDOUT_VALIDATION,TRAIN,TRAIN
pilot_003518,0,Tiny-GenImage,Real,real::Tiny-GenImage,,Tiny,data/raw/tiny-genimage/images/Real/n02013706_7063.JPEG,5b9216bdd4e0100985478e92cf6a651cc4ce74dde8a4f8aaa6deb3e6d824c66b,TRAIN,TRAIN,TRAIN,TRAIN
pilot_003519,1,Tiny-GenImage,GLIDE,tiny::GLIDE,,,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_129_glide_00178.png,4396e49e1d0503d2e0c48b899e02062e56a77a43a81c200e1bd6568b2e0e56a8,TRAIN,TRAIN,HOLDOUT_VALIDATION,TRAIN
