image_id,prompt_id,generator,source_dataset,dataset_revision,label,native_path,source_hf_path,width,height,format,sha256,provenance_status
QWEN_0169_GLM_Image,169,GLM-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GLM-Image/000169_2b56f00d.jpg,images/GLM-Image/000169_2b56f00d.jpg,1024,1024,JPEG,cb5c6f99ae96b1b693a0977d2a52b1ac4441f3d601c3b1ef01fb93d968510d7d,verified
QWEN_0169_kling_v2_1,169,kling_v2_1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/kling_v2_1/000169_8979fa55.jpg,images/kling_v2_1/000169_8979fa55.jpg,1024,1024,JPEG,4bef705b45f8db20f2d538fe240f041e7cead434290404693b0aea2558919a97,verified
QWEN_0169_Qwen_Image_2512,169,Qwen-Image-2512,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2512/000169_48955021.jpg,images/Qwen-Image-2512/000169_48955021.jpg,1024,1024,JPEG,69a088897b28f4022febb7c37d2ee14008920c2439ee3e53ee7f99401ef7c95e,verified
QWEN_0169_Qwen_Image,169,Qwen-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image/000169_df77dc52.jpg,images/Qwen-Image/000169_df77dc52.jpg,1024,1024,JPEG,dabf6ae3c389ddb38a2ea3898f108d9c5611e315aae69745d5ea7a2ec28e3d73,verified
QWEN_0169_GPT_Image_1,169,GPT-Image-1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1/000169_ca720338.png,images/GPT-Image-1/000169_ca720338.png,1024,1024,PNG,b75685a5f2f38635aab64b86f1185d82fc091180d83197430c3a34a5e83c95be,verified
QWEN_0169_GPT_Image_15,169,GPT-Image-1.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1.5/000169_2ea59e24.png,images/GPT-Image-1.5/000169_2ea59e24.png,1024,1024,PNG,aeda40a488286648998153dc438dbf94df802740c4c37d85f17559c844c17c5c,verified
QWEN_0169_HunyuanImage_30,169,HunyuanImage-3.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/HunyuanImage-3.0/000169_2dc76f92.png,images/HunyuanImage-3.0/000169_2dc76f92.png,1024,1024,PNG,d43e10369034a4f8c0f9bce7ccf67c5d5d00d98428d93e05d642f6d9d1419e54,verified
QWEN_0169_Imagen_40,169,Imagen-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0/000169_aa0cf342.png,images/Imagen-4.0/000169_aa0cf342.png,1024,1024,PNG,1761ea2079088c241647d060c608bd012d6700f266f33b0d5f2ae461549468d4,verified
QWEN_0169_Imagen_40_Ultra,169,Imagen-4.0-Ultra,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000169_bcab01e8.png,images/Imagen-4.0-Ultra/000169_bcab01e8.png,1024,1024,PNG,7ebda200e73f62e80a6a4508d319e3bd3022fe559b99b430c67e8cf782ccf6d6,verified
QWEN_0169_FLUX2_pro,169,FLUX.2-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2-pro/000169_6330280c.png,images/FLUX.2-pro/000169_6330280c.png,1024,1024,PNG,fe2cb38019abbb36921eb1461caaa156657129ea47900c11630bee228e338e15,verified
QWEN_0184_Qwen_Image_20_pro,184,Qwen-Image-2.0-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000184_e6481fac.png,images/Qwen-Image-2.0-pro/000184_e6481fac.png,1024,1024,PNG,5b8f97da6dc45e25cf1a76c2bc572d3c8c4a43706cb5d5b76b497bd83f1f36ed,verified
QWEN_0184_gpt_image_2,184,gpt-image-2,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/gpt-image-2/000184_fd8ba785.png,images/gpt-image-2/000184_fd8ba785.png,1024,1024,PNG,3717f00de0c12c1a676f6d0313e646f4c4110f32cdfee216d3ed61c551e4d801,verified
QWEN_0184_FLUX2_max,184,FLUX.2_max,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2_max/000184_ef06129b.jpg,images/FLUX.2_max/000184_ef06129b.jpg,1024,1024,JPEG,9baa1ffd4fd9dadc4c73d98818d78c419eb7961a324d9e87aa69b716a618c19a,verified
QWEN_0184_nano_banana_20,184,nano-banana-2.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-2.0/000184_33103d61.jpg,images/nano-banana-2.0/000184_33103d61.jpg,1024,1024,JPEG,56f62d45923f8eceb8f3b4a5a72ea47f0531250a5d60821210640b1e7d38e65a,verified
QWEN_0184_nano_banana_pro,184,nano-banana-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-pro/000184_6adadfdd.png,images/nano-banana-pro/000184_6adadfdd.png,1024,1024,PNG,da845d3ebd1800547d1d2108006c3ed8e610f52c8fb7fb6f9555100111509b6f,verified
QWEN_0184_Seedream_40,184,Seedream-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.0/000184_99810597.jpg,images/Seedream-4.0/000184_99810597.jpg,1024,1024,JPEG,881a617097ccf8054ae68d80a02675526e9dc98db9e04c61e84cc2c7abf634de,verified
QWEN_0184_Seedream_45,184,Seedream-4.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.5/000184_58b02ae7.jpg,images/Seedream-4.5/000184_58b02ae7.jpg,1024,1024,JPEG,a2c2a1f39f164dd83bf7a501c5ac1da4929c47dcb3b179f237ee1839d34cb624,verified
QWEN_0184_Seedream_50,184,Seedream-5.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-5.0/000184_fc11a4a7.jpg,images/Seedream-5.0/000184_fc11a4a7.jpg,1024,1024,JPEG,bd713c72da9c9e556d0cd70000ccc368baa16be7f07d16dc55edbfafa865bce2,verified
QWEN_0184_GLM_Image,184,GLM-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GLM-Image/000184_0bc721aa.jpg,images/GLM-Image/000184_0bc721aa.jpg,1024,1024,JPEG,918139a009018bb1a7fd672078867d5ec23aac036acd40b98f9593c01fe1fa20,verified
QWEN_0184_kling_v2_1,184,kling_v2_1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/kling_v2_1/000184_06a7b285.jpg,images/kling_v2_1/000184_06a7b285.jpg,1024,1024,JPEG,7fa9c8417bcf79f233fa980a2fbc6e36d372f82d6020ab7c0146cd33134c44a5,verified
QWEN_0184_Qwen_Image_2512,184,Qwen-Image-2512,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2512/000184_331f26ac.jpg,images/Qwen-Image-2512/000184_331f26ac.jpg,1024,1024,JPEG,a1a360067e26324369fbab9153d8dd7040c4af4ad83c77ad86beedd1a39661da,verified
QWEN_0184_Qwen_Image,184,Qwen-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image/000184_3d73481e.jpg,images/Qwen-Image/000184_3d73481e.jpg,1024,1024,JPEG,8224cf56a8154c8f5cd0739c2ba728ad8ad5f875d168312f8e3d6294e9c70e23,verified
QWEN_0184_GPT_Image_1,184,GPT-Image-1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1/000184_8e4a19c3.png,images/GPT-Image-1/000184_8e4a19c3.png,1024,1024,PNG,369e6309c794c3f5188eceb4d724c0c1360788e427bce59535977e8a35d32420,verified
QWEN_0184_GPT_Image_15,184,GPT-Image-1.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1.5/000184_040d71bb.png,images/GPT-Image-1.5/000184_040d71bb.png,1024,1024,PNG,eefde3ebe3ee62b46d24b04f75d6a0ea419177121caf0404ef4c6d66a36e3f14,verified
QWEN_0184_HunyuanImage_30,184,HunyuanImage-3.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/HunyuanImage-3.0/000184_ae1267a3.png,images/HunyuanImage-3.0/000184_ae1267a3.png,1024,1024,PNG,422c36464e63fbe07d8f1831fb7b71bc0fe094e8e00920287a2de4ae14b42855,verified
QWEN_0184_Imagen_40,184,Imagen-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0/000184_bed9fae3.png,images/Imagen-4.0/000184_bed9fae3.png,1024,1024,PNG,f845ecd9c73ac6b7325cff0acba0020ef7d6515dea8a9a1e86ad653d0f5bd078,verified
QWEN_0184_Imagen_40_Ultra,184,Imagen-4.0-Ultra,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000184_254c43c5.png,images/Imagen-4.0-Ultra/000184_254c43c5.png,1024,1024,PNG,cd7e575e973699585e708df8a7598d44cbd880a026df49951d759be7e5316231,verified
QWEN_0184_FLUX2_pro,184,FLUX.2-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2-pro/000184_8c332aa9.png,images/FLUX.2-pro/000184_8c332aa9.png,1024,1024,PNG,1cde0fd81e653b67b10344ae5645c30223d9b108810a461422b06047d1874b0e,verified
QWEN_0185_Qwen_Image_20_pro,185,Qwen-Image-2.0-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000185_9ed54127.png,images/Qwen-Image-2.0-pro/000185_9ed54127.png,1024,1024,PNG,1e9828f28237d61d06243f4ace07c7bc3692c51e64c3b9316c8f95e9aaf71b9e,verified
QWEN_0185_gpt_image_2,185,gpt-image-2,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/gpt-image-2/000185_f1535bc8.png,images/gpt-image-2/000185_f1535bc8.png,1024,1024,PNG,5f5f1fb31d1e48c661c75977f74e814b21b2515cf6476b8147074c32a82853da,verified
QWEN_0185_FLUX2_max,185,FLUX.2_max,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2_max/000185_8b950feb.jpg,images/FLUX.2_max/000185_8b950feb.jpg,1024,1024,JPEG,2baf37729135e06b65567b265ad9f9e8b6c6edb954ea513fd9974c15a3195998,verified
QWEN_0185_nano_banana_20,185,nano-banana-2.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-2.0/000185_77e5e240.jpg,images/nano-banana-2.0/000185_77e5e240.jpg,1024,1024,JPEG,5fd1ebf9dac425ac7fbfbaf55a4549669c1f98575aad48050f33d4a1f4882499,verified
QWEN_0185_nano_banana_pro,185,nano-banana-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-pro/000185_08680fc4.png,images/nano-banana-pro/000185_08680fc4.png,1024,1024,PNG,dd9a3998a2e661a84effc697b063a3ee5ac859c2d09e4555a445bff1017a3d73,verified
QWEN_0185_Seedream_40,185,Seedream-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.0/000185_e13248ae.jpg,images/Seedream-4.0/000185_e13248ae.jpg,1024,1024,JPEG,bdbc54de608e592602bfbc0babc5cd8531a48055248a6eb85813564220e15c2f,verified
QWEN_0185_Seedream_45,185,Seedream-4.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.5/000185_f9a31276.jpg,images/Seedream-4.5/000185_f9a31276.jpg,1024,1024,JPEG,0c5d1eec3c63f6d316e23a0e2b292cc3348df95b05db54a4529cced728f7a3c2,verified
QWEN_0185_Seedream_50,185,Seedream-5.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-5.0/000185_efbbff7c.jpg,images/Seedream-5.0/000185_efbbff7c.jpg,1024,1024,JPEG,301afd96ae825a29311f0bda45f7e6e93d8a95761a786ade47deb4a9dc0eccaf,verified
QWEN_0185_GLM_Image,185,GLM-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GLM-Image/000185_1f10ad68.jpg,images/GLM-Image/000185_1f10ad68.jpg,1024,1024,JPEG,bb46f823e182303f72a04e9a9a68282538a4362fd521b6bc302725441079fce0,verified
QWEN_0185_kling_v2_1,185,kling_v2_1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/kling_v2_1/000185_5e4685f3.jpg,images/kling_v2_1/000185_5e4685f3.jpg,1024,1024,JPEG,531d480775c0d310809894b51058e40f06087014ab9034c3edc985691f10aa49,verified
QWEN_0185_Qwen_Image_2512,185,Qwen-Image-2512,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2512/000185_2bb16bbe.jpg,images/Qwen-Image-2512/000185_2bb16bbe.jpg,1024,1024,JPEG,1d04a1a127b93a805ae179d89d12153005a7cd8685508309558ba9cd63a827a3,verified
QWEN_0185_Qwen_Image,185,Qwen-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image/000185_088f10a2.jpg,images/Qwen-Image/000185_088f10a2.jpg,1024,1024,JPEG,9a47515a3dd8ea2497133e79abf6b3ac7e03e55da76ce543fd6b6590999caeb8,verified
QWEN_0185_GPT_Image_1,185,GPT-Image-1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1/000185_9d88f019.png,images/GPT-Image-1/000185_9d88f019.png,1024,1024,PNG,048213976b59b393ad3444de617102e71fcdb8f2513e1bffcec0775b18152e05,verified
QWEN_0185_GPT_Image_15,185,GPT-Image-1.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1.5/000185_bb091126.png,images/GPT-Image-1.5/000185_bb091126.png,1024,1024,PNG,e15340baaf6004dfd8e355cbbd3e97f0008dbaa0433f7b65d95c662ee75f2121,verified
QWEN_0185_HunyuanImage_30,185,HunyuanImage-3.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/HunyuanImage-3.0/000185_dfba1c4e.png,images/HunyuanImage-3.0/000185_dfba1c4e.png,1024,1024,PNG,645bdf7324a6497ea7ed9f0773830f78f1598f21bb5cb471278e72934b2f660a,verified
QWEN_0185_Imagen_40,185,Imagen-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0/000185_b08a14a5.png,images/Imagen-4.0/000185_b08a14a5.png,1024,1024,PNG,94dc200820c090b70dfa9688ad7836e5330430c503b38a927add56bea15b0eee,verified
QWEN_0185_Imagen_40_Ultra,185,Imagen-4.0-Ultra,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000185_86794ab1.png,images/Imagen-4.0-Ultra/000185_86794ab1.png,1024,1024,PNG,16ff11c4e204cde9a68e017675ad900b602ec42d71eb3b5b14125ec119dbd368,verified
QWEN_0185_FLUX2_pro,185,FLUX.2-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2-pro/000185_df7fc928.png,images/FLUX.2-pro/000185_df7fc928.png,1024,1024,PNG,18e96eac6711ace077b8fd934379be4a2234a3dd0eeaec2029adadd33879089d,verified
QWEN_0186_Qwen_Image_20_pro,186,Qwen-Image-2.0-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000186_7aad4eaa.png,images/Qwen-Image-2.0-pro/000186_7aad4eaa.png,1024,1024,PNG,71eb6e95b2d7c6d8873b79d471e09f46cae266daf3d0a91eb91c42dd568fe4f5,verified
QWEN_0186_gpt_image_2,186,gpt-image-2,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/gpt-image-2/000186_d9dfbafe.png,images/gpt-image-2/000186_d9dfbafe.png,1024,1024,PNG,08432048548d460258563ff6a5de19701703f92a89ec4136a6707a54277d040e,verified
QWEN_0186_FLUX2_max,186,FLUX.2_max,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2_max/000186_59539586.jpg,images/FLUX.2_max/000186_59539586.jpg,1024,1024,JPEG,679289c8125bbfec9c8a42836e75a604689455ea282d64d0d9274aace1e104d1,verified
QWEN_0186_nano_banana_20,186,nano-banana-2.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-2.0/000186_ec634fc3.jpg,images/nano-banana-2.0/000186_ec634fc3.jpg,1024,1024,JPEG,cfdfd634d2dda33e58d85638c60b9448781940c23b38f8abde9c26d81a4f3224,verified
QWEN_0186_nano_banana_pro,186,nano-banana-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-pro/000186_59daffbd.png,images/nano-banana-pro/000186_59daffbd.png,1024,1024,PNG,35dc87a18de3751fefda427d1555be02b7f297436bebf6efa3988d7c975ac4e2,verified
QWEN_0186_Seedream_40,186,Seedream-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.0/000186_4e8f8a61.jpg,images/Seedream-4.0/000186_4e8f8a61.jpg,1024,1024,JPEG,af59383b69d8ffd88ecfe97ddaf97643f7df6182270d7f43c570173b4537ea33,verified
QWEN_0186_Seedream_45,186,Seedream-4.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.5/000186_54a59dd4.jpg,images/Seedream-4.5/000186_54a59dd4.jpg,1024,1024,JPEG,7537eb0162c31630b9c6b2cf6c607a8a2055c6b7447489726a0a53e8e71af452,verified
QWEN_0186_Seedream_50,186,Seedream-5.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-5.0/000186_43b21f83.jpg,images/Seedream-5.0/000186_43b21f83.jpg,1024,1024,JPEG,b9504249e45cd4389ebfe33e292d212dcea3cae328b8ac9d0c96cfe4a0d8f1c6,verified
QWEN_0186_GLM_Image,186,GLM-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GLM-Image/000186_599dbd44.jpg,images/GLM-Image/000186_599dbd44.jpg,1024,1024,JPEG,13f5dad951183df077bcde6afeda979f396f0a9a565f7f26c8989e6fc1602d5f,verified
QWEN_0186_kling_v2_1,186,kling_v2_1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/kling_v2_1/000186_3a076aa4.jpg,images/kling_v2_1/000186_3a076aa4.jpg,1024,1024,JPEG,e85474b5a9d3c8364b1cb479432a79f54ff94741ab0615a0c8dee0b3168358a3,verified
QWEN_0186_Qwen_Image_2512,186,Qwen-Image-2512,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2512/000186_a68e8ab7.jpg,images/Qwen-Image-2512/000186_a68e8ab7.jpg,1024,1024,JPEG,a505c993c9df8066e1544911204a719caddf51224881a891de2d99c294fc5b71,verified
QWEN_0186_Qwen_Image,186,Qwen-Image,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image/000186_74ddc413.jpg,images/Qwen-Image/000186_74ddc413.jpg,1024,1024,JPEG,93ea3a5d7d749c77d378a5abe786e10d118568686ab27d6e2111458221fda77a,verified
QWEN_0186_GPT_Image_1,186,GPT-Image-1,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1/000186_35af652e.png,images/GPT-Image-1/000186_35af652e.png,1024,1024,PNG,75a8d105fe2af4e0482fa0d537c652e6067189bd1e83df6e4c23296040bf7a7c,verified
QWEN_0186_GPT_Image_15,186,GPT-Image-1.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/GPT-Image-1.5/000186_ef802fab.png,images/GPT-Image-1.5/000186_ef802fab.png,1024,1024,PNG,fa697fa89ab83a2e0c1261cb6f7a5fd9c4ee0f7eddcdccdc75d3ebb169e3955c,verified
QWEN_0186_HunyuanImage_30,186,HunyuanImage-3.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/HunyuanImage-3.0/000186_2b2636e1.png,images/HunyuanImage-3.0/000186_2b2636e1.png,1024,1024,PNG,6d15ba21f8d819437984a4c1d59623fc6188ada5c78b3de1f48ae3fc5ee0ecd4,verified
QWEN_0186_Imagen_40,186,Imagen-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0/000186_9c542e8c.png,images/Imagen-4.0/000186_9c542e8c.png,1024,1024,PNG,ce6930610c0fca6d6b03a7df0fe63f41a174a4ffbf1026e65fbb2f49c8e27c7d,verified
QWEN_0186_Imagen_40_Ultra,186,Imagen-4.0-Ultra,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Imagen-4.0-Ultra/000186_4ebc2649.png,images/Imagen-4.0-Ultra/000186_4ebc2649.png,1024,1024,PNG,fc87e4e16b784e5c90010063f32d55ce4415316072031dc100166f9d0b832162,verified
QWEN_0186_FLUX2_pro,186,FLUX.2-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2-pro/000186_19889b3e.png,images/FLUX.2-pro/000186_19889b3e.png,1024,1024,PNG,87216943d55563f1e3dc9ca85f2e3a17a8dd0271357b38f063ccf038fc08b6c4,verified
QWEN_0212_Qwen_Image_20_pro,212,Qwen-Image-2.0-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Qwen-Image-2.0-pro/000212_f796a132.png,images/Qwen-Image-2.0-pro/000212_f796a132.png,1024,1024,PNG,eb2aced22a8ad772abf47211fa445d3816d4c87d337fe09bf6f31d1f2fc939c9,verified
QWEN_0212_gpt_image_2,212,gpt-image-2,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/gpt-image-2/000212_d88d7ee0.png,images/gpt-image-2/000212_d88d7ee0.png,1024,1024,PNG,d0a85d4534b5810504ac7a870600d0be6bee4f96939c7c8f7a482c7b5686fd48,verified
QWEN_0212_FLUX2_max,212,FLUX.2_max,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/FLUX.2_max/000212_64ff3d93.jpg,images/FLUX.2_max/000212_64ff3d93.jpg,1024,1024,JPEG,bc95f70a0a39a73d4ef0e5379d3db43a76b1b565e74c6a64f1150d26fae07a3a,verified
QWEN_0212_nano_banana_20,212,nano-banana-2.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-2.0/000212_a2fe1b38.jpg,images/nano-banana-2.0/000212_a2fe1b38.jpg,1024,1024,JPEG,db7b4caa8264d8d3e21d53d2fdb63c21aad5f1852f41e9f50156044e193cbe67,verified
QWEN_0212_nano_banana_pro,212,nano-banana-pro,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/nano-banana-pro/000212_ecff2727.png,images/nano-banana-pro/000212_ecff2727.png,1024,1024,PNG,0e459e58bd358e738ad6d0998e27ae55e5ab8681cb64160f46340ea0aba08056,verified
QWEN_0212_Seedream_40,212,Seedream-4.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.0/000212_e5e2e5d8.jpg,images/Seedream-4.0/000212_e5e2e5d8.jpg,1024,1024,JPEG,3336608e5f48a0eca1f6c8bd12b21923a144a23913c49d5c58c794ea9bf8ffb4,verified
QWEN_0212_Seedream_45,212,Seedream-4.5,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-4.5/000212_021449ef.jpg,images/Seedream-4.5/000212_021449ef.jpg,1024,1024,JPEG,c6fa108a21723a3e14798fe2713c7a867ce2857e50c9b4915be16ecb098f2f0d,verified
QWEN_0212_Seedream_50,212,Seedream-5.0,Qwen/Qwen-Image-Bench,d2493deb153b020cf169c7e3f57d15e4dd697038,1,data/external_v2/public/qwen/images/Seedream-5.0/000212_5f8597cb.jpg,images/Seedream-5.0/000212_5f8597cb.jpg,1024,1024,JPEG,bf5b29c6ba3620834b36f0c208bf03fc7f03d460454b102ee9ed76f115832c32,verified
