image_id,source_dataset,dataset_revision,license,acquisition_date,domain,class_name,label,generator,native_path,source_hf_path,width,height,format,mode,sha256,provenance_verified
MLLM_HYB_real_66,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/66.jpg,images/Raw/Hybrid Images/real/66.jpg,1080,792,JPEG,RGB,8d8aa1f21c769476f21f605bc72e554e54a1081508f6fa0356bf9700f5bc22b9,true
MLLM_HYB_real_67,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/67.jpg,images/Raw/Hybrid Images/real/67.jpg,1079,915,JPEG,RGB,6f32f495fdb7d39c2908e4c32b5cb62c55eb97e646259b9c98d1a67f710d1839,true
MLLM_HYB_real_68,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/68.jpg,images/Raw/Hybrid Images/real/68.jpg,1079,728,JPEG,RGB,6c372b0a79ed80fd18ea15e2126ac5988bdffbecc27c86d5295df25e9f0e2225,true
MLLM_HYB_real_69,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/69.jpg,images/Raw/Hybrid Images/real/69.jpg,1080,1907,JPEG,RGB,bc6a0c55741ea64be15b226686afdcd60fd036c4ed38e419b41b3bb8230c5be0,true
MLLM_HYB_real_7,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/7.jpg,images/Raw/Hybrid Images/real/7.jpg,1078,1481,JPEG,RGB,2a64d0570968d8fba5927cacbe7ea264860d99317099bf20b920a10a7e456a2d,true
MLLM_HYB_real_70,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/70.jpg,images/Raw/Hybrid Images/real/70.jpg,1080,1806,JPEG,RGB,4305f4bb6c71970815b24c32f9348572ef2b8c0be787346fde72dc206f6f337c,true
MLLM_HYB_real_71,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/71.jpg,images/Raw/Hybrid Images/real/71.jpg,1079,1877,JPEG,RGB,14838c80c7eedea5244fed2fcf91cafafe4b5b8cc1dd0ce62e27148312bad119,true
MLLM_HYB_real_72,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/72.jpg,images/Raw/Hybrid Images/real/72.jpg,1080,1705,JPEG,RGB,b30bc1d8f8479726acca0ecfb5c776861a2654637e55a9efbb443b5a5cb49db4,true
MLLM_HYB_real_73,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/73.jpg,images/Raw/Hybrid Images/real/73.jpg,1080,1602,JPEG,RGB,bdeae6b2376e313a67aa808caf00bd8085e29e73068a6006ceb6a0efdea2663b,true
MLLM_HYB_real_74,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/74.jpg,images/Raw/Hybrid Images/real/74.jpg,1080,1801,JPEG,RGB,67327a9bfa47bccc35ba6e475f593617ba27339a16b35e6daa1415d9c6672871,true
MLLM_HYB_real_75,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/75.jpg,images/Raw/Hybrid Images/real/75.jpg,1080,1559,JPEG,RGB,25769b5c08eacb36fedae715d08be8463564ba4ee730f72f7f3117c99128efaa,true
MLLM_HYB_real_76,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/76.jpg,images/Raw/Hybrid Images/real/76.jpg,1079,2046,JPEG,RGB,ae2af9525ba5d7f2d14d118fbfb2a87b1b35c2ebd40bd2a5917d060a926f8d37,true
MLLM_HYB_real_77,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/77.jpg,images/Raw/Hybrid Images/real/77.jpg,1047,1702,JPEG,RGB,c56a9038d6d546894eca14d2be169ab333ff1e32838449b0403943ced58d3aac,true
MLLM_HYB_real_78,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/78.jpg,images/Raw/Hybrid Images/real/78.jpg,1080,1957,JPEG,RGB,8bc90e0728166f37a59964a891e654792d13d11778d9d609f000b13f41e61aff,true
MLLM_HYB_real_79,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/79.jpg,images/Raw/Hybrid Images/real/79.jpg,1080,1940,JPEG,RGB,5a5a929e8b67db811f213d6031e969e8ae5c93f620e6ba50e535ca2eefe618bd,true
MLLM_HYB_real_8,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/8.jpg,images/Raw/Hybrid Images/real/8.jpg,1079,2014,JPEG,RGB,eb9ce970a2ce42581ea5e32c3339cc3102cb2b0c741fe4d87928776f0366e3a6,true
MLLM_HYB_real_80,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/80.jpg,images/Raw/Hybrid Images/real/80.jpg,1080,1946,JPEG,RGB,fbff85ccb99d4d99c35d846f0dc5be417b9497e055d339c9611b7b2513fa3c63,true
MLLM_HYB_real_81,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/81.jpg,images/Raw/Hybrid Images/real/81.jpg,1080,1768,JPEG,RGB,66327cf79d65aa84115d43708ebd7be26ee8809abbc7bfbe73d097ceecef5be9,true
MLLM_HYB_real_82,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/82.jpg,images/Raw/Hybrid Images/real/82.jpg,1066,773,JPEG,RGB,51c3699b1772f23f8f85b5692238ea231931b068b9724ec6c483d1034d2c421e,true
MLLM_HYB_real_83,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/83.jpg,images/Raw/Hybrid Images/real/83.jpg,1070,1700,JPEG,RGB,e15c5633f458c951fcc6a7d65fe10deaebc6d60ea20d2edc716fbec5b6df3cf1,true
MLLM_HYB_real_84,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/84.jpg,images/Raw/Hybrid Images/real/84.jpg,1066,1886,JPEG,RGB,aa819ddc5c8bc00f11a76c69870764aa05c29a0a655ac3617f8ba06c6436502c,true
MLLM_HYB_real_85,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/85.jpg,images/Raw/Hybrid Images/real/85.jpg,1052,1931,JPEG,RGB,69f333f6e08ecd46f182c9a7064efbc632392b84607132e6211eca46b287173a,true
MLLM_HYB_real_86,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/86.jpg,images/Raw/Hybrid Images/real/86.jpg,1073,1517,JPEG,RGB,ebf02563cb6b6e3f277c450ecc07b2c55e6f681a63abeb1100865c5331019741,true
MLLM_HYB_real_87,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/87.jpg,images/Raw/Hybrid Images/real/87.jpg,1008,1857,JPEG,RGB,9148c952341149dc5e7a891323548f691f92ca49032865bfeac8ba2f10c5f837,true
MLLM_HYB_real_88,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/88.jpg,images/Raw/Hybrid Images/real/88.jpg,1080,1615,JPEG,RGB,e0020070bc82ad73cdfb30539b16ec8c016af77c68c6d03a4366b7b9aa4f5645,true
MLLM_HYB_real_89,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/89.jpg,images/Raw/Hybrid Images/real/89.jpg,1080,1771,JPEG,RGB,95eccc3e83f8cdb38988c2a3605de9728d5016ed0c484bed35413ace36e8a8e2,true
MLLM_HYB_real_9,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/9.jpg,images/Raw/Hybrid Images/real/9.jpg,1069,1192,JPEG,RGB,7a90a53a50e69297b4463eca59e0c9e3780a22b7dd4c0b2a57ea530a05bf448a,true
MLLM_HYB_real_90,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/90.jpg,images/Raw/Hybrid Images/real/90.jpg,1070,1892,JPEG,RGB,90cf9699bd2cab23675dd61da3caf6bb9ce37bcfe2d5c066db786e689805f2f7,true
MLLM_HYB_real_91,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/91.jpg,images/Raw/Hybrid Images/real/91.jpg,1079,2094,JPEG,RGB,c83cff3a071df2332b70d0a7ea0b845b566b7d419c07087ed3ab41c0d153d9ad,true
MLLM_HYB_real_92,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/92.jpg,images/Raw/Hybrid Images/real/92.jpg,1070,1961,JPEG,RGB,8319a39e22ac3cc6ef0bd0c76dc1252b0ace3b0f311af3e32f88180b8f8024c0,true
MLLM_HYB_real_93,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/93.jpg,images/Raw/Hybrid Images/real/93.jpg,1080,2036,JPEG,RGB,9c3a72973d291b7e98a007be7fe16f3b94e2df46e8cfaf4353431c21b7e29230,true
MLLM_HYB_real_94,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/94.jpg,images/Raw/Hybrid Images/real/94.jpg,1063,1946,JPEG,RGB,0d112a09a1f9f6106cb38a437c31be3d83a4ce68d091c51a42a702f16c686e50,true
MLLM_HYB_real_95,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/95.jpg,images/Raw/Hybrid Images/real/95.jpg,1070,1952,JPEG,RGB,d2008641b2ea19dcc1263f999f23a2c750b0b7394176a007e6e274284afa8eee,true
MLLM_HYB_real_96,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/96.jpg,images/Raw/Hybrid Images/real/96.jpg,1080,2003,JPEG,RGB,dcea613d446390828ad51895c07b9d84d7687a17bda0c89ffb857fe7e77f5a44,true
MLLM_HYB_real_97,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/97.jpg,images/Raw/Hybrid Images/real/97.jpg,1079,1827,JPEG,RGB,7d772f05150c481faa2829c49e5a1d72f2be8a5de88f4c63e79c73a6f9e0f9dc,true
MLLM_HYB_real_98,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/98.jpg,images/Raw/Hybrid Images/real/98.jpg,1080,1978,JPEG,RGB,9fbb49cef55a715a03ea8c476cb7322e3ed4adca7f3b241275e0db50dd4cc910,true
MLLM_HYB_real_99,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Hybrid Images,real,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/99.jpg,images/Raw/Hybrid Images/real/99.jpg,1070,1935,JPEG,RGB,630c5a527c2debc93c6aaab09ee2abb6feb86c38fa8ca901cc25c1ca562962bf,true
MLLM_STR_GPT-Image2-fake_1,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/1.png,images/Raw/Structure Images/GPT-Image2-fake/1.png,1086,1332,PNG,RGB,aee258d7bd9f090a2a1bf1cac5bfe9a6cf0b3986e1c0ace30a2b8ce01453d2f1,true
MLLM_STR_GPT-Image2-fake_10,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/10.png,images/Raw/Structure Images/GPT-Image2-fake/10.png,1086,1332,PNG,RGB,a36454e3e5a67146c91f2f29ab20df34dd230fde06e265791983c4c1f12c7369,true
MLLM_STR_GPT-Image2-fake_100,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/100.png,images/Raw/Structure Images/GPT-Image2-fake/100.png,1086,1332,PNG,RGB,c34268eb35ced650ddaf3474eaf4a16f33037bce38d1391645d65afc64e3aa0a,true
MLLM_STR_GPT-Image2-fake_101,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/101.png,images/Raw/Structure Images/GPT-Image2-fake/101.png,1086,1332,PNG,RGB,659b555f670004fc7a9cd7d7d9762616d17337de1e403b9342519e09cadf6737,true
MLLM_STR_GPT-Image2-fake_102,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/102.png,images/Raw/Structure Images/GPT-Image2-fake/102.png,1122,1290,PNG,RGB,9fcbe33dc05d574a6dc281bb666b6628d54291811350599e971c90cb06ce27db,true
MLLM_STR_GPT-Image2-fake_103,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/103.png,images/Raw/Structure Images/GPT-Image2-fake/103.png,1122,1290,PNG,RGB,4b74da87889a0b25f81bc6caa8c898b1e48a449c90625c48903773f155dcf32b,true
MLLM_STR_GPT-Image2-fake_104,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/104.png,images/Raw/Structure Images/GPT-Image2-fake/104.png,1122,1290,PNG,RGB,81afc282ba864837c02f114c7712fb0f69e72c9a8cb8271f6e2800eeb1f3f01c,true
MLLM_STR_GPT-Image2-fake_105,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/105.png,images/Raw/Structure Images/GPT-Image2-fake/105.png,1122,1290,PNG,RGB,9791bdbfe0d62179bc64b3e59126a493e5e889834dc47a00fe7b32e3e85577b1,true
MLLM_STR_GPT-Image2-fake_106,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/106.png,images/Raw/Structure Images/GPT-Image2-fake/106.png,1122,1290,PNG,RGB,7dade006ab959546ffb91e74457e231912609c98bffa666efaac34db4064be21,true
MLLM_STR_GPT-Image2-fake_107,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/107.png,images/Raw/Structure Images/GPT-Image2-fake/107.png,1122,1290,PNG,RGB,07a063006babfc2de5fa25b99410a9084c219b2689b2a428f40880a1719ea2f7,true
MLLM_STR_GPT-Image2-fake_108,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/108.png,images/Raw/Structure Images/GPT-Image2-fake/108.png,1122,1290,PNG,RGB,7815cda9d084dd962abc56aaa84674e1ea6dd5b6e6539be696d9665e397ae26c,true
MLLM_STR_GPT-Image2-fake_109,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/109.png,images/Raw/Structure Images/GPT-Image2-fake/109.png,1122,1290,PNG,RGB,6c8c45c1494814ef92e891bea2ef3d8f34a62c4d6c8b6dd06402590dba93b178,true
MLLM_STR_GPT-Image2-fake_11,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/11.png,images/Raw/Structure Images/GPT-Image2-fake/11.png,1086,1332,PNG,RGB,bb79508780ffa13c9aa8621c46e5ae015fe1ac1d2d51b3f8911a56c2683853e7,true
MLLM_STR_GPT-Image2-fake_110,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/110.png,images/Raw/Structure Images/GPT-Image2-fake/110.png,1122,1290,PNG,RGB,c7dc177948044eba2a5d0cd329449fc69988b8f0ea27e5604fd26b5a4f1d5194,true
MLLM_STR_GPT-Image2-fake_111,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/111.png,images/Raw/Structure Images/GPT-Image2-fake/111.png,1086,1332,PNG,RGB,3de77a5aaaab8908c69b274dd770c6a6cf725b7e316061eff3c54eeddacbfb4e,true
MLLM_STR_GPT-Image2-fake_112,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/112.png,images/Raw/Structure Images/GPT-Image2-fake/112.png,1086,1332,PNG,RGB,f7cb461ad1cf3d00996e1b68afd251b1dac6dea044b5e7e110b89f3ca17014c7,true
MLLM_STR_GPT-Image2-fake_113,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/113.png,images/Raw/Structure Images/GPT-Image2-fake/113.png,1086,1332,PNG,RGB,e8824d9fe5631fb36fc569796644bca8788e26a249f23e77b6b8d5ee5403a91d,true
MLLM_STR_GPT-Image2-fake_114,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/114.png,images/Raw/Structure Images/GPT-Image2-fake/114.png,1086,1332,PNG,RGB,437b90681dbd598de74d7dc771cf1f2f539d67eaeeb35967f37b6e6490a638af,true
MLLM_STR_GPT-Image2-fake_115,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/115.png,images/Raw/Structure Images/GPT-Image2-fake/115.png,1086,1332,PNG,RGB,efd619ab695fd506bd6cc7a0d7660cfd9630dda7766e2b82dd89b08cd675a561,true
MLLM_STR_GPT-Image2-fake_116,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/116.png,images/Raw/Structure Images/GPT-Image2-fake/116.png,1086,1332,PNG,RGB,f4a1f095ecd82aee485c4118182e0dc8864ce9a1010138686fc278ee05ee6a38,true
MLLM_STR_GPT-Image2-fake_117,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/117.png,images/Raw/Structure Images/GPT-Image2-fake/117.png,1086,1332,PNG,RGB,68992035be0a140741e818648218285cc5e51880a1049bc1f0e29363872de4c7,true
MLLM_STR_GPT-Image2-fake_118,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/118.png,images/Raw/Structure Images/GPT-Image2-fake/118.png,1086,1332,PNG,RGB,3f7c181ee523a3a9c1114946b9795cba8be1e1464e57e17a74ce802e5cc7c3b7,true
MLLM_STR_GPT-Image2-fake_119,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/119.png,images/Raw/Structure Images/GPT-Image2-fake/119.png,1086,1332,PNG,RGB,1e54d67b428e2546017a9a975bd5706358b2642b54d4a65d8a652fdd296014a9,true
MLLM_STR_GPT-Image2-fake_12,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/12.png,images/Raw/Structure Images/GPT-Image2-fake/12.png,1086,1332,PNG,RGB,fc3cb081fb91f655eeb59df7eed204007b6f294093ef3152b8981c24475d8f6d,true
MLLM_STR_GPT-Image2-fake_120,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/120.png,images/Raw/Structure Images/GPT-Image2-fake/120.png,1086,1332,PNG,RGB,3b35ecc3e255dc310fb1d9347e12e1e8e334c7248338be4092ffea7bf3caeb22,true
MLLM_STR_GPT-Image2-fake_121,zr-zhang/MLLM-Generated-Image-Detection-Dataset,1498eead24292a9a2d134476b2c559193b68b9de,apache-2.0,2026-08-26,Structure Images,GPT-Image2-fake,1,GPT Image 2,data/external_v2/public/mllm/raw/Structure Images/GPT-Image2-fake/121.png,images/Raw/Structure Images/GPT-Image2-fake/121.png,1086,1332,PNG,RGB,cfe5f78b680e501324d3dab9fd3c5ae8b191c887d11d36b321a1a093aa6e2a4d,true
