source_id,condition,label,generator,source_path,processed_path
MLLM_HYB_real_13,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/13.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_13,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/13.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_13,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/13.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_13,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/13.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_13,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/13.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_130,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/130.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_130,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/130.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_130,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/130.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_130,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/130.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_130,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/130.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_131,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/131.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_131,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/131.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_131,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/131.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_131,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/131.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_131,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/131.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_132,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/132.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_132,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/132.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_132,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/132.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_132,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/132.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_132,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/132.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_133,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/133.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_133,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/133.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_133,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/133.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_133,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/133.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_133,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/133.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_134,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/134.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_134,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/134.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_134,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/134.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_134,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/134.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_134,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/134.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_135,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/135.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_135,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/135.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_135,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/135.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_135,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/135.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_135,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/135.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_136,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/136.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_136,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/136.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_136,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/136.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_136,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/136.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_136,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/136.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_137,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/137.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_137,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/137.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_137,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/137.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_137,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/137.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_137,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/137.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_138,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/138.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_138,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/138.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_138,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/138.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_138,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/138.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_138,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/138.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_139,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/139.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_139,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/139.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_139,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/139.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_139,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/139.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_139,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/139.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_14,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/14.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_14,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/14.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_14,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/14.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_14,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/14.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_14,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/14.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_140,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/140.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_140,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/140.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_140,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/140.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_140,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/140.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_140,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/140.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_141,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/141.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_141,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/141.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_141,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/141.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_141,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/141.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_141,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/141.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_142,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/142.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_142,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/142.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_142,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/142.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_142,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/142.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_142,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/142.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_143,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/143.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_143,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/143.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_143,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/143.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_143,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/143.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_143,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/143.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_144,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/144.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_144,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/144.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_144,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/144.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_144,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/144.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_144,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/144.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_145,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/145.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_145,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/145.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_145,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/145.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_145,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/145.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_145,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/145.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_146,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/146.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_146,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/146.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_146,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/146.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_146,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/146.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_146,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/146.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_147,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/147.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_147,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/147.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_147,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/147.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_147,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/147.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_147,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/147.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_148,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/148.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_148,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/148.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_148,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/148.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_148,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/148.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_148,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/148.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_149,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/149.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_149,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/149.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_149,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/149.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_149,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/149.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_149,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/149.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_15,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/15.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_15,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/15.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_15,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/15.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_15,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/15.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_15,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/15.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_150,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/150.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_150,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/150.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_150,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/150.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_150,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/150.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_150,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/150.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_151,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/151.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_151,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/151.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_151,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/151.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_151,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/151.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_151,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/151.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_152,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/152.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_152,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/152.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_152,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/152.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_152,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/152.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_152,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/152.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_153,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/153.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_153,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/153.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_153,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/153.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_153,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/153.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_153,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/153.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_154,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/154.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_154,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/154.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_154,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/154.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_154,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/154.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_154,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/154.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_155,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/155.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_155,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/155.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_155,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/155.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_155,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/155.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_155,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/155.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_156,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/156.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_156,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/156.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_156,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/156.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_156,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/156.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_156,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/156.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_157,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/157.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_157,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/157.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_157,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/157.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_157,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/157.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_157,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/157.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_158,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/158.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_158,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/158.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_158,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/158.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_158,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/158.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_158,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/158.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_159,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/159.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_159,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/159.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_159,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/159.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_159,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/159.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_159,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/159.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_16,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/16.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_16,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/16.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_16,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/16.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_16,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/16.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_16,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/16.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_160,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/160.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_160,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/160.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_160,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/160.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_160,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/160.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_160,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/160.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_161,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/161.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_161,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/161.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_161,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/161.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_161,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/161.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_161,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/161.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_162,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/162.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_162,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/162.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_162,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/162.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_162,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/162.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_162,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/162.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_163,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/163.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_163,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/163.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_163,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/163.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_163,blur_sigma2,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/163.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_163,screenshot_strong,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/163.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_164,original,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/164.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_164,jpeg_q50,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/164.jpg,on_the_fly_controlled_preprocess
MLLM_HYB_real_164,resize_112,0,Real,data/external_v2/public/mllm/raw/Hybrid Images/real/164.jpg,on_the_fly_controlled_preprocess
