dataset,image_id,native_path,label,generator,sha256,readable,width,height,format,mode,aspect_ratio
mllm,MLLM_HYB_Nano-Banana2-fake_129,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/129.jpeg,1,Nano Banana 2,46f3f034c180ca0cb211609da36ac2e336cf0d155bc4ed622b04f33153c51a72,True,800,1338,JPEG,RGB,0.5979
mllm,MLLM_HYB_Nano-Banana2-fake_13,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/13.jpeg,1,Nano Banana 2,8c222e8b5e0a22a3019ad17609d8cce99265f5695efd45e952d1b3154e5fec02,True,752,1389,JPEG,RGB,0.5414
mllm,MLLM_HYB_Nano-Banana2-fake_130,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/130.jpeg,1,Nano Banana 2,4a656c29a0242687cd8d5df39f891e8513930abcefc3c50e15eed9842fd7dc62,True,784,1364,JPEG,RGB,0.5748
mllm,MLLM_HYB_Nano-Banana2-fake_131,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/131.jpeg,1,Nano Banana 2,6352a6701e1f9a447e3058f4370f78360d6757f7c35674cbd398f683546bdba9,True,784,1364,JPEG,RGB,0.5748
mllm,MLLM_HYB_Nano-Banana2-fake_132,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/132.jpeg,1,Nano Banana 2,fc92bd0326f3477234d352653b3e88c8e19d055d3897f78eaa3e7c078591f767,True,816,1288,JPEG,RGB,0.6335
mllm,MLLM_HYB_Nano-Banana2-fake_133,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/133.jpeg,1,Nano Banana 2,3d8284a1d744c2f72fb546744c7c2a0e0450efdbacb08e0f967a1159ebd5b96d,True,816,1288,JPEG,RGB,0.6335
mllm,MLLM_HYB_Nano-Banana2-fake_134,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/134.jpeg,1,Nano Banana 2,2349e14314c126b3787f43c4798f31e53c563947de1e674320698f154fcaf995,True,848,1258,JPEG,RGB,0.6741
mllm,MLLM_HYB_Nano-Banana2-fake_135,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/135.jpeg,1,Nano Banana 2,7b34f2479ecbe0e086f4aa74e6209ba7dcaf1dc07f8b3a2f7520378d16ad345d,True,848,1258,JPEG,RGB,0.6741
mllm,MLLM_HYB_Nano-Banana2-fake_136,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/136.jpeg,1,Nano Banana 2,bc0a6f4c563ad5fdc5c3b92de35bd0c998fbd87ce4d21ddb96f1d966deccb0a4,True,800,1334,JPEG,RGB,0.5997
mllm,MLLM_HYB_Nano-Banana2-fake_137,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/137.jpeg,1,Nano Banana 2,3b51a2d211dd569f97d3841ec58ffe879aaedf4ef14509dc106ecde1002969c8,True,800,1334,JPEG,RGB,0.5997
mllm,MLLM_HYB_Nano-Banana2-fake_138,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/138.jpeg,1,Nano Banana 2,3e6694842ec2659e739f09ad4fd2008fc8c09b85aa455015f53a4fc91d2d0ea8,True,864,1247,JPEG,RGB,0.6929
mllm,MLLM_HYB_Nano-Banana2-fake_139,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/139.jpeg,1,Nano Banana 2,0f1f9ba156f54b28ad703a8c7f5f2446ce6f2520d885e8abecd8255c23aa24bf,True,864,1247,JPEG,RGB,0.6929
mllm,MLLM_HYB_Nano-Banana2-fake_14,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/14.jpeg,1,Nano Banana 2,156b3bf29da57de07c3b64dfb9e62febe55150c1c2357d319389e55add3845a3,True,768,1361,JPEG,RGB,0.5643
mllm,MLLM_HYB_Nano-Banana2-fake_140,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/140.jpeg,1,Nano Banana 2,b53f4ebe550b58413eff843af9cdcdb1200db91abe720a2015431b5e557369ae,True,751,1424,JPEG,RGB,0.5274
mllm,MLLM_HYB_Nano-Banana2-fake_141,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/141.jpeg,1,Nano Banana 2,b933233d8f58ec336bfeb30c12265aa2aab9c9f248ffc713f5ee78294119c9c0,True,751,1424,JPEG,RGB,0.5274
mllm,MLLM_HYB_Nano-Banana2-fake_142,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/142.jpeg,1,Nano Banana 2,a33f7e556cf4d1a1f197a6b003a5b2e7eaf6fe244451ed7548df977e803852ab,True,800,1300,JPEG,RGB,0.6154
mllm,MLLM_HYB_Nano-Banana2-fake_143,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/143.jpeg,1,Nano Banana 2,3bbf29f5a2ad694f805e42ab44714b166ba06d2bad6e3a399706d3e3c56eae3e,True,800,1300,JPEG,RGB,0.6154
mllm,MLLM_HYB_Nano-Banana2-fake_144,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/144.jpeg,1,Nano Banana 2,46a0b4cd2f19c4e38e00110684a17c570b4ac0bd7764fd7c8657cac1b82ec6e4,True,768,1392,JPEG,RGB,0.5517
mllm,MLLM_HYB_Nano-Banana2-fake_145,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/145.jpeg,1,Nano Banana 2,135cd5f79005b8b7051a6256412b09f7076ea8dc44385b8c532a71ac8d4c242a,True,768,1392,JPEG,RGB,0.5517
mllm,MLLM_HYB_Nano-Banana2-fake_146,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/146.jpeg,1,Nano Banana 2,5f1bb7159eb06ca16e3c956322deabe99042542097472ccdd459864b4bc24c0e,True,768,1380,JPEG,RGB,0.5565
mllm,MLLM_HYB_Nano-Banana2-fake_147,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/147.jpeg,1,Nano Banana 2,fcfbc62072bf92d0fb619fd58c0ad441613b1e2325ad66d39ae06c9786824fbb,True,768,1380,JPEG,RGB,0.5565
mllm,MLLM_HYB_Nano-Banana2-fake_148,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/148.png,1,Nano Banana 2,5875cc174dc7b9aaf0ba46cd3264435eb9bbbf93216707600f20ecc9658eaab6,True,548,1024,PNG,RGB,0.5352
mllm,MLLM_HYB_Nano-Banana2-fake_149,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/149.png,1,Nano Banana 2,faa41cdc181fcc7acaa39ad8408c39b94d122df9d82c72c155233eb3c2c9a607,True,548,1024,PNG,RGB,0.5352
mllm,MLLM_HYB_Nano-Banana2-fake_15,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/15.png,1,Nano Banana 2,71f18b4b7801e7223a75d95dd9a77db1d9ea3eb4f9ca231516e06bad71efe76d,True,752,1404,PNG,RGBA,0.5356
mllm,MLLM_HYB_Nano-Banana2-fake_150,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/150.jpeg,1,Nano Banana 2,d9f73ef80f585b68a0171b1ae3c6a5516bc3d83fe9ef0c433318768ac124187f,True,768,1384,JPEG,RGB,0.5549
mllm,MLLM_HYB_Nano-Banana2-fake_151,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/151.jpeg,1,Nano Banana 2,3b25c9de291e21de6dfae01c40f92323cab31e855dc1ddb02ca052f712e682d3,True,768,1384,JPEG,RGB,0.5549
mllm,MLLM_HYB_Nano-Banana2-fake_152,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/152.jpeg,1,Nano Banana 2,10a2c8044605fbf9cccb785a83988a0427cc1b3e0b01dc8f2685d727d92dc0c9,True,800,1310,JPEG,RGB,0.6107
mllm,MLLM_HYB_Nano-Banana2-fake_153,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/153.jpeg,1,Nano Banana 2,823832a375c5ef1708c7f424ee777f5a3253940e09a029d69f317f1507feb0d1,True,800,1310,JPEG,RGB,0.6107
mllm,MLLM_HYB_Nano-Banana2-fake_154,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/154.jpeg,1,Nano Banana 2,1757af628ce05b75c342d6cc97ac48c13463fce9af48136381b6240134ac79ea,True,1214,880,JPEG,RGB,1.3795
mllm,MLLM_HYB_Nano-Banana2-fake_155,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/155.jpeg,1,Nano Banana 2,f4ac127abd4f805d0e6ced0c636fc89cc6f976331570b72d99e24dc08883d596,True,1214,880,JPEG,RGB,1.3795
mllm,MLLM_HYB_Nano-Banana2-fake_156,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/156.jpeg,1,Nano Banana 2,4ac68b41383fc0553e3762a4ed184498fac2b8a29ef23505d6ce0e1e25fa96e9,True,816,1296,JPEG,RGB,0.6296
mllm,MLLM_HYB_Nano-Banana2-fake_157,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/157.jpeg,1,Nano Banana 2,feb3bf8e04984125b92fe0b75c5f5c853bd70726cb56e3eadfc115559a288fe2,True,816,1296,JPEG,RGB,0.6296
mllm,MLLM_HYB_Nano-Banana2-fake_158,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/158.jpeg,1,Nano Banana 2,f79d76339200ae967be8d394a4cdb56839188af426965eb40ad366de0b5eab63,True,768,1359,JPEG,RGB,0.5651
mllm,MLLM_HYB_Nano-Banana2-fake_159,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/159.jpeg,1,Nano Banana 2,39acde3578b6d1569fefeb1fb21ccd11f55325ebf7d6ba86cf5eafe66c6235c1,True,768,1359,JPEG,RGB,0.5651
mllm,MLLM_HYB_Nano-Banana2-fake_16,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/16.png,1,Nano Banana 2,30383dc1312d2bb1ce51dbd43f50c8c0b602a887f14f1c3c2f5484f3388a3641,True,752,1412,PNG,RGBA,0.5326
mllm,MLLM_HYB_Nano-Banana2-fake_160,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/160.jpeg,1,Nano Banana 2,d12a8b2d9fd6a0b699637adc63f595757ecf890c90ea7384900bb967afdff130,True,752,1380,JPEG,RGB,0.5449
mllm,MLLM_HYB_Nano-Banana2-fake_161,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/161.jpeg,1,Nano Banana 2,635060c983dc17b7580ffa79b255bee8af9b747ec13b7c9934f4fe7c1e8754c5,True,752,1380,JPEG,RGB,0.5449
mllm,MLLM_HYB_Nano-Banana2-fake_162,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/162.jpeg,1,Nano Banana 2,182868b0421b74bfdb37d7c18822848d1a3166df356aa777017c66ec7a9880ce,True,864,1222,JPEG,RGB,0.707
mllm,MLLM_HYB_Nano-Banana2-fake_163,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/163.jpeg,1,Nano Banana 2,47c7866cbea78294c9d2a55cb021ca2e3fed80b274a434385b1df53737da85be,True,864,1222,JPEG,RGB,0.707
mllm,MLLM_HYB_Nano-Banana2-fake_164,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/164.jpeg,1,Nano Banana 2,4d4c5937ade9d06893df0c1b2332f32b8c017749abca808f968e0408d661e2bf,True,752,1385,JPEG,RGB,0.543
mllm,MLLM_HYB_Nano-Banana2-fake_165,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/165.jpeg,1,Nano Banana 2,a5cea0bbbf2b67fe5d8aad307e9b561f0a29fa9aae8b36be20534446e81b6956,True,752,1385,JPEG,RGB,0.543
mllm,MLLM_HYB_Nano-Banana2-fake_166,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/166.jpeg,1,Nano Banana 2,55eedab67dd7cd8934b11671e4ef9cad8296b8023c470bdd01b4d10738e9db4a,True,845,1264,JPEG,RGB,0.6685
mllm,MLLM_HYB_Nano-Banana2-fake_167,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/167.jpeg,1,Nano Banana 2,2eb2ca0c19422c5bce688d0571d1f75f3769b72d147715c514d5325f0601b8ce,True,845,1264,JPEG,RGB,0.6685
mllm,MLLM_HYB_Nano-Banana2-fake_168,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/168.png,1,Nano Banana 2,d0b9382f86a3b59281d172c8dc5f0b92d445c5ac6cdbc4d59f7a440c96e4152c,True,800,1312,PNG,RGBA,0.6098
mllm,MLLM_HYB_Nano-Banana2-fake_169,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/169.jpeg,1,Nano Banana 2,678ca5a81ecbe1c60ce30d586861a94334485f5f94020f6a2d60dc0c7ebfaddf,True,800,1312,JPEG,RGB,0.6098
mllm,MLLM_HYB_Nano-Banana2-fake_17,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/17.jpeg,1,Nano Banana 2,d941aff9f3ee3b40f45f1addacd313fa4ae8230d3258ff6ec2f8afd50d50ba44,True,784,1350,JPEG,RGB,0.5807
mllm,MLLM_HYB_Nano-Banana2-fake_170,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/170.png,1,Nano Banana 2,a0a94a9f9a2664278982214f8c4b17ffcd2c66c4609bc20f709f19c90ed162aa,True,918,1024,PNG,RGB,0.8965
mllm,MLLM_HYB_Nano-Banana2-fake_171,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/171.png,1,Nano Banana 2,223dd8468941bda116f1d45a2c9714ecf804c1add338240b71b49e00b9447507,True,918,1024,PNG,RGB,0.8965
mllm,MLLM_HYB_Nano-Banana2-fake_172,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/172.png,1,Nano Banana 2,712c16e64830f13081105c944649855b0791d471e3b5a8855497a9fcae811062,True,768,1358,PNG,RGBA,0.5655
mllm,MLLM_HYB_Nano-Banana2-fake_173,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/173.png,1,Nano Banana 2,4b777edbed90dde71acff00bc0296fa1ebb6793b5d98226775f4ebbd6874c8ca,True,768,1358,PNG,RGBA,0.5655
mllm,MLLM_HYB_Nano-Banana2-fake_174,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/174.png,1,Nano Banana 2,5c6cad5be5f72102d2cdb74b9d8a66b1e0f59906632a8d3462ed075ea9df7876,True,1024,1024,JPEG,RGB,1.0
mllm,MLLM_HYB_Nano-Banana2-fake_175,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/175.png,1,Nano Banana 2,ac6724733fbbd94d233658f792f173ba0445bab496433b6052b42170289f89f4,True,1536,2752,PNG,RGB,0.5581
mllm,MLLM_HYB_Nano-Banana2-fake_176,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/176.png,1,Nano Banana 2,804abeaab26e6d069390ef5a40dff448da38f6c69d4e54c96c1886e90375b094,True,1536,2752,PNG,RGB,0.5581
mllm,MLLM_HYB_Nano-Banana2-fake_177,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/177.png,1,Nano Banana 2,48674adecba2f2a6c0508e043d4975b43034fc711e212cc24abc078681151d3f,True,543,976,PNG,RGBA,0.5564
mllm,MLLM_HYB_Nano-Banana2-fake_178,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/178.png,1,Nano Banana 2,567639a8c553f476f22d256cb449de0c1f3d6a5f882e734076c2e76a60455c3f,True,541,972,PNG,RGBA,0.5566
mllm,MLLM_HYB_Nano-Banana2-fake_179,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/179.png,1,Nano Banana 2,f931668745ee73c4904628e7bb9d90cb48af5efd0976130bf458de11d897de90,True,540,976,PNG,RGBA,0.5533
mllm,MLLM_HYB_Nano-Banana2-fake_18,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/18.jpeg,1,Nano Banana 2,e8647fa47f1be0358fb7f6a56f953d4bbb5f920da830a08396e7ce8ca26f908e,True,784,1356,JPEG,RGB,0.5782
mllm,MLLM_HYB_Nano-Banana2-fake_180,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/180.png,1,Nano Banana 2,7617ab2cc9b632510a3289d20d94b6eee9d1ccfe593a7548615914cd2ba90424,True,535,976,PNG,RGBA,0.5482
mllm,MLLM_HYB_Nano-Banana2-fake_181,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/181.png,1,Nano Banana 2,3fde28909b8859ece51582fe1d47ecf1155b5717d8b0c23677ac110e37d35cd8,True,538,973,PNG,RGBA,0.5529
mllm,MLLM_HYB_Nano-Banana2-fake_182,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/182.png,1,Nano Banana 2,c04ca3cc6d1282fc09918b9377f5ec3d642a34e4533430e2754e873d08d70bb0,True,543,975,PNG,RGBA,0.5569
mllm,MLLM_HYB_Nano-Banana2-fake_183,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/183.png,1,Nano Banana 2,7a2db2778587ecb3cb5912b06227733dd434b8bf9554e42230c8610cddbceacc,True,541,976,PNG,RGBA,0.5543
mllm,MLLM_HYB_Nano-Banana2-fake_184,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/184.png,1,Nano Banana 2,f82113222066d9bc9422c157ff7084e90d9615a6a48c48e0f6c6a3fe2844c5dd,True,540,975,PNG,RGBA,0.5538
mllm,MLLM_HYB_Nano-Banana2-fake_185,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/185.png,1,Nano Banana 2,f7f8e2adbaaeb5bb111e079afd3134ddba0a05ad4ad1fab16eb08cd2b8e18887,True,535,972,PNG,RGBA,0.5504
mllm,MLLM_HYB_Nano-Banana2-fake_186,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/186.png,1,Nano Banana 2,8f132c48500a0e430fa5780d507791d7fbeacbd33b88e74ea69c59fdd0ba4bd7,True,976,1093,PNG,RGBA,0.893
mllm,MLLM_HYB_Nano-Banana2-fake_187,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/187.png,1,Nano Banana 2,c9194afc1a7a85af925e6f0868d54ea51d94d349e5d16a41b9200f8ade59dc4d,True,784,1352,PNG,RGBA,0.5799
mllm,MLLM_HYB_Nano-Banana2-fake_188,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/188.png,1,Nano Banana 2,5c6ba85c5290efb7a74564800fa37d781f75cea80a2d2b2f5a0c6cbb14836970,True,848,1239,PNG,RGBA,0.6844
mllm,MLLM_HYB_Nano-Banana2-fake_189,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/189.jpg,1,Nano Banana 2,81bc384e15d92e4f61b13d40f81b1c1ab467c4488b5abbfd1a50a4a5996cf54a,True,745,1424,JPEG,RGB,0.5232
mllm,MLLM_HYB_Nano-Banana2-fake_19,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/19.png,1,Nano Banana 2,1ac0a134a9500786c5cd2f7499f45ba6abdeddeb1136d1cf4d0a6224dc4f8e01,True,687,1024,PNG,RGB,0.6709
mllm,MLLM_HYB_Nano-Banana2-fake_190,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/190.png,1,Nano Banana 2,3580403f512b5f1c6bfa5fc26120211a0f8af5e48d333e5e37b8482395a3530b,True,784,1352,PNG,RGBA,0.5799
mllm,MLLM_HYB_Nano-Banana2-fake_191,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/191.png,1,Nano Banana 2,90b1425e747467bd9576836d31bed6f1fb074cce8d06cbcd7f041d47f942b344,True,768,1402,PNG,RGBA,0.5478
mllm,MLLM_HYB_Nano-Banana2-fake_192,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/192.png,1,Nano Banana 2,36ac8981c88a57704f1ad82ce10db71bd48fa275fa0d394c35739e412a97f211,True,864,1247,PNG,RGBA,0.6929
mllm,MLLM_HYB_Nano-Banana2-fake_193,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/193.png,1,Nano Banana 2,affcd5a5f34039e965833af3e353640e1fd9dd6121467d02e054b96be8b12aaa,True,800,1302,PNG,RGBA,0.6144
mllm,MLLM_HYB_Nano-Banana2-fake_194,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/194.png,1,Nano Banana 2,c186e72036f5eefa05e4a826f74d79ae9c07de944013ab0dfabc3f471502855c,True,864,1210,PNG,RGBA,0.714
mllm,MLLM_HYB_Nano-Banana2-fake_195,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/195.png,1,Nano Banana 2,ef0c598803fd1907ea11f5d43a0b28cbd5a53bd100a13ecc786d9f2f8e7b662d,True,992,1057,PNG,RGBA,0.9385
mllm,MLLM_HYB_Nano-Banana2-fake_196,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/196.png,1,Nano Banana 2,8cee946d6fae2700d061757457f24bb2d85fdfe180295b5fc324bd0e50aa2fb9,True,928,1152,PNG,RGBA,0.8056
mllm,MLLM_HYB_Nano-Banana2-fake_197,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/197.png,1,Nano Banana 2,362c48a179f28668f450345fa9d3144a5584c5db60218352c894d672baacee7e,True,1049,1024,PNG,RGBA,1.0244
mllm,MLLM_HYB_Nano-Banana2-fake_2,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/2.png,1,Nano Banana 2,3711b09a4b76e94f8fa78a103910189028f401c48520a22188a94d65beb8827d,True,643,1024,PNG,RGB,0.6279
mllm,MLLM_HYB_Nano-Banana2-fake_20,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/20.png,1,Nano Banana 2,65a7997e163b7515fbfe1284527f8f52a8e7241a2b7a20e0fc8c8637958ed9e5,True,687,1024,PNG,RGB,0.6709
mllm,MLLM_HYB_Nano-Banana2-fake_21,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/21.jpeg,1,Nano Banana 2,ec4f0711d9e388077eda7d39c3b1e4e33382e3c0fb39c715e59a225ce81f8e37,True,784,1333,JPEG,RGB,0.5881
mllm,MLLM_HYB_Nano-Banana2-fake_22,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/22.jpeg,1,Nano Banana 2,f24c9484dfc8982b1faa204195d8bd0c742e42c1565314f0d2faa8222742fafa,True,1312,816,JPEG,RGB,1.6078
mllm,MLLM_HYB_Nano-Banana2-fake_23,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/23.jpeg,1,Nano Banana 2,cb538a21fb45c7d54d09ba774ad97b2485d87ee389b652d2812413e55515bb42,True,736,1434,JPEG,RGB,0.5132
mllm,MLLM_HYB_Nano-Banana2-fake_24,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/24.jpeg,1,Nano Banana 2,2010eb4e0b6e756cac5a017ef709d973152e2e5a088ddd6d4b83ba3ec33cd905,True,1443,720,JPEG,RGB,2.0042
mllm,MLLM_HYB_Nano-Banana2-fake_25,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/25.jpeg,1,Nano Banana 2,bd546479c38b42ed68d53e7eb6e4a6f9dadf67dbd80bf52475bf3b12de846f27,True,816,1301,JPEG,RGB,0.6272
mllm,MLLM_HYB_Nano-Banana2-fake_26,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/26.jpeg,1,Nano Banana 2,0e9e73a88e79ba0ad960b26102875b16a4d9650592a99f9dbf003ebdd48c6ade,True,809,1312,JPEG,RGB,0.6166
mllm,MLLM_HYB_Nano-Banana2-fake_27,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/27.jpeg,1,Nano Banana 2,f44f4e8abcfbe345687cda0bc4b4f966828b14f3a2594e4e6928105bfe7a6d56,True,800,1321,JPEG,RGB,0.6056
mllm,MLLM_HYB_Nano-Banana2-fake_28,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/28.jpeg,1,Nano Banana 2,6408daec4114ce980ab2b72deafcba5c15bbd5e897c723d4c9593f876ac70897,True,1301,800,JPEG,RGB,1.6262
mllm,MLLM_HYB_Nano-Banana2-fake_29,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/29.jpeg,1,Nano Banana 2,b382774e7e4e13558bcf870a055e344b19f40baf4673ee93d52b6bd120a9fb53,True,864,1223,JPEG,RGB,0.7065
mllm,MLLM_HYB_Nano-Banana2-fake_3,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/3.png,1,Nano Banana 2,d9843d20141088cc7516e178f8a1a920b2c2b086003f02b5edaa13baf143e446,True,728,1024,PNG,RGB,0.7109
mllm,MLLM_HYB_Nano-Banana2-fake_30,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/30.jpeg,1,Nano Banana 2,c54a733cda1ede3cc083e4c9e640af092604c8599c6984a0ee8dca7cb827f14e,True,768,1407,JPEG,RGB,0.5458
mllm,MLLM_HYB_Nano-Banana2-fake_31,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/31.png,1,Nano Banana 2,0f457de200f1f791b0b33620fd4611b0b941b190b54f05ef6e6c5ffd35157620,True,842,1024,PNG,RGB,0.8223
mllm,MLLM_HYB_Nano-Banana2-fake_32,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/32.png,1,Nano Banana 2,0c672042bfbe491cd2f204580e07eeb51b2a854fc9966044bc3ebcac5198702a,True,842,1024,PNG,RGB,0.8223
mllm,MLLM_HYB_Nano-Banana2-fake_33,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/33.jpeg,1,Nano Banana 2,ad9f3f529d2e607cae04e36fc007074f3f7814d1e0c6c1aa33516380ed974e92,True,784,1359,JPEG,RGB,0.5769
mllm,MLLM_HYB_Nano-Banana2-fake_34,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/34.jpeg,1,Nano Banana 2,42436f626e92e013ae706df95f60b2f150fca1466f1fadb399ee01da087fa768,True,1231,864,JPEG,RGB,1.4248
mllm,MLLM_HYB_Nano-Banana2-fake_35,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/35.jpeg,1,Nano Banana 2,d937ae859bb70f3c33b896498dd57ee64e0b7972059ebf40039eca1ea33ed4f9,True,1419,736,JPEG,RGB,1.928
mllm,MLLM_HYB_Nano-Banana2-fake_36,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/36.jpeg,1,Nano Banana 2,f32fcaa77d181e5322fde1df8194cc845db60317abff027a6e27f205d2e15dc1,True,768,1374,JPEG,RGB,0.559
mllm,MLLM_HYB_Nano-Banana2-fake_37,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/37.jpeg,1,Nano Banana 2,a1c2f87e68123d5fbae164fd3fd1d8ce6ecef9ea62ca996f09b726b05c7c84a5,True,874,1216,JPEG,RGB,0.7188
mllm,MLLM_HYB_Nano-Banana2-fake_38,data/external_v2/public/mllm/raw/Hybrid Images/Nano-Banana2-fake/38.jpeg,1,Nano Banana 2,d677aed0e5708b2816e30794dbff4507424198e01c2ff41b7b9194627c7dfbf1,True,784,1355,JPEG,RGB,0.5786
