image_id,dataset,generator,ai_era,calibrated_probability,raw_probability,group,selective_prediction
pilot_003871,Tiny-GenImage,Midjourney,legacy,0.977473968610118,0.99923837184906,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003885,Tiny-GenImage,Midjourney,legacy,0.996699444242348,0.9999810457229614,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003899,Tiny-GenImage,Midjourney,legacy,0.9952369197460867,0.9999617338180542,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003913,Tiny-GenImage,Midjourney,legacy,0.9818995243462249,0.9995019435882568,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003927,Tiny-GenImage,Midjourney,legacy,0.9975544324606314,0.9999892711639404,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003941,Tiny-GenImage,Midjourney,legacy,0.9990439833816448,0.9999982118606568,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003955,Tiny-GenImage,Midjourney,legacy,0.9503792089141644,0.9963955283164978,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003969,Tiny-GenImage,Midjourney,legacy,0.917569163808552,0.9899354577064514,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003983,Tiny-GenImage,Midjourney,legacy,0.5146131379216652,0.5278051495552063,UNCERTAIN_AI,UNCERTAIN
pilot_003997,Tiny-GenImage,Midjourney,legacy,0.9971019505104696,0.9999852180480956,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000107,Tiny-GenImage,SD15,legacy,0.6786011901982049,0.8058216571807861,UNCERTAIN_AI,UNCERTAIN
pilot_000121,Tiny-GenImage,SD15,legacy,0.9787141057449052,0.9993178844451904,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000191,Tiny-GenImage,SD15,legacy,0.965378972602354,0.9982337951660156,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000247,Tiny-GenImage,SD15,legacy,0.958728697001204,0.9975011944770812,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000289,Tiny-GenImage,SD15,legacy,0.9654086972601068,0.998236894607544,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000303,Tiny-GenImage,SD15,legacy,0.7384819757097799,0.8783299326896667,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000485,Tiny-GenImage,SD15,legacy,0.9658511044417344,0.9982810020446776,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000681,Tiny-GenImage,SD15,legacy,0.6338521461650214,0.739807665348053,UNCERTAIN_AI,UNCERTAIN
pilot_000709,Tiny-GenImage,SD15,legacy,0.8718135052230339,0.974678874015808,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000737,Tiny-GenImage,SD15,legacy,0.6038264861309264,0.6905056834220886,UNCERTAIN_AI,UNCERTAIN
pilot_000765,Tiny-GenImage,SD15,legacy,0.0377163491907598,0.00209098495543,FALSE_REAL_AI,REAL
pilot_000821,Tiny-GenImage,SD15,legacy,0.7398911183943705,0.8798094987869263,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000835,Tiny-GenImage,SD15,legacy,0.101625810207258,0.0155236739665269,FALSE_REAL_AI,REAL
pilot_001003,Tiny-GenImage,SD15,legacy,0.5680918015508399,0.6275864839553833,UNCERTAIN_AI,UNCERTAIN
pilot_001017,Tiny-GenImage,SD15,legacy,0.6925551887360957,0.8243880271911621,UNCERTAIN_AI,UNCERTAIN
pilot_001129,Tiny-GenImage,SD15,legacy,0.8615760343398621,0.9701617360115052,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001171,Tiny-GenImage,SD15,legacy,0.9636201357530598,0.998052716255188,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001227,Tiny-GenImage,SD15,legacy,0.9443319599379412,0.9954625964164734,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001241,Tiny-GenImage,SD15,legacy,0.9437183108255724,0.995361626148224,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001255,Tiny-GenImage,SD15,legacy,0.9798087731056642,0.9993842840194702,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001283,Tiny-GenImage,SD15,legacy,0.98446249945639,0.9996293783187866,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001395,Tiny-GenImage,SD15,legacy,0.9754305824856876,0.9990980625152588,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001437,Tiny-GenImage,SD15,legacy,0.5304816152528081,0.5578540563583374,UNCERTAIN_AI,UNCERTAIN
pilot_001493,Tiny-GenImage,SD15,legacy,0.5926811183899594,0.6713239550590515,UNCERTAIN_AI,UNCERTAIN
pilot_001549,Tiny-GenImage,SD15,legacy,0.6901670364757301,0.821281373500824,UNCERTAIN_AI,UNCERTAIN
pilot_001703,Tiny-GenImage,SD15,legacy,0.2233365032071615,0.0852374732494354,FALSE_REAL_AI,REAL
pilot_001815,Tiny-GenImage,SD15,legacy,0.9870980765121776,0.9997411370277404,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001829,Tiny-GenImage,SD15,legacy,0.9653814499000668,0.9982341527938844,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001843,Tiny-GenImage,SD15,legacy,0.3367443176950432,0.2157312780618667,UNCERTAIN_AI,UNCERTAIN
pilot_001885,Tiny-GenImage,SD15,legacy,0.5324855360817405,0.561630368232727,UNCERTAIN_AI,UNCERTAIN
pilot_002095,Tiny-GenImage,SD15,legacy,0.4976389292551159,0.4955041706562042,UNCERTAIN_AI,UNCERTAIN
pilot_002123,Tiny-GenImage,SD15,legacy,0.3796349650558076,0.2818840146064758,UNCERTAIN_AI,UNCERTAIN
pilot_002249,Tiny-GenImage,SD15,legacy,0.5865080207330047,0.6605172753334045,UNCERTAIN_AI,UNCERTAIN
pilot_002333,Tiny-GenImage,SD15,legacy,0.3432420200969477,0.2252063751220703,UNCERTAIN_AI,UNCERTAIN
pilot_002375,Tiny-GenImage,SD15,legacy,0.8157266204260585,0.9444206953048706,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002403,Tiny-GenImage,SD15,legacy,0.782703062604165,0.9198400378227234,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002445,Tiny-GenImage,SD15,legacy,0.9790978416266092,0.9993415474891664,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002627,Tiny-GenImage,SD15,legacy,0.9943832687347668,0.9999475479125975,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002641,Tiny-GenImage,SD15,legacy,0.754446652466192,0.8944833278656006,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002655,Tiny-GenImage,SD15,legacy,0.7412289532670564,0.8812045454978943,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002683,Tiny-GenImage,SD15,legacy,0.9517558127401514,0.9965922236442566,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_002781,Tiny-GenImage,SD15,legacy,0.1911396641349914,0.0602562092244625,FALSE_REAL_AI,REAL
pilot_002879,Tiny-GenImage,SD15,legacy,0.8344006261392191,0.9560315608978271,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003005,Tiny-GenImage,SD15,legacy,0.4801363316517381,0.4622282981872558,UNCERTAIN_AI,UNCERTAIN
pilot_003201,Tiny-GenImage,SD15,legacy,0.2607198829279714,0.1208307221531868,FALSE_REAL_AI,REAL
pilot_003299,Tiny-GenImage,SD15,legacy,0.8811681388377447,0.9784392714500428,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003383,Tiny-GenImage,SD15,legacy,0.7431151890419658,0.8831554651260376,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003411,Tiny-GenImage,SD15,legacy,0.9769484929453268,0.9992033839225768,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003537,Tiny-GenImage,SD15,legacy,0.7896553091988893,0.925458550453186,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003607,Tiny-GenImage,SD15,legacy,0.314827992383346,0.1853114962577819,UNCERTAIN_AI,UNCERTAIN
pilot_003635,Tiny-GenImage,SD15,legacy,0.6544632347136826,0.7713987827301025,UNCERTAIN_AI,UNCERTAIN
pilot_003649,Tiny-GenImage,SD15,legacy,0.6850270193935202,0.8144952654838562,UNCERTAIN_AI,UNCERTAIN
pilot_003677,Tiny-GenImage,SD15,legacy,0.9433516773064672,0.9953006505966188,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003789,Tiny-GenImage,SD15,legacy,0.0286159750268543,0.0012150591937825,FALSE_REAL_AI,REAL
pilot_003831,Tiny-GenImage,SD15,legacy,0.9904611714403904,0.9998552799224854,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003929,Tiny-GenImage,SD15,legacy,0.9935754522365056,0.9999321699142456,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_003999,Tiny-GenImage,SD15,legacy,0.9775671730047656,0.9992445707321168,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000011,Tiny-GenImage,VQDM,legacy,0.009429211004651,0.0001415219594491,FALSE_REAL_AI,REAL
pilot_000025,Tiny-GenImage,VQDM,legacy,0.2446335958296322,0.1046265661716461,FALSE_REAL_AI,REAL
pilot_000039,Tiny-GenImage,VQDM,legacy,0.5546334060325444,0.6029552221298218,UNCERTAIN_AI,UNCERTAIN
pilot_000053,Tiny-GenImage,VQDM,legacy,0.4059479693640022,0.3262932300567627,UNCERTAIN_AI,UNCERTAIN
pilot_000067,Tiny-GenImage,VQDM,legacy,0.9871242461725313,0.9997422099113464,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000081,Tiny-GenImage,VQDM,legacy,0.3575946482275513,0.2468466609716415,UNCERTAIN_AI,UNCERTAIN
pilot_000095,Tiny-GenImage,VQDM,legacy,0.9622606044749834,0.9979065656661988,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000109,Tiny-GenImage,VQDM,legacy,0.806758644016517,0.9382675290107728,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000123,Tiny-GenImage,VQDM,legacy,0.9028645086492114,0.985870897769928,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000137,Tiny-GenImage,VQDM,legacy,0.7915742196240932,0.9269669651985168,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000151,Tiny-GenImage,VQDM,legacy,0.2883378236556906,0.15182426571846,UNCERTAIN_AI,UNCERTAIN
pilot_000165,Tiny-GenImage,VQDM,legacy,0.3610577440746009,0.2522106766700744,UNCERTAIN_AI,UNCERTAIN
pilot_000179,Tiny-GenImage,VQDM,legacy,0.0448342875960828,0.0029450003057718,FALSE_REAL_AI,REAL
pilot_000193,Tiny-GenImage,VQDM,legacy,0.9297398993404196,0.992738664150238,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000207,Tiny-GenImage,VQDM,legacy,0.155411102242455,0.0382968336343765,FALSE_REAL_AI,REAL
pilot_000221,Tiny-GenImage,VQDM,legacy,0.0174762661971491,0.0004652604984585,FALSE_REAL_AI,REAL
pilot_000235,Tiny-GenImage,VQDM,legacy,0.4637606452313451,0.4313098788261413,UNCERTAIN_AI,UNCERTAIN
pilot_000249,Tiny-GenImage,VQDM,legacy,0.7748187118562947,0.9131748676300048,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000263,Tiny-GenImage,VQDM,legacy,0.1843869532857139,0.055654902011156,FALSE_REAL_AI,REAL
pilot_000277,Tiny-GenImage,VQDM,legacy,0.4681532949555206,0.4395729601383209,UNCERTAIN_AI,UNCERTAIN
pilot_000291,Tiny-GenImage,VQDM,legacy,0.7514430323869572,0.8915460109710693,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000305,Tiny-GenImage,VQDM,legacy,0.0874980814072525,0.0113797672092914,FALSE_REAL_AI,REAL
pilot_000319,Tiny-GenImage,VQDM,legacy,0.5207330109239061,0.5394198894500732,UNCERTAIN_AI,UNCERTAIN
pilot_000333,Tiny-GenImage,VQDM,legacy,0.274344958156077,0.1356186419725418,UNCERTAIN_AI,UNCERTAIN
pilot_000347,Tiny-GenImage,VQDM,legacy,0.4002014953730946,0.3163758814334869,UNCERTAIN_AI,UNCERTAIN
pilot_000361,Tiny-GenImage,VQDM,legacy,0.314697716101174,0.1851379126310348,UNCERTAIN_AI,UNCERTAIN
pilot_000375,Tiny-GenImage,VQDM,legacy,0.0321538684181488,0.0015271345619112,FALSE_REAL_AI,REAL
pilot_000389,Tiny-GenImage,VQDM,legacy,0.1757227346160318,0.0500641651451587,FALSE_REAL_AI,REAL
pilot_000403,Tiny-GenImage,VQDM,legacy,0.6959451366444143,0.8287472724914551,UNCERTAIN_AI,UNCERTAIN
pilot_000417,Tiny-GenImage,VQDM,legacy,0.2136064898457213,0.0771474987268447,FALSE_REAL_AI,REAL
pilot_000431,Tiny-GenImage,VQDM,legacy,0.9469229817579954,0.995876133441925,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000445,Tiny-GenImage,VQDM,legacy,0.5303842053048824,0.5576703548431396,UNCERTAIN_AI,UNCERTAIN
pilot_000459,Tiny-GenImage,VQDM,legacy,0.4339763132528988,0.3761701881885528,UNCERTAIN_AI,UNCERTAIN
pilot_000473,Tiny-GenImage,VQDM,legacy,0.93606572937861,0.9940029978752136,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000487,Tiny-GenImage,VQDM,legacy,0.3924004802272819,0.3031024932861328,UNCERTAIN_AI,UNCERTAIN
pilot_000501,Tiny-GenImage,VQDM,legacy,0.1079130546241889,0.0176005791872739,FALSE_REAL_AI,REAL
pilot_000515,Tiny-GenImage,VQDM,legacy,0.0131105933062999,0.0002669470559339,FALSE_REAL_AI,REAL
pilot_000529,Tiny-GenImage,VQDM,legacy,0.0043862199523339,3.264023325755261e-05,FALSE_REAL_AI,REAL
pilot_000543,Tiny-GenImage,VQDM,legacy,0.4573523016210492,0.4193053543567657,UNCERTAIN_AI,UNCERTAIN
pilot_000557,Tiny-GenImage,VQDM,legacy,0.3234376897522339,0.1969742029905319,UNCERTAIN_AI,UNCERTAIN
pilot_000571,Tiny-GenImage,VQDM,legacy,0.1521096585700967,0.0365565232932567,FALSE_REAL_AI,REAL
pilot_000585,Tiny-GenImage,VQDM,legacy,0.5252890822140529,0.5480472445487976,UNCERTAIN_AI,UNCERTAIN
pilot_000599,Tiny-GenImage,VQDM,legacy,0.0845974929873364,0.0106161031872034,FALSE_REAL_AI,REAL
pilot_000613,Tiny-GenImage,VQDM,legacy,0.1181158594858338,0.021287053823471,FALSE_REAL_AI,REAL
pilot_000627,Tiny-GenImage,VQDM,legacy,0.3863546938878657,0.2929732799530029,UNCERTAIN_AI,UNCERTAIN
pilot_000641,Tiny-GenImage,VQDM,legacy,0.0906611253808443,0.0122459232807159,FALSE_REAL_AI,REAL
pilot_000655,Tiny-GenImage,VQDM,legacy,0.00348123844945,2.098507684422657e-05,FALSE_REAL_AI,REAL
pilot_000669,Tiny-GenImage,VQDM,legacy,0.2048197674620898,0.0702475234866142,FALSE_REAL_AI,REAL
pilot_000683,Tiny-GenImage,VQDM,legacy,0.3375630066051132,0.2169138342142105,UNCERTAIN_AI,UNCERTAIN
pilot_000697,Tiny-GenImage,VQDM,legacy,0.0005611323029145,6.45835200430156e-07,FALSE_REAL_AI,REAL
pilot_000711,Tiny-GenImage,VQDM,legacy,0.4864171864675173,0.4741526544094085,UNCERTAIN_AI,UNCERTAIN
pilot_000725,Tiny-GenImage,VQDM,legacy,0.1727897629650977,0.0482501611113548,FALSE_REAL_AI,REAL
pilot_000739,Tiny-GenImage,VQDM,legacy,0.8604133755360798,0.9696215391159058,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000753,Tiny-GenImage,VQDM,legacy,0.1697256029056186,0.0463969372212886,FALSE_REAL_AI,REAL
pilot_000767,Tiny-GenImage,VQDM,legacy,0.2054713423731226,0.0707461088895797,FALSE_REAL_AI,REAL
pilot_000781,Tiny-GenImage,VQDM,legacy,0.0215093618706776,0.0006961672916077,FALSE_REAL_AI,REAL
pilot_000795,Tiny-GenImage,VQDM,legacy,0.1320990970760369,0.0269972048699855,FALSE_REAL_AI,REAL
pilot_000809,Tiny-GenImage,VQDM,legacy,0.023712411705208,0.0008416909840889,FALSE_REAL_AI,REAL
pilot_000823,Tiny-GenImage,VQDM,legacy,0.0218984383809653,0.0007208699244074,FALSE_REAL_AI,REAL
pilot_000837,Tiny-GenImage,VQDM,legacy,0.9236739620951392,0.9914035201072692,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_000851,Tiny-GenImage,VQDM,legacy,0.1931211028806457,0.0616474784910678,FALSE_REAL_AI,REAL
pilot_000865,Tiny-GenImage,VQDM,legacy,0.00455764353287,3.512359762680717e-05,FALSE_REAL_AI,REAL
pilot_000879,Tiny-GenImage,VQDM,legacy,0.0290001970559074,0.0012472121743485,FALSE_REAL_AI,REAL
pilot_000893,Tiny-GenImage,VQDM,legacy,0.0249906697737561,0.0009324293932877,FALSE_REAL_AI,REAL
pilot_000907,Tiny-GenImage,VQDM,legacy,0.0223843768912285,0.0007523233653046,FALSE_REAL_AI,REAL
pilot_000921,Tiny-GenImage,VQDM,legacy,0.2311663012310406,0.0920952782034874,FALSE_REAL_AI,REAL
pilot_000935,Tiny-GenImage,VQDM,legacy,0.3401142503521703,0.2206199169158935,UNCERTAIN_AI,UNCERTAIN
pilot_000949,Tiny-GenImage,VQDM,legacy,0.0167534646489889,0.0004287199990358,FALSE_REAL_AI,REAL
pilot_000963,Tiny-GenImage,VQDM,legacy,0.0849007404253812,0.0106945801526308,FALSE_REAL_AI,REAL
pilot_000977,Tiny-GenImage,VQDM,legacy,0.101613556527116,0.0155197698622941,FALSE_REAL_AI,REAL
pilot_000991,Tiny-GenImage,VQDM,legacy,0.0822369225905846,0.0100160194560885,FALSE_REAL_AI,REAL
pilot_001005,Tiny-GenImage,VQDM,legacy,0.3191151219125844,0.1910717934370041,UNCERTAIN_AI,UNCERTAIN
pilot_001019,Tiny-GenImage,VQDM,legacy,0.3959422747983719,0.3091010749340057,UNCERTAIN_AI,UNCERTAIN
pilot_001033,Tiny-GenImage,VQDM,legacy,0.0736751688911848,0.0079980557784438,FALSE_REAL_AI,REAL
pilot_001047,Tiny-GenImage,VQDM,legacy,0.1128743251891704,0.0193436928093433,FALSE_REAL_AI,REAL
pilot_001061,Tiny-GenImage,VQDM,legacy,0.085014975213259,0.0107242250815033,FALSE_REAL_AI,REAL
pilot_001075,Tiny-GenImage,VQDM,legacy,0.0121919146683954,0.0002320562925888,FALSE_REAL_AI,REAL
pilot_001089,Tiny-GenImage,VQDM,legacy,0.8298787824927258,0.9533661603927612,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001103,Tiny-GenImage,VQDM,legacy,0.690991221675305,0.8223568201065063,UNCERTAIN_AI,UNCERTAIN
pilot_001117,Tiny-GenImage,VQDM,legacy,0.3323277119063194,0.2094083130359649,UNCERTAIN_AI,UNCERTAIN
pilot_001131,Tiny-GenImage,VQDM,legacy,0.3111680821259829,0.1804683059453964,UNCERTAIN_AI,UNCERTAIN
pilot_001145,Tiny-GenImage,VQDM,legacy,0.0896009220248735,0.0119516970589756,FALSE_REAL_AI,REAL
pilot_001159,Tiny-GenImage,VQDM,legacy,0.0675966771216397,0.0067132017575204,FALSE_REAL_AI,REAL
pilot_001173,Tiny-GenImage,VQDM,legacy,0.1899012625627218,0.0593961812555789,FALSE_REAL_AI,REAL
pilot_001187,Tiny-GenImage,VQDM,legacy,0.2408837300946041,0.1010431796312332,FALSE_REAL_AI,REAL
pilot_001201,Tiny-GenImage,VQDM,legacy,0.007474009552101,9.05822089407593e-05,FALSE_REAL_AI,REAL
pilot_001215,Tiny-GenImage,VQDM,legacy,0.0458259532860549,0.0030759503133594,FALSE_REAL_AI,REAL
pilot_001229,Tiny-GenImage,VQDM,legacy,0.0736227532091694,0.0079864570870995,FALSE_REAL_AI,REAL
pilot_001243,Tiny-GenImage,VQDM,legacy,0.9398077638958636,0.9946904182434082,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001257,Tiny-GenImage,VQDM,legacy,0.1611089293472403,0.0414121970534324,FALSE_REAL_AI,REAL
pilot_001271,Tiny-GenImage,VQDM,legacy,0.0047168594120547,3.750820906134322e-05,FALSE_REAL_AI,REAL
pilot_001285,Tiny-GenImage,VQDM,legacy,0.332271150160434,0.2093279659748077,UNCERTAIN_AI,UNCERTAIN
pilot_001299,Tiny-GenImage,VQDM,legacy,0.9464660542497324,0.995804727077484,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001313,Tiny-GenImage,VQDM,legacy,0.4723384637521384,0.4474684000015259,UNCERTAIN_AI,UNCERTAIN
pilot_001327,Tiny-GenImage,VQDM,legacy,0.0666405699101828,0.0065220668911933,FALSE_REAL_AI,REAL
pilot_001341,Tiny-GenImage,VQDM,legacy,0.0614409442559916,0.0055340360850095,FALSE_REAL_AI,REAL
pilot_001355,Tiny-GenImage,VQDM,legacy,0.5645679557235908,0.6211790442466736,UNCERTAIN_AI,UNCERTAIN
pilot_001369,Tiny-GenImage,VQDM,legacy,0.1649375037135037,0.0435860268771648,FALSE_REAL_AI,REAL
pilot_001383,Tiny-GenImage,VQDM,legacy,0.0636780593613175,0.0059485337696969,FALSE_REAL_AI,REAL
pilot_001397,Tiny-GenImage,VQDM,legacy,0.5106372943649606,0.520247220993042,UNCERTAIN_AI,UNCERTAIN
pilot_001411,Tiny-GenImage,VQDM,legacy,0.7000042388354516,0.8338884711265564,UNCERTAIN_AI,UNCERTAIN
pilot_001425,Tiny-GenImage,VQDM,legacy,0.2504218137315017,0.1103013604879379,FALSE_REAL_AI,REAL
pilot_001439,Tiny-GenImage,VQDM,legacy,0.2460738601447166,0.106022298336029,FALSE_REAL_AI,REAL
pilot_001453,Tiny-GenImage,VQDM,legacy,0.498301912704349,0.4967665672302246,UNCERTAIN_AI,UNCERTAIN
pilot_001467,Tiny-GenImage,VQDM,legacy,0.107430489976061,0.0174359716475009,FALSE_REAL_AI,REAL
pilot_001481,Tiny-GenImage,VQDM,legacy,0.3042094826422679,0.1714502871036529,UNCERTAIN_AI,UNCERTAIN
pilot_001495,Tiny-GenImage,VQDM,legacy,0.1017321704658108,0.0155575983226299,FALSE_REAL_AI,REAL
pilot_001509,Tiny-GenImage,VQDM,legacy,0.1742181251444649,0.0491286590695381,FALSE_REAL_AI,REAL
pilot_001523,Tiny-GenImage,VQDM,legacy,0.023519434337247,0.0008283947827294,FALSE_REAL_AI,REAL
pilot_001537,Tiny-GenImage,VQDM,legacy,0.1155003408282546,0.0203041341155767,FALSE_REAL_AI,REAL
pilot_001551,Tiny-GenImage,VQDM,legacy,0.0715683066603212,0.0075389915145933,FALSE_REAL_AI,REAL
pilot_001565,Tiny-GenImage,VQDM,legacy,0.2749988270890047,0.136352926492691,UNCERTAIN_AI,UNCERTAIN
pilot_001579,Tiny-GenImage,VQDM,legacy,0.454564477092524,0.4141038656234741,UNCERTAIN_AI,UNCERTAIN
pilot_001593,Tiny-GenImage,VQDM,legacy,0.6632680147622263,0.7842865586280823,UNCERTAIN_AI,UNCERTAIN
pilot_001607,Tiny-GenImage,VQDM,legacy,0.0517992512763811,0.003927590791136,FALSE_REAL_AI,REAL
pilot_001621,Tiny-GenImage,VQDM,legacy,0.109851658240069,0.0182706490159034,FALSE_REAL_AI,REAL
pilot_001635,Tiny-GenImage,VQDM,legacy,0.0646880388765194,0.0061408965848386,FALSE_REAL_AI,REAL
pilot_001649,Tiny-GenImage,VQDM,legacy,0.0027911853356603,1.3760848560195882e-05,FALSE_REAL_AI,REAL
pilot_001663,Tiny-GenImage,VQDM,legacy,0.0047410704229521,3.787740206462331e-05,FALSE_REAL_AI,REAL
pilot_001677,Tiny-GenImage,VQDM,legacy,0.0033817201907459,1.985378548852168e-05,FALSE_REAL_AI,REAL
pilot_001691,Tiny-GenImage,VQDM,legacy,0.0078991722964259,0.0001007270620903,FALSE_REAL_AI,REAL
pilot_001705,Tiny-GenImage,VQDM,legacy,0.0010589442288428,2.1663013285433408e-06,FALSE_REAL_AI,REAL
pilot_001719,Tiny-GenImage,VQDM,legacy,0.1133431254104769,0.0195132214576005,FALSE_REAL_AI,REAL
pilot_001733,Tiny-GenImage,VQDM,legacy,0.3489012909668932,0.2336238622665405,UNCERTAIN_AI,UNCERTAIN
pilot_001747,Tiny-GenImage,VQDM,legacy,0.6163070281570698,0.7114408612251282,UNCERTAIN_AI,UNCERTAIN
pilot_001761,Tiny-GenImage,VQDM,legacy,0.0291103116578983,0.001256504910998,FALSE_REAL_AI,REAL
pilot_001775,Tiny-GenImage,VQDM,legacy,0.9276713208048484,0.9922969937324524,CORRECT_CONFIDENT_AI,AI-GENERATED
pilot_001789,Tiny-GenImage,VQDM,legacy,0.097500621055765,0.0142397778108716,FALSE_REAL_AI,REAL
pilot_001803,Tiny-GenImage,VQDM,legacy,0.2899138570678731,0.1537140905857086,UNCERTAIN_AI,UNCERTAIN
pilot_001817,Tiny-GenImage,VQDM,legacy,0.4787629324021774,0.459624707698822,UNCERTAIN_AI,UNCERTAIN
pilot_001831,Tiny-GenImage,VQDM,legacy,0.0280974398271529,0.0011723360512405,FALSE_REAL_AI,REAL
pilot_001845,Tiny-GenImage,VQDM,legacy,0.0621873178387692,0.0056705558672547,FALSE_REAL_AI,REAL
pilot_001859,Tiny-GenImage,VQDM,legacy,0.0036446642569363,2.2907814127393067e-05,FALSE_REAL_AI,REAL
pilot_001873,Tiny-GenImage,VQDM,legacy,0.0826267033600966,0.0101137906312942,FALSE_REAL_AI,REAL
pilot_001887,Tiny-GenImage,VQDM,legacy,0.241589041356614,0.1017116084694862,FALSE_REAL_AI,REAL
pilot_001901,Tiny-GenImage,VQDM,legacy,0.0352438269415511,0.0018292424501851,FALSE_REAL_AI,REAL
pilot_001915,Tiny-GenImage,VQDM,legacy,0.0467224788493112,0.0031968804541975,FALSE_REAL_AI,REAL
pilot_001929,Tiny-GenImage,VQDM,legacy,0.3320431465009954,0.209004208445549,UNCERTAIN_AI,UNCERTAIN
pilot_001943,Tiny-GenImage,VQDM,legacy,0.200853322047421,0.0672572180628776,FALSE_REAL_AI,REAL
pilot_001957,Tiny-GenImage,VQDM,legacy,0.3808385968696855,0.2838569283485412,UNCERTAIN_AI,UNCERTAIN
pilot_001971,Tiny-GenImage,VQDM,legacy,0.5891686679824495,0.6651903986930847,UNCERTAIN_AI,UNCERTAIN
pilot_001985,Tiny-GenImage,VQDM,legacy,0.0442279551986228,0.002866385737434,FALSE_REAL_AI,REAL
pilot_001999,Tiny-GenImage,VQDM,legacy,0.6438383102235379,0.7553569078445435,UNCERTAIN_AI,UNCERTAIN
pilot_002013,Tiny-GenImage,VQDM,legacy,0.0469626845869979,0.0032296925783157,FALSE_REAL_AI,REAL
pilot_002027,Tiny-GenImage,VQDM,legacy,0.1593320134796869,0.0404253415763378,FALSE_REAL_AI,REAL
pilot_002041,Tiny-GenImage,VQDM,legacy,0.0901065088990031,0.0120915137231349,FALSE_REAL_AI,REAL
pilot_002055,Tiny-GenImage,VQDM,legacy,0.6048889067566108,0.6923108696937561,UNCERTAIN_AI,UNCERTAIN
pilot_002069,Tiny-GenImage,VQDM,legacy,0.2027556042081034,0.0686817541718483,FALSE_REAL_AI,REAL
pilot_002083,Tiny-GenImage,VQDM,legacy,0.0335150226696378,0.0016568066785112,FALSE_REAL_AI,REAL
pilot_002097,Tiny-GenImage,VQDM,legacy,0.4544862870517979,0.413958191871643,UNCERTAIN_AI,UNCERTAIN
pilot_002111,Tiny-GenImage,VQDM,legacy,0.0641000126579773,0.0060285027138888,FALSE_REAL_AI,REAL
