fold,image_id,binary_label,canonical_generator_id,real_domain,source_dataset,original_role,candidate_pool,in_primary_proposal,local_exists,path,overlap_train,overlap_eval
1,SMARTPHONE_437800,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_437800.jpg,False,False
1,SMARTPHONE_840284,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_840284.jpg,False,False
1,SMARTPHONE_798698,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_798698.jpg,False,False
1,SMARTPHONE_46416,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_46416.jpg,False,False
1,SMARTPHONE_583628,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_583628.jpg,False,False
1,SMARTPHONE_570165,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_570165.jpg,False,False
1,SMARTPHONE_336233,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_336233.jpg,False,False
1,SMARTPHONE_701645,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_701645.jpg,False,False
1,SMARTPHONE_689767,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_689767.jpg,False,False
1,SMARTPHONE_976213,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_976213.jpg,False,False
1,SMARTPHONE_296433,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_296433.jpg,False,False
1,SMARTPHONE_970366,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_970366.jpg,False,False
1,SMARTPHONE_674054,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_674054.jpg,False,False
1,SMARTPHONE_694174,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_694174.jpg,False,False
1,SMARTPHONE_557097,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_557097.jpg,False,False
1,SMARTPHONE_515161,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_515161.jpg,False,False
1,SMARTPHONE_667136,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_667136.jpg,False,False
1,SMARTPHONE_340006,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_340006.jpg,False,False
1,SMARTPHONE_5217,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_5217.jpg,False,False
1,SMARTPHONE_671424,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_671424.jpg,False,False
1,SMARTPHONE_890687,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_890687.jpg,False,False
1,SMARTPHONE_236151,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_236151.jpg,False,False
1,SMARTPHONE_498592,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_498592.webp,False,False
1,SMARTPHONE_36066,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_36066.jpg,False,False
1,SMARTPHONE_967616,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_967616.jpg,False,False
1,SMARTPHONE_83762,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_83762.jpg,False,False
1,SMARTPHONE_988228,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_988228.jpg,False,False
1,SMARTPHONE_208899,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_208899.jpg,False,False
1,SMARTPHONE_292775,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_292775.jpg,False,False
1,SMARTPHONE_826161,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_826161.jpg,False,False
1,SMARTPHONE_330559,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_330559.webp,False,False
1,SMARTPHONE_101535,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_101535.jpg,False,False
1,SMARTPHONE_819835,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_819835.jpg,False,False
1,SMARTPHONE_695104,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_695104.jpg,False,False
1,SMARTPHONE_578349,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_578349.jpg,False,False
1,SMARTPHONE_600437,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_600437.jpg,False,False
1,SMARTPHONE_437095,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_437095.jpg,False,False
1,SMARTPHONE_885864,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_885864.jpg,False,False
1,SMARTPHONE_15722,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_15722.jpg,False,False
1,SMARTPHONE_147091,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_147091.jpg,False,False
1,SMARTPHONE_697815,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_697815.jpg,False,False
1,SMARTPHONE_776264,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_776264.jpg,False,False
1,SMARTPHONE_1012897,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_1012897.jpg,False,False
1,SMARTPHONE_554805,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_554805.jpg,False,False
1,SMARTPHONE_893483,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_893483.jpg,False,False
1,SMARTPHONE_284994,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_284994.jpg,False,False
1,SMARTPHONE_655760,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_655760.jpg,False,False
1,SMARTPHONE_561332,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_561332.jpg,False,False
1,SMARTPHONE_290950,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_290950.jpg,False,False
1,SMARTPHONE_170279,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_170279.jpg,False,False
1,SMARTPHONE_1024106,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_1024106.jpg,False,False
1,SMARTPHONE_802677,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_802677.jpg,False,False
1,SMARTPHONE_178498,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_178498.jpg,False,False
1,SMARTPHONE_846901,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_846901.jpg,False,False
1,SMARTPHONE_603816,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_603816.jpg,False,False
1,SMARTPHONE_249237,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_249237.jpg,False,False
1,SMARTPHONE_829143,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_829143.jpg,False,False
1,SMARTPHONE_1020961,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_1020961.jpg,False,False
1,SMARTPHONE_15541,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_15541.jpg,False,False
1,SMARTPHONE_462309,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_462309.jpg,False,False
1,SMARTPHONE_326248,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_326248.jpg,False,False
1,SMARTPHONE_927473,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_927473.jpg,False,False
1,SMARTPHONE_231536,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_231536.jpg,False,False
1,SMARTPHONE_884478,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_884478.jpg,False,False
1,SMARTPHONE_301503,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_301503.jpg,False,False
1,SMARTPHONE_328583,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_328583.jpg,False,False
1,SMARTPHONE_574572,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_574572.jpg,False,False
1,SMARTPHONE_659477,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_659477.jpg,False,False
1,SMARTPHONE_1014215,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_1014215.jpg,False,False
1,SMARTPHONE_118277,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_118277.jpg,False,False
1,SMARTPHONE_617282,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_617282.jpg,False,False
1,SMARTPHONE_524281,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_524281.jpg,False,False
1,SMARTPHONE_222621,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_222621.jpg,False,False
1,SMARTPHONE_905799,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_905799.jpg,False,False
1,SMARTPHONE_623822,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_623822.jpg,False,False
1,SMARTPHONE_917535,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_917535.jpg,False,False
1,SMARTPHONE_891475,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_891475.jpg,False,False
1,SMARTPHONE_537989,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_537989.jpg,False,False
1,SMARTPHONE_179908,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_179908.jpg,False,False
1,SMARTPHONE_151138,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_151138.jpg,False,False
1,SMARTPHONE_643121,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_643121.jpg,False,False
1,SMARTPHONE_966282,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_966282.jpg,False,False
1,SMARTPHONE_518518,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_518518.jpg,False,False
1,SMARTPHONE_472047,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_472047.jpg,False,False
1,SMARTPHONE_143944,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_143944.jpg,False,False
1,SMARTPHONE_464795,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_464795.jpg,False,False
1,SMARTPHONE_511009,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_511009.jpg,False,False
1,SMARTPHONE_711335,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_711335.jpg,False,False
1,SMARTPHONE_777827,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_777827.jpg,False,False
1,SMARTPHONE_610269,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_610269.jpg,False,False
1,SMARTPHONE_322803,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_322803.jpg,False,False
1,SMARTPHONE_834708,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_834708.jpg,False,False
1,SMARTPHONE_95020,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_95020.jpg,False,False
1,SMARTPHONE_388469,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_388469.jpg,False,False
1,SMARTPHONE_595162,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_595162.jpg,False,False
1,SMARTPHONE_71369,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_71369.jpg,False,False
1,SMARTPHONE_20780,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_20780.jpg,False,False
1,SMARTPHONE_44018,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_44018.jpg,False,False
1,SMARTPHONE_7957,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_7957.jpg,False,False
1,SMARTPHONE_586755,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_586755.jpg,False,False
1,SMARTPHONE_122200,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_122200.jpg,False,False
1,SMARTPHONE_343846,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_343846.jpg,False,False
1,SMARTPHONE_805243,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_805243.webp,False,False
1,SMARTPHONE_58106,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_58106.jpg,False,False
1,SMARTPHONE_382250,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_382250.jpg,False,False
1,SMARTPHONE_979491,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_979491.jpg,False,False
1,SMARTPHONE_910522,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_910522.webp,False,False
1,SMARTPHONE_638249,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_638249.jpg,False,False
1,SMARTPHONE_603018,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_603018.jpg,False,False
1,SMARTPHONE_758533,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_758533.jpg,False,False
1,SMARTPHONE_101384,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_101384.jpg,False,False
1,SMARTPHONE_70353,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_70353.jpg,False,False
1,SMARTPHONE_23112,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_23112.jpg,False,False
1,SMARTPHONE_641019,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_641019.jpg,False,False
1,SMARTPHONE_132846,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_132846.jpg,False,False
1,SMARTPHONE_895585,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_895585.jpg,False,False
1,SMARTPHONE_402360,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_402360.jpg,False,False
1,SMARTPHONE_1009699,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_1009699.webp,False,False
1,SMARTPHONE_523275,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_523275.jpg,False,False
1,SMARTPHONE_655654,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_655654.jpg,False,False
1,SMARTPHONE_531564,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_531564.jpg,False,False
1,SMARTPHONE_545359,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_545359.jpg,False,False
1,SMARTPHONE_1031748,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_1031748.jpg,False,False
1,SMARTPHONE_566060,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_566060.jpg,False,False
1,SMARTPHONE_167655,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_167655.jpg,False,False
1,SMARTPHONE_428539,0,real::Smartphone,Smartphone,Smartphone,REAL_INTERNAL_HOLDOUT,REAL_INTERNAL_HOLDOUT,True,True,data/v2/smartphone_real/SMARTPHONE_428539.jpg,False,False
